wojewodztwo;powiat;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;129;10;139;0.03;0.00;0.04;0;0;0;36;12;0;5941;170;5754;17;t0000;2022-05-14
dolnoœl¹skie;boles³awiecki;0;0;0;0;0;0;0;0;0;0;0;0;16;0;16;0;t0201;2022-05-14
dolnoœl¹skie;dzier¿oniowski;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;t0202;2022-05-14
dolnoœl¹skie;g³ogowski;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;t0203;2022-05-14
dolnoœl¹skie;górowski;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;t0204;2022-05-14
dolnoœl¹skie;jaworski;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;t0205;2022-05-14
dolnoœl¹skie;jeleniogórski;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;t0206;2022-05-14
dolnoœl¹skie;kamiennogórski;1;0;1;0.23;0;0.23;0;0;0;0;0;0;1;1;0;0;t0207;2022-05-14
dolnoœl¹skie;k³odzki;1;0;1;0.06;0;0.06;0;0;0;2;0;0;18;1;17;0;t0208;2022-05-14
dolnoœl¹skie;legnicki;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;t0209;2022-05-14
dolnoœl¹skie;lubañski;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;t0210;2022-05-14
dolnoœl¹skie;lubiñski;0;0;0;0;0;0;0;0;0;0;0;0;14;0;14;0;t0211;2022-05-14
dolnoœl¹skie;lwówecki;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;t0212;2022-05-14
dolnoœl¹skie;milicki;0;0;0;0;0;0;0;0;0;3;0;0;4;0;4;0;t0213;2022-05-14
dolnoœl¹skie;oleœnicki;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;t0214;2022-05-14
dolnoœl¹skie;o³awski;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;t0215;2022-05-14
dolnoœl¹skie;polkowicki;0;0;0;0;0;0;0;0;0;0;0;0;7;0;7;0;t0216;2022-05-14
dolnoœl¹skie;strzeliñski;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;t0217;2022-05-14
dolnoœl¹skie;œredzki;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t0218;2022-05-14
dolnoœl¹skie;œwidnicki;1;0;1;0.06;0;0.06;0;0;0;0;0;0;8;1;7;0;t0219;2022-05-14
dolnoœl¹skie;trzebnicki;0;0;0;0;0;0;0;0;0;0;0;0;11;0;11;0;t0220;2022-05-14
dolnoœl¹skie;wa³brzyski;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;t0221;2022-05-14
dolnoœl¹skie;wo³owski;0;0;0;0;0;0;0;0;0;0;0;0;9;0;9;0;t0222;2022-05-14
dolnoœl¹skie;wroc³awski;0;0;0;0;0;0;0;0;0;0;0;0;34;0;34;0;t0223;2022-05-14
dolnoœl¹skie;z¹bkowicki;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t0224;2022-05-14
dolnoœl¹skie;zgorzelecki;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t0225;2022-05-14
dolnoœl¹skie;z³otoryjski;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;t0226;2022-05-14
dolnoœl¹skie;Jelenia Góra;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;t0261;2022-05-14
dolnoœl¹skie;Legnica;0;0;0;0;0;0;0;0;0;0;0;0;26;0;26;0;t0262;2022-05-14
dolnoœl¹skie;Wroc³aw;3;0;3;0.05;0;0.05;0;0;0;2;0;0;140;3;137;0;t0264;2022-05-14
dolnoœl¹skie;Wa³brzych;0;0;0;0;0;0;0;0;0;2;0;0;8;0;8;0;t0265;2022-05-14
kujawsko-pomorskie;aleksandrowski;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;t0401;2022-05-14
kujawsko-pomorskie;brodnicki;0;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;t0402;2022-05-14
kujawsko-pomorskie;bydgoski;1;0;1;0.08;0;0.08;0;0;0;0;0;0;24;3;21;0;t0403;2022-05-14
kujawsko-pomorskie;che³miñski;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;t0404;2022-05-14
kujawsko-pomorskie;golubsko-dobrzyñski;0;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;t0405;2022-05-14
kujawsko-pomorskie;grudzi¹dzki;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;t0406;2022-05-14
kujawsko-pomorskie;inowroc³awski;0;0;0;0;0;0;0;0;0;0;0;0;18;0;18;0;t0407;2022-05-14
kujawsko-pomorskie;lipnowski;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;t0408;2022-05-14
kujawsko-pomorskie;mogileñski;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;t0409;2022-05-14
kujawsko-pomorskie;nakielski;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;t0410;2022-05-14
kujawsko-pomorskie;radziejowski;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;t0411;2022-05-14
kujawsko-pomorskie;rypiñski;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;0;t0412;2022-05-14
kujawsko-pomorskie;sêpoleñski;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t0413;2022-05-14
kujawsko-pomorskie;œwiecki;1;0;1;0.10;0;0.10;0;0;0;0;0;0;2;1;1;0;t0414;2022-05-14
kujawsko-pomorskie;toruñski;0;0;0;0;0;0;0;0;0;0;0;0;6;0;6;0;t0415;2022-05-14
kujawsko-pomorskie;tucholski;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;t0416;2022-05-14
kujawsko-pomorskie;w¹brzeski;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;t0417;2022-05-14
kujawsko-pomorskie;w³oc³awski;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;t0418;2022-05-14
kujawsko-pomorskie;¿niñski;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t0419;2022-05-14
kujawsko-pomorskie;Bydgoszcz;0;0;0;0;0;0;0;0;0;0;2;0;25;0;25;0;t0461;2022-05-14
kujawsko-pomorskie;Grudzi¹dz;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;t0462;2022-05-14
kujawsko-pomorskie;Toruñ;0;0;0;0;0;0;0;0;0;0;0;0;17;0;17;0;t0463;2022-05-14
kujawsko-pomorskie;W³oc³awek;1;0;1;0.09;0;0.09;0;0;0;0;0;0;4;1;2;1;t0464;2022-05-14
lubelskie;bialski;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0;t0601;2022-05-14
lubelskie;bi³gorajski;0;0;0;0;0;0;0;0;0;0;0;0;9;0;9;0;t0602;2022-05-14
lubelskie;che³mski;0;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;t0603;2022-05-14
lubelskie;hrubieszowski;1;0;1;0.16;0;0.16;0;0;0;0;0;0;5;1;4;0;t0604;2022-05-14
