wojewodztwo;powiat;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;978;100;1078;0.25;0.03;0.28;29;7;22;1668;64;2;13248;1314;11867;67;t0000;2022-04-15
dolnoœl¹skie;boles³awiecki;1;0;1;0.11;0;0.11;0;0;0;3;0;0;11;1;10;0;t0201;2022-04-15
dolnoœl¹skie;dzier¿oniowski;1;0;1;0.10;0;0.10;0;0;0;3;0;0;19;1;18;0;t0202;2022-04-15
dolnoœl¹skie;g³ogowski;2;0;2;0.23;0;0.23;0;0;0;0;0;0;9;2;7;0;t0203;2022-04-15
dolnoœl¹skie;górowski;0;0;0;0;0;0;0;0;0;2;0;0;4;0;4;0;t0204;2022-04-15
dolnoœl¹skie;jaworski;0;0;0;0;0;0;0;0;0;0;0;0;9;0;9;0;t0205;2022-04-15
dolnoœl¹skie;jeleniogórski;2;0;2;0.32;0;0.32;0;0;0;2;0;0;10;4;6;0;t0206;2022-04-15
dolnoœl¹skie;kamiennogórski;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t0207;2022-04-15
dolnoœl¹skie;k³odzki;1;0;1;0.06;0;0.06;0;0;0;2;0;0;21;1;18;2;t0208;2022-04-15
dolnoœl¹skie;legnicki;1;0;1;0.18;0;0.18;0;0;0;0;0;0;21;1;20;0;t0209;2022-04-15
dolnoœl¹skie;lubañski;1;1;2;0.18;0.18;0.37;0;0;0;3;0;0;9;3;6;0;t0210;2022-04-15
dolnoœl¹skie;lubiñski;2;0;2;0.19;0;0.19;0;0;0;0;0;0;25;2;23;0;t0211;2022-04-15
dolnoœl¹skie;lwówecki;2;0;2;0.44;0;0.44;0;0;0;2;0;0;13;2;11;0;t0212;2022-04-15
