wojewodztwo;powiat;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;867;91;958;0.23;0.02;0.25;24;3;21;1321;73;0;13856;1088;12725;43;t0000;2022-04-27
dolnoœl¹skie;boles³awiecki;3;1;4;0.33;0.11;0.44;0;0;0;5;0;0;34;4;30;0;t0201;2022-04-27
dolnoœl¹skie;dzier¿oniowski;3;0;3;0.30;0;0.30;0;0;0;1;0;0;15;3;12;0;t0202;2022-04-27
dolnoœl¹skie;g³ogowski;1;0;1;0.11;0;0.11;0;0;0;0;1;0;15;1;14;0;t0203;2022-04-27
dolnoœl¹skie;górowski;0;0;0;0;0;0;0;0;0;2;0;0;4;0;4;0;t0204;2022-04-27
dolnoœl¹skie;jaworski;2;0;2;0.40;0;0.40;0;0;0;0;0;0;18;2;16;0;t0205;2022-04-27
dolnoœl¹skie;jeleniogórski;0;0;0;0;0;0;0;0;0;0;0;0;11;0;11;0;t0206;2022-04-27
dolnoœl¹skie;kamiennogórski;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;t0207;2022-04-27
dolnoœl¹skie;k³odzki;4;0;4;0.25;0;0.25;0;0;0;2;0;0;31;4;26;1;t0208;2022-04-27
dolnoœl¹skie;legnicki;0;0;0;0;0;0;0;0;0;0;0;0;28;0;28;0;t0209;2022-04-27
dolnoœl¹skie;lubañski;0;1;1;0;0.18;0.18;0;0;0;0;0;0;3;1;2;0;t0210;2022-04-27
dolnoœl¹skie;lubiñski;0;0;0;0;0;0;0;0;0;3;0;0;26;0;26;0;t0211;2022-04-27
