wojewodztwo;powiat;liczba_nowych_zakazen;liczba_ponownych_zakazen;liczba_wszystkich_zakazen;liczba_nowych_zakazen_na_10_tys_mieszkancow;liczba_ponownych_zakazen_na_10_tys_mieszkancow;liczba_wszystkich_zakazen_na_10_tys_mieszkancow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;stan_rekordu_na
Ca³y kraj;Ca³y kraj;3171;323;3494;0.83;0.08;0.91;7;1;6;296;4340;38965;34754;3870;30509;375;t0000;2022-03-26
dolnoœl¹skie;boles³awiecki;4;1;5;0.44;0.11;0.56;0;0;0;0;10;61;50;7;43;0;t0201;2022-03-26
dolnoœl¹skie;dzier¿oniowski;4;0;4;0.40;0;0.40;0;0;0;0;6;59;40;4;36;0;t0202;2022-03-26
dolnoœl¹skie;g³ogowski;8;1;9;0.90;0.11;1.01;0;0;0;0;11;78;80;10;69;1;t0203;2022-03-26
dolnoœl¹skie;górowski;0;0;0;0;0;0;0;0;0;0;2;30;26;0;26;0;t0204;2022-03-26
dolnoœl¹skie;jaworski;6;0;6;1.20;0;1.20;0;0;0;0;6;28;32;6;26;0;t0205;2022-03-26
dolnoœl¹skie;jeleniogórski;1;1;2;0.16;0.16;0.32;0;0;0;0;8;32;32;4;28;0;t0206;2022-03-26
dolnoœl¹skie;kamiennogórski;0;0;0;0;0;0;0;0;0;0;1;19;19;0;19;0;t0207;2022-03-26
dolnoœl¹skie;k³odzki;6;0;6;0.38;0;0.38;0;0;0;0;7;81;93;7;86;0;t0208;2022-03-26
dolnoœl¹skie;legnicki;4;0;4;0.72;0;0.72;0;0;0;0;1;52;25;4;20;1;t0209;2022-03-26
dolnoœl¹skie;lubañski;1;0;1;0.18;0;0.18;0;0;0;0;9;62;27;1;25;1;t0210;2022-03-26
dolnoœl¹skie;lubiñski;16;3;19;1.51;0.28;1.79;0;0;0;2;22;120;98;20;77;1;t0211;2022-03-26
dolnoœl¹skie;lwówecki;1;0;1;0.22;0;0.22;0;0;0;0;4;45;32;2;30;0;t0212;2022-03-26
dolnoœl¹skie;milicki;0;0;0;0;0;0;0;0;0;0;2;29;9;0;9;0;t0213;2022-03-26
dolnoœl¹skie;oleœnicki;4;0;4;0.37;0;0.37;0;0;0;0;5;91;79;5;74;0;t0214;2022-03-26
dolnoœl¹skie;o³awski;7;4;11;0.91;0.52;1.43;0;0;0;0;3;70;51;12;38;1;t0215;2022-03-26
dolnoœl¹skie;polkowicki;3;0;3;0.48;0;0.48;0;0;0;0;2;44;30;3;27;0;t0216;2022-03-26
dolnoœl¹skie;strzeliñski;1;0;1;0.23;0;0.23;0;0;0;0;1;42;21;1;20;0;t0217;2022-03-26
dolnoœl¹skie;œredzki;4;0;4;0.72;0;0.72;0;0;0;0;1;72;35;4;31;0;t0218;2022-03-26
dolnoœl¹skie;œwidnicki;7;1;8;0.45;0.06;0.51;0;0;0;0;14;118;60;10;50;0;t0219;2022-03-26
dolnoœl¹skie;trzebnicki;7;0;7;0.82;0;0.82;0;0;0;0;5;73;62;9;53;0;t0220;2022-03-26
dolnoœl¹skie;wa³brzyski;2;0;2;0.36;0;0.36;0;0;0;0;6;39;31;2;29;0;t0221;2022-03-26
dolnoœl¹skie;wo³owski;4;0;4;0.86;0;0.86;0;0;0;0;8;55;40;6;34;0;t0222;2022-03-26
dolnoœl¹skie;wroc³awski;24;1;25;1.56;0.06;1.62;0;0;0;0;31;222;142;28;111;3;t0223;2022-03-26
dolnoœl¹skie;z¹bkowicki;3;1;4;0.47;0.16;0.62;0;0;0;0;2;47;42;4;38;0;t0224;2022-03-26
dolnoœl¹skie;zgorzelecki;10;1;11;1.13;0.11;1.24;0;0;0;0;11;102;45;13;32;0;t0225;2022-03-26
dolnoœl¹skie;z³otoryjski;3;0;3;0.69;0;0.69;0;0;0;0;2;29;22;3;19;0;t0226;2022-03-26
dolnoœl¹skie;Jelenia Góra;1;0;1;0.13;0;0.13;0;0;0;0;7;46;38;1;37;0;t0261;2022-03-26
dolnoœl¹skie;Legnica;16;1;17;1.61;0.10;1.72;0;0;0;0;12;102;63;17;46;0;t0262;2022-03-26
dolnoœl¹skie;Wroc³aw;121;11;132;1.88;0.17;2.05;0;0;0;3;157;974;688;148;536;4;t0264;2022-03-26
dolnoœl¹skie;Wa³brzych;7;3;10;0.63;0.27;0.90;0;0;0;0;11;73;56;10;45;1;t0265;2022-03-26
kujawsko-pomorskie;aleksandrowski;6;0;6;1.09;0;1.09;0;0;0;1;3;33;28;6;22;0;t0401;2022-03-26
kujawsko-pomorskie;brodnicki;2;1;3;0.25;0.13;0.38;0;0;0;1;8;51;42;3;37;2;t0402;2022-03-26
kujawsko-pomorskie;bydgoski;10;2;12;0.84;0.17;1.00;0;0;0;1;11;120;147;14;131;2;t0403;2022-03-26
kujawsko-pomorskie;che³miñski;1;1;2;0.19;0.19;0.39;0;0;0;0;5;43;26;3;23;0;t0404;2022-03-26
kujawsko-pomorskie;golubsko-dobrzyñski;1;1;2;0.22;0.22;0.44;0;0;0;0;9;33;18;2;16;0;t0405;2022-03-26
kujawsko-pomorskie;grudzi¹dzki;5;1;6;1.24;0.25;1.49;0;0;0;0;8;77;54;6;45;3;t0406;2022-03-26
kujawsko-pomorskie;inowroc³awski;15;3;18;0.94;0.19;1.13;0;0;0;1;19;143;139;22;116;1;t0407;2022-03-26
kujawsko-pomorskie;lipnowski;3;0;3;0.46;0;0.46;0;0;0;0;3;43;22;3;19;0;t0408;2022-03-26
kujawsko-pomorskie;mogileñski;2;0;2;0.44;0;0.44;0;0;0;1;7;19;40;3;36;1;t0409;2022-03-26
kujawsko-pomorskie;nakielski;3;0;3;0.35;0;0.35;0;0;0;0;9;79;69;3;65;1;t0410;2022-03-26
kujawsko-pomorskie;radziejowski;3;0;3;0.75;0;0.75;0;0;0;0;3;31;23;3;19;1;t0411;2022-03-26
kujawsko-pomorskie;rypiñski;1;1;2;0.23;0.23;0.46;0;0;0;0;3;24;18;2;15;1;t0412;2022-03-26
kujawsko-pomorskie;sêpoleñski;0;0;0;0;0;0;0;0;0;0;1;24;16;0;16;0;t0413;2022-03-26
kujawsko-pomorskie;œwiecki;3;0;3;0.30;0;0.30;0;0;0;0;11;127;57;3;48;6;t0414;2022-03-26
kujawsko-pomorskie;toruñski;6;1;7;0.55;0.09;0.64;0;0;0;0;4;121;58;9;48;1;t0415;2022-03-26
kujawsko-pomorskie;tucholski;4;0;4;0.83;0;0.83;0;0;0;0;5;74;31;5;25;1;t0416;2022-03-26
kujawsko-pomorskie;w¹brzeski;3;0;3;0.88;0;0.88;0;0;0;2;1;38;21;3;16;2;t0417;2022-03-26
kujawsko-pomorskie;w³oc³awski;11;0;11;1.28;0;1.28;0;0;0;0;5;73;68;13;55;0;t0418;2022-03-26
kujawsko-pomorskie;¿niñski;4;1;5;0.57;0.14;0.71;0;0;0;0;5;55;43;5;38;0;t0419;2022-03-26
kujawsko-pomorskie;Bydgoszcz;28;5;33;0.81;0.14;0.95;0;0;0;6;61;367;351;46;299;6;t0461;2022-03-26
kujawsko-pomorskie;Grudzi¹dz;13;7;20;1.38;0.74;2.13;0;0;0;0;17;114;133;21;89;23;t0462;2022-03-26
kujawsko-pomorskie;Toruñ;30;4;34;1.49;0.20;1.69;0;0;0;0;33;237;164;40;122;2;t0463;2022-03-26
kujawsko-pomorskie;W³oc³awek;4;0;4;0.37;0;0.37;0;0;0;1;6;74;57;4;53;0;t0464;2022-03-26
lubelskie;bialski;8;0;8;0.72;0;0.72;0;0;0;5;11;134;98;8;90;0;t0601;2022-03-26
lubelskie;bi³gorajski;8;0;8;0.80;0;0.80;0;0;0;0;3;100;65;8;57;0;t0602;2022-03-26
lubelskie;che³mski;14;0;14;1.80;0;1.80;0;0;0;0;7;138;52;14;38;0;t0603;2022-03-26
lubelskie;hrubieszowski;8;1;9;1.28;0.16;1.44;0;0;0;1;3;58;46;10;36;0;t0604;2022-03-26
lubelskie;janowski;2;0;2;0.44;0;0.44;0;0;0;0;1;16;21;2;19;0;t0605;2022-03-26
lubelskie;krasnostawski;1;0;1;0.16;0;0.16;0;0;0;0;5;87;40;1;39;0;t0606;2022-03-26
lubelskie;kraœnicki;13;1;14;1.37;0.11;1.47;0;0;0;0;13;83;64;17;47;0;t0607;2022-03-26
lubelskie;lubartowski;7;1;8;0.79;0.11;0.91;0;0;0;0;5;89;68;8;57;3;t0608;2022-03-26
lubelskie;lubelski;23;3;26;1.47;0.19;1.67;0;0;0;4;22;187;160;26;133;1;t0609;2022-03-26
lubelskie;³êczyñski;3;0;3;0.52;0;0.52;0;0;0;0;12;77;55;4;51;0;t0610;2022-03-26
lubelskie;³ukowski;5;1;6;0.47;0.09;0.56;0;0;0;0;10;78;86;7;76;3;t0611;2022-03-26
lubelskie;opolski;6;0;6;1.02;0;1.02;0;0;0;0;3;89;56;7;49;0;t0612;2022-03-26
lubelskie;parczewski;5;1;6;1.45;0.29;1.73;0;0;0;0;1;35;26;6;20;0;t0613;2022-03-26
lubelskie;pu³awski;13;2;15;1.15;0.18;1.33;0;0;0;0;8;132;136;15;121;0;t0614;2022-03-26
lubelskie;radzyñski;2;0;2;0.34;0;0.34;0;0;0;0;1;40;36;2;34;0;t0615;2022-03-26
lubelskie;rycki;5;1;6;0.90;0.18;1.07;0;0;0;0;4;66;64;7;57;0;t0616;2022-03-26
lubelskie;œwidnicki;8;1;9;1.12;0.14;1.25;0;0;0;3;8;112;85;10;75;0;t0617;2022-03-26
lubelskie;tomaszowski;7;0;7;0.85;0;0.85;0;0;0;1;5;68;50;7;42;1;t0618;2022-03-26
lubelskie;w³odawski;3;1;4;0.79;0.26;1.05;0;0;0;0;4;39;29;4;25;0;t0619;2022-03-26
lubelskie;zamojski;4;2;6;0.38;0.19;0.57;0;0;0;2;5;93;52;7;44;1;t0620;2022-03-26
lubelskie;Bia³a Podlaska;9;2;11;1.57;0.35;1.92;0;0;0;0;17;98;51;12;39;0;t0661;2022-03-26
lubelskie;Che³m;4;0;4;0.65;0;0.65;0;0;0;0;11;103;39;4;35;0;t0662;2022-03-26
lubelskie;Lublin;83;5;88;2.44;0.15;2.59;0;0;0;17;77;574;553;96;453;4;t0663;2022-03-26
lubelskie;Zamoœæ;11;0;11;1.74;0;1.74;0;0;0;0;5;47;48;11;37;0;t0664;2022-03-26
lubuskie;gorzowski;8;0;8;1.11;0;1.11;0;0;0;0;8;93;60;9;49;2;t0801;2022-03-26
lubuskie;kroœnieñski;7;1;8;1.28;0.18;1.46;0;0;0;0;7;76;43;9;34;0;t0802;2022-03-26
lubuskie;miêdzyrzecki;6;0;6;1.05;0;1.05;0;0;0;0;10;108;44;7;37;0;t0803;2022-03-26
