data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2175;0
2020-12-28;4385;0
2020-12-29;10014;0
2020-12-30;20342;1
2020-12-31;10591;0
2021-01-01;1353;3
2021-01-02;2240;0
2021-01-03;648;0
2021-01-04;40606;1
2021-01-05;55317;2
2021-01-06;18753;0
2021-01-07;30379;0
2021-01-08;11823;1
2021-01-09;2263;0
2021-01-10;994;2
2021-01-11;47613;3
2021-01-12;63393;0
2021-01-13;55126;1
2021-01-14;46546;1
2021-01-15;26217;0
2021-01-16;20955;17
2021-01-17;12088;433
2021-01-18;28340;2935
2021-01-19;49491;8106
2021-01-20;51125;14443
2021-01-21;53032;14743
2021-01-22;38222;5253
2021-01-23;16834;1360
2021-01-24;5362;556
2021-01-25;73138;29463
2021-01-26;132704;48261
2021-01-27;104507;26528
2021-01-28;89475;29427
2021-01-29;43706;16109
2021-01-30;16277;3118
2021-01-31;8688;1388
2021-02-01;57109;33323
2021-02-02;114666;57355
2021-02-03;121847;55958
2021-02-04;107291;51555
2021-02-05;51977;29568
2021-02-06;24632;15680
2021-02-07;16382;10171
2021-02-08;33099;11740
2021-02-09;89890;20161
2021-02-10;113257;44802
2021-02-11;111617;58760
2021-02-12;75733;43654
2021-02-13;35617;15239
2021-02-14;14708;4863
2021-02-15;36278;11713
2021-02-16;71678;33758
2021-02-17;154407;85156
2021-02-18;174241;94392
2021-02-19;103226;50278
2021-02-20;36033;7704
2021-02-21;16046;3609
2021-02-22;43354;4118
2021-02-23;71877;20447
2021-02-24;160911;77002
2021-02-25;174957;90616
2021-02-26;103684;45649
2021-02-27;44792;11910
2021-02-28;18029;5822
2021-03-01;46187;5410
2021-03-02;82395;21718
2021-03-03;156869;67985
2021-03-04;173998;85864
2021-03-05;108765;44657
2021-03-06;49724;12077
2021-03-07;17973;5388
2021-03-08;34605;3680
2021-03-09;63926;8422
2021-03-10;143407;43013
2021-03-11;162850;68343
2021-03-12;95045;39497
2021-03-13;29992;6737
2021-03-14;11877;3039
2021-03-15;25806;3559
2021-03-16;47847;10723
2021-03-17;134017;43863
2021-03-18;155171;66499
2021-03-19;89362;38873
2021-03-20;29765;10275
2021-03-21;10656;3077
2021-03-22;51942;3972
2021-03-23;117952;19916
2021-03-24;192052;50085
2021-03-25;216404;71705
2021-03-26;162126;40664
2021-03-27;92104;15012
2021-03-28;35741;6928
2021-03-29;80136;9875
2021-03-30;117598;16081
2021-03-31;190908;20678
2021-04-01;205226;19470
2021-04-02;152930;11281
2021-04-03;36373;2755
2021-04-04;3334;352
2021-04-05;3876;527
2021-04-06;126110;8122
2021-04-07;220518;7350
2021-04-08;258556;5825
2021-04-09;220580;4702
2021-04-10;154509;4172
2021-04-11;44665;786
2021-04-12;106390;7017
2021-04-13;186841;23340
2021-04-14;254559;53842
2021-04-15;267997;59219
2021-04-16;201357;28300
2021-04-17;140824;11955
2021-04-18;39746;4024
2021-04-19;109474;13041
2021-04-20;203043;34278
2021-04-21;283064;74449
2021-04-22;306431;79404
2021-04-23;260155;46776
2021-04-24;206098;24501
2021-04-25;55966;9277
2021-04-26;139687;30835
2021-04-27;253930;58721
2021-04-28;345216;99359
2021-04-29;388010;108919
2021-04-30;357937;74993
2021-05-01;121967;15581
2021-05-02;59472;10174
2021-05-03;47161;5539
2021-05-04;234555;63224
2021-05-05;398883;122658
2021-05-06;424188;141836
2021-05-07;379141;124661
2021-05-08;258422;63593
2021-05-09;82443;14887
2021-05-10;188451;52521
2021-05-11;321131;109760
2021-05-12;434350;180982
2021-05-13;441619;193692
2021-05-14;373402;152260
2021-05-15;277744;110524
2021-05-16;90286;29633
2021-05-17;149105;50198
2021-05-18;331227;125799
2021-05-19;445911;185789
2021-05-20;445196;201060
2021-05-21;356650;155121
2021-05-22;241084;111023
2021-05-23;68047;35597
2021-05-24;135486;76850
2021-05-25;305938;158157
2021-05-26;396932;212009
2021-05-27;386910;232125
2021-05-28;349597;202292
2021-05-29;278408;151808
2021-05-30;91845;44158
2021-05-31;167622;98535
2021-06-01;466570;270256
2021-06-02;651662;400979
2021-06-03;140726;64571
2021-06-04;430645;256898
2021-06-05;271807;120472
2021-06-06;99075;41023
2021-06-07;203008;127558
2021-06-08;400783;242911
2021-06-09;507008;302870
2021-06-10;484540;297778
2021-06-11;425218;266455
2021-06-12;318579;182258
2021-06-13;102645;58836
2021-06-14;213877;168356
2021-06-15;374804;264528
2021-06-16;433413;280763
2021-06-17;402283;272595
2021-06-18;325713;220618
2021-06-19;220381;135822
2021-06-20;66454;43771
2021-06-21;168572;137543
2021-06-22;341289;262271
2021-06-23;400209;291590
2021-06-24;380811;283151
2021-06-25;309592;233870
2021-06-26;203000;134429
2021-06-27;61006;42224
2021-06-28;146071;114952
2021-06-29;288127;217933
2021-06-30;356609;255080
2021-07-01;298197;220000
2021-07-02;242573;175121
2021-07-03;172245;119394
2021-07-04;50499;34020
2021-07-05;118194;86375
2021-07-06;250298;207378
2021-07-07;340143;282709
2021-07-08;262982;202753
2021-07-09;254841;196870
2021-07-10;209398;167593
2021-07-11;62981;48772
2021-07-12;114378;82087
2021-07-13;215526;172254
2021-07-14;285064;226419
2021-07-15;255165;193740
2021-07-16;206559;148718
2021-07-17;155310;112386
2021-07-18;41226;25619
2021-07-19;77521;47067
