data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2186;0
2020-12-28;4401;0
2020-12-29;10063;0
2020-12-30;20454;1
2020-12-31;10633;0
2021-01-01;1348;3
2021-01-02;2271;0
2021-01-03;652;0
2021-01-04;40741;1
2021-01-05;55440;2
2021-01-06;18793;0
2021-01-07;30437;0
2021-01-08;11846;1
2021-01-09;2260;0
2021-01-10;997;2
2021-01-11;47693;3
2021-01-12;63514;0
2021-01-13;55222;1
2021-01-14;46626;1
2021-01-15;26283;0
2021-01-16;21024;17
2021-01-17;12090;430
2021-01-18;28472;2938
2021-01-19;49602;8125
2021-01-20;51261;14448
2021-01-21;53276;14849
2021-01-22;38320;5265
2021-01-23;16727;1362
2021-01-24;5328;557
2021-01-25;73603;29592
2021-01-26;133288;48310
2021-01-27;104643;26580
2021-01-28;89705;29475
2021-01-29;44022;16154
2021-01-30;16282;3118
2021-01-31;8675;1388
2021-02-01;57258;33321
2021-02-02;115475;57623
2021-02-03;122357;55985
2021-02-04;107609;51550
2021-02-05;52184;29564
2021-02-06;24744;15706
2021-02-07;16482;10164
2021-02-08;33242;11751
2021-02-09;90488;20403
2021-02-10;113728;44799
2021-02-11;112235;58934
2021-02-12;75986;43725
2021-02-13;35653;15156
2021-02-14;14715;4863
2021-02-15;36474;11737
2021-02-16;72206;33829
2021-02-17;156010;85155
2021-02-18;175611;94427
2021-02-19;103216;50209
2021-02-20;35958;7688
2021-02-21;16045;3605
2021-02-22;43403;4116
2021-02-23;71850;20430
2021-02-24;160936;76976
2021-02-25;175008;90570
2021-02-26;103654;45561
2021-02-27;44719;11771
2021-02-28;17854;5645
2021-03-01;46182;5410
2021-03-02;82249;21742
2021-03-03;156915;67940
2021-03-04;174074;85881
2021-03-05;108834;44682
2021-03-06;49726;12028
2021-03-07;17971;5379
2021-03-08;34588;3678
2021-03-09;63917;8473
2021-03-10;143110;42987
2021-03-11;162745;68273
2021-03-12;95064;39474
2021-03-13;29731;6721
2021-03-14;11867;3028
2021-03-15;25733;3562
2021-03-16;47826;10714
2021-03-17;133991;43862
2021-03-18;155433;66613
2021-03-19;89352;38865
2021-03-20;29743;10271
2021-03-21;10644;3069
2021-03-22;51869;3977
2021-03-23;117948;19877
2021-03-24;192072;50119
2021-03-25;216335;71692
2021-03-26;162142;40616
2021-03-27;92154;15016
2021-03-28;35593;6909
2021-03-29;80117;9917
2021-03-30;117664;16099
2021-03-31;190773;20734
2021-04-01;205443;19504
2021-04-02;153023;11317
2021-04-03;36054;2756
2021-04-04;3317;343
2021-04-05;3856;528
2021-04-06;125782;8171
2021-04-07;220893;7384
2021-04-08;257921;5812
2021-04-09;220222;4688
2021-04-10;153847;4153
2021-04-11;44383;786
2021-04-12;106168;7032
2021-04-13;186492;23323
2021-04-14;254237;53805
2021-04-15;267516;59379
2021-04-16;200407;28285
2021-04-17;140497;12043
2021-04-18;39720;4034
2021-04-19;109236;13163
2021-04-20;202434;34345
2021-04-21;282228;74574
2021-04-22;305736;79792
2021-04-23;258817;46889
2021-04-24;205490;24587
2021-04-25;55702;9231
2021-04-26;139273;30813
2021-04-27;253064;58764
2021-04-28;343845;99334
2021-04-29;386347;108902
2021-04-30;356183;74779
2021-05-01;121273;15604
2021-05-02;58655;9903
2021-05-03;46954;5542
2021-05-04;233065;63123
2021-05-05;395311;122279
2021-05-06;419438;140936
2021-05-07;375351;123910
2021-05-08;255563;63282
2021-05-09;81684;14850
2021-05-10;186136;52157
2021-05-11;316070;108581
2021-05-12;425911;178259
2021-05-13;429288;189878
2021-05-14;358817;147497
2021-05-15;262962;104640
2021-05-16;85216;28194
