wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;645;0;133;0;t00
dolnoœl¹skie;boles³awiecki;43861;257;12660;120;t0201
dolnoœl¹skie;dzier¿oniowski;41467;292;14334;195;t0202
dolnoœl¹skie;g³ogowski;38187;180;12487;80;t0203
dolnoœl¹skie;górowski;16170;15;4561;10;t0204
dolnoœl¹skie;jaworski;25592;145;7893;140;t0205
dolnoœl¹skie;jeleniogórski;34654;306;12839;228;t0206
dolnoœl¹skie;kamiennogórski;18019;202;6022;26;t0207
dolnoœl¹skie;k³odzki;78681;321;28171;252;t0208
dolnoœl¹skie;legnicki;24329;183;6159;50;t0209
dolnoœl¹skie;lubañski;16443;172;5554;99;t0210
dolnoœl¹skie;lubiñski;87625;1224;32987;1023;t0211
dolnoœl¹skie;lwówecki;23704;59;7972;58;t0212
dolnoœl¹skie;milicki;21238;172;7768;128;t0213
dolnoœl¹skie;oleœnicki;46719;157;12822;98;t0214
dolnoœl¹skie;o³awski;31894;514;12668;442;t0215
dolnoœl¹skie;polkowicki;23474;100;4881;0;t0216
dolnoœl¹skie;strzeliñski;22903;248;7999;179;t0217
dolnoœl¹skie;œredzki;14466;102;5421;102;t0218
dolnoœl¹skie;œwidnicki;58172;94;18390;44;t0219
dolnoœl¹skie;trzebnicki;37283;181;14084;175;t0220
dolnoœl¹skie;wa³brzyski;22379;90;8843;90;t0221
dolnoœl¹skie;wo³owski;25690;64;8455;13;t0222
dolnoœl¹skie;wroc³awski;62634;310;21440;8;t0223
dolnoœl¹skie;z¹bkowicki;35333;146;12679;142;t0224
dolnoœl¹skie;zgorzelecki;34762;245;12362;174;t0225
dolnoœl¹skie;z³otoryjski;21576;200;6883;180;t0226
dolnoœl¹skie;Jelenia Góra;55291;216;18998;200;t0261
dolnoœl¹skie;Legnica;55032;905;17876;818;t0262
dolnoœl¹skie;Wroc³aw;661505;8429;220248;3687;t0264
dolnoœl¹skie;Wa³brzych;149871;1191;54954;897;t0265
kujawsko-pomorskie;aleksandrowski;98312;394;40029;359;t0401
kujawsko-pomorskie;brodnicki;40320;475;13498;277;t0402
kujawsko-pomorskie;bydgoski;44237;105;13926;95;t0403
kujawsko-pomorskie;che³miñski;22800;70;7562;70;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;18909;5;5176;0;t0405
