wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;38;0;0;0;t0;10;0;0;0;28;0
dolnoœl¹skie;3332289;0;1433416;0;t02;1662776;0;19870;0;216227;0
kujawsko-pomorskie;2241110;0;963589;0;t04;1124445;0;14077;0;138999;0
lubelskie;1962569;0;838233;0;t06;981498;0;15221;0;127617;0
lubuskie;1159491;0;490717;0;t08;587738;0;5943;0;75093;0
³ódzkie;2728257;0;1188213;0;t10;1357733;0;21252;0;161059;0
ma³opolskie;3505411;0;1527400;0;t12;1760521;0;14866;0;202624;0
mazowieckie;6576934;0;2832103;0;t14;3263453;0;45951;0;435427;0
opolskie;971771;0;424410;0;t16;487502;0;5280;0;54579;0
podkarpackie;1784289;0;771434;0;t18;900652;0;9520;0;102683;0
podlaskie;1202948;0;518341;0;t20;602312;0;6387;0;75908;0
pomorskie;2745070;0;1186225;0;t22;1363785;0;15594;0;179466;0
œl¹skie;4932190;0;2135150;0;t24;2467245;0;21417;0;308378;0
œwiêtokrzyskie;1192333;0;517076;0;t26;603140;0;6980;0;65137;0
warmiñsko-mazurskie;1431922;0;619668;0;t28;716558;0;11016;0;84680;0
wielkopolskie;3968207;0;1737778;0;t30;1974200;0;24255;0;231974;0
zachodniopomorskie;1940561;0;825418;0;t32;976429;0;10997;0;127717;0
ca³y kraj;41675390;0;18009171;0;t00;20829997;0;248626;0;2587596;0
