wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
woj_puste;pow_puste;7;0;1;0;t00;1;0;0;0;5;0
dolnoœl¹skie;boles³awiecki;108139;20;38397;3;t0201;47077;6;143;0;22522;11
dolnoœl¹skie;dzier¿oniowski;106008;11;37412;0;t0202;42337;3;152;0;26107;8
dolnoœl¹skie;g³ogowski;105150;60;35048;12;t0203;42012;8;184;0;27906;40
dolnoœl¹skie;górowski;38290;6;13947;6;t0204;16463;0;79;0;7801;0
dolnoœl¹skie;jaworski;59770;4;20731;4;t0205;25167;0;43;0;13829;0
dolnoœl¹skie;jeleniogórski;72197;7;26255;3;t0206;31428;1;395;0;14119;3
dolnoœl¹skie;kamiennogórski;49164;17;17182;2;t0207;19505;0;107;0;12370;15
dolnoœl¹skie;k³odzki;189811;46;68028;7;t0208;77924;4;1419;4;42440;31
dolnoœl¹skie;legnicki;63577;5;21992;0;t0209;27379;3;269;0;13937;2
dolnoœl¹skie;lubañski;48335;4;14764;0;t0210;20365;0;110;0;13096;4
dolnoœl¹skie;lubiñski;176824;30;66801;7;t0211;73609;3;999;0;35415;20
dolnoœl¹skie;lwówecki;63487;24;22811;6;t0212;26490;4;318;0;13868;14
dolnoœl¹skie;milicki;49910;12;18731;1;t0213;20805;1;120;2;10254;8
dolnoœl¹skie;oleœnicki;167346;55;56094;9;t0214;67215;4;534;0;43503;42
dolnoœl¹skie;o³awski;58181;9;22865;1;t0215;25882;0;99;0;9335;8
dolnoœl¹skie;polkowicki;61704;30;21207;8;t0216;26977;1;51;0;13469;21
dolnoœl¹skie;strzeliñski;54964;39;20051;3;t0217;22635;2;518;0;11760;34
dolnoœl¹skie;œredzki;38118;17;12629;1;t0218;14452;0;485;0;10552;16
dolnoœl¹skie;œwidnicki;163710;41;55417;9;t0219;64967;3;1246;5;42080;24
dolnoœl¹skie;trzebnicki;90298;14;33326;2;t0220;35415;2;447;0;21110;10
