wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;17;0;6;0;t0;1;0;0;0;10;0
dolnoœl¹skie;4288430;1722;1548692;426;t02;1794444;164;16604;2;928690;1130
kujawsko-pomorskie;2905523;789;1047214;256;t04;1216977;63;11896;2;629436;468
lubelskie;2471387;660;911547;209;t06;1052312;69;13296;21;494232;361
lubuskie;1495199;591;536095;208;t08;643459;65;5314;6;310331;312
³ódzkie;3498773;1043;1284675;315;t10;1462657;112;18463;14;732978;602
ma³opolskie;4471428;1610;1652385;345;t12;1894341;145;13876;3;910826;1117
mazowieckie;8502190;2988;3087846;735;t14;3544113;282;39788;55;1830443;1916
opolskie;1251107;426;461708;107;t16;528331;38;4958;0;256110;281
podkarpackie;2199522;559;830740;125;t18;967223;72;8287;0;393272;362
podlaskie;1503597;418;562326;95;t20;649142;69;5964;1;286165;253
pomorskie;3555634;1512;1291625;445;t22;1487353;161;14648;1;762008;905
œl¹skie;6323547;2493;2296714;697;t24;2650353;248;20199;22;1356281;1526
œwiêtokrzyskie;1523432;477;558524;143;t26;648610;43;6298;0;310000;291
warmiñsko-mazurskie;1866814;654;679710;238;t28;784197;54;10407;0;392500;362
wielkopolskie;5193892;1599;1907965;348;t30;2164172;162;19883;8;1101872;1081
zachodniopomorskie;2496950;902;893543;256;t32;1056700;110;10463;1;536244;535
ca³y kraj;53547442;18443;19551315;4948;t00;22544385;1857;220344;136;11231398;11502
