data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2177;0
2020-12-28;4390;0
2020-12-29;10059;0
2020-12-30;20439;1
2020-12-31;10627;0
2021-01-01;1347;3
2021-01-02;2271;0
2021-01-03;652;0
2021-01-04;40735;1
2021-01-05;55433;2
2021-01-06;18793;0
2021-01-07;30435;0
2021-01-08;11846;0
2021-01-09;2260;0
2021-01-10;997;2
2021-01-11;47689;3
2021-01-12;63508;0
2021-01-13;55221;0
2021-01-14;46624;1
2021-01-15;26283;0
2021-01-16;21023;17
2021-01-17;12091;420
2021-01-18;28469;2935
2021-01-19;49595;8124
2021-01-20;51258;14435
2021-01-21;53274;14843
2021-01-22;38316;5257
2021-01-23;16726;1362
2021-01-24;5328;557
2021-01-25;73578;29583
2021-01-26;133213;48292
2021-01-27;104599;26579
2021-01-28;89681;29469
2021-01-29;44018;16154
2021-01-30;16282;3117
2021-01-31;8674;1387
2021-02-01;57216;33317
2021-02-02;115470;57618
2021-02-03;122343;55982
2021-02-04;107596;51545
2021-02-05;52101;29558
2021-02-06;24744;15705
2021-02-07;16481;10163
2021-02-08;33241;11750
2021-02-09;90462;20403
2021-02-10;113711;44794
2021-02-11;112289;58987
2021-02-12;75971;43717
2021-02-13;35651;15154
2021-02-14;14716;4864
2021-02-15;36475;11736
2021-02-16;72198;33824
2021-02-17;155978;85120
2021-02-18;175557;94369
2021-02-19;103139;50162
2021-02-20;35955;7687
2021-02-21;16047;3605
2021-02-22;43380;4114
2021-02-23;71814;20433
2021-02-24;160895;76968
2021-02-25;174957;90561
2021-02-26;103582;45495
2021-02-27;44712;11771
2021-02-28;17830;5621
2021-03-01;46091;5409
2021-03-02;82224;21737
2021-03-03;156870;67947
2021-03-04;173958;85860
2021-03-05;108748;44689
2021-03-06;49685;12031
2021-03-07;17966;5380
2021-03-08;34574;3679
2021-03-09;63900;8470
2021-03-10;143083;42976
2021-03-11;162582;68257
2021-03-12;94944;39451
2021-03-13;29725;6720
2021-03-14;11865;3026
2021-03-15;25730;3562
2021-03-16;47815;10714
2021-03-17;133923;43857
2021-03-18;155318;66576
2021-03-19;89346;38879
2021-03-20;29709;10240
2021-03-21;10644;3069
2021-03-22;51818;3978
2021-03-23;117910;19868
2021-03-24;191962;50112
2021-03-25;216122;71657
2021-03-26;161972;40582
2021-03-27;91990;15007
2021-03-28;35575;6907
2021-03-29;80020;9918
2021-03-30;117484;16075
2021-03-31;190552;20701
2021-04-01;205006;19458
2021-04-02;152365;11310
2021-04-03;36009;2753
2021-04-04;3317;343
2021-04-05;3853;528
2021-04-06;125497;8170
2021-04-07;219912;7405
2021-04-08;257238;5697
2021-04-09;219287;4678
2021-04-10;152982;4142
2021-04-11;44165;792
2021-04-12;105886;7041
2021-04-13;186197;23322
2021-04-14;253684;53794
2021-04-15;266757;59294
2021-04-16;199836;28198
2021-04-17;140164;12027
2021-04-18;39687;4034
2021-04-19;109132;13132
2021-04-20;202060;34264
2021-04-21;281660;74510
2021-04-22;305143;79647
2021-04-23;258363;46841
2021-04-24;205164;24571
2021-04-25;55734;9233
2021-04-26;138715;30808
2021-04-27;252615;58667
2021-04-28;343049;99073
2021-04-29;385109;108633
2021-04-30;354713;74469
2021-05-01;120871;15594
2021-05-02;58475;9900
2021-05-03;46794;5540
2021-05-04;229180;62665
2021-05-05;389112;120989
2021-05-06;413980;139886
2021-05-07;366939;120815
2021-05-08;250249;62067
2021-05-09;78812;14106
