data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2157;0
2020-12-28;4348;0
2020-12-29;9997;0
2020-12-30;20262;0
2020-12-31;10580;0
2021-01-01;1347;2
2021-01-02;2257;0
2021-01-03;640;0
2021-01-04;40466;1
2021-01-05;55194;1
2021-01-06;18698;0
2021-01-07;30294;0
2021-01-08;11794;0
2021-01-09;2254;0
2021-01-10;990;2
2021-01-11;47510;3
2021-01-12;63245;0
2021-01-13;55016;1
2021-01-14;46453;2
2021-01-15;26193;1
2021-01-16;20948;17
2021-01-17;12058;435
2021-01-18;28291;2944
2021-01-19;49354;8122
2021-01-20;51166;14477
2021-01-21;52914;14796
2021-01-22;38167;5264
2021-01-23;16851;1362
2021-01-24;5349;557
2021-01-25;73193;29548
2021-01-26;132676;48391
2021-01-27;104597;26585
2021-01-28;89420;29506
2021-01-29;43699;16131
2021-01-30;16252;3124
2021-01-31;8678;1391
2021-02-01;57105;33372
2021-02-02;114603;57491
2021-02-03;121668;56078
2021-02-04;107208;51659
2021-02-05;52059;29675
2021-02-06;24656;15727
2021-02-07;16388;10185
2021-02-08;33075;11765
2021-02-09;89691;20245
2021-02-10;113297;45097
2021-02-11;111763;59043
2021-02-12;75794;43782
2021-02-13;35631;15276
2021-02-14;14714;4881
2021-02-15;36319;11789
2021-02-16;71764;33954
2021-02-17;154945;85839
2021-02-18;174586;94959
2021-02-19;103244;50420
2021-02-20;36029;7734
2021-02-21;16050;3623
2021-02-22;43431;4144
2021-02-23;71915;20586
2021-02-24;160881;77186
2021-02-25;174970;90826
2021-02-26;103689;45749
2021-02-27;44811;11937
2021-02-28;18062;5836
2021-03-01;46164;5428
2021-03-02;82491;21831
2021-03-03;156751;68126
2021-03-04;173981;86031
2021-03-05;108748;44764
2021-03-06;49850;12097
2021-03-07;17993;5394
2021-03-08;34586;3687
2021-03-09;63876;8442
2021-03-10;143325;43116
2021-03-11;162874;68463
2021-03-12;95114;39645
2021-03-13;29971;6746
2021-03-14;11869;3044
2021-03-15;25807;3560
2021-03-16;47877;10741
2021-03-17;133979;43953
2021-03-18;155368;66770
2021-03-19;89471;39018
2021-03-20;29777;10298
2021-03-21;10655;3082
2021-03-22;51957;3983
2021-03-23;118070;19990
2021-03-24;192141;50242
2021-03-25;216631;71910
2021-03-26;162388;40774
2021-03-27;92233;15050
2021-03-28;35747;6934
2021-03-29;80160;9885
2021-03-30;117702;16125
2021-03-31;191064;20782
2021-04-01;205451;19543
2021-04-02;153248;11319
2021-04-03;36413;2764
2021-04-04;3342;352
2021-04-05;3889;530
2021-04-06;126263;8157
2021-04-07;220826;7387
2021-04-08;258694;5858
2021-04-09;220862;4714
2021-04-10;154642;4194
2021-04-11;44782;788
2021-04-12;106535;7034
2021-04-13;187019;23401
2021-04-14;254990;53952
2021-04-15;268209;59376
2021-04-16;201460;28316
2021-04-17;140845;11974
2021-04-18;39812;4039
2021-04-19;109521;13090
2021-04-20;203258;34322
2021-04-21;283347;74632
2021-04-22;306657;79561
2021-04-23;260310;46882
2021-04-24;206165;24537
2021-04-25;56089;9291
2021-04-26;139804;30910
2021-04-27;254132;58809
2021-04-28;345563;99535
2021-04-29;388424;109073
2021-04-30;358192;75153
2021-05-01;121976;15593
2021-05-02;59464;10184
2021-05-03;47148;5547
2021-05-04;234714;63287
2021-05-05;399428;122801
2021-05-06;424507;141975
2021-05-07;379498;124843
2021-05-08;258746;63664
2021-05-09;82455;14859
2021-05-10;188744;52574
2021-05-11;321313;109840
2021-05-12;434655;181082
2021-05-13;442011;193857
2021-05-14;373880;152370
2021-05-15;278007;110629
2021-05-16;90342;29665
2021-05-17;149234;50249
2021-05-18;331433;125848
2021-05-19;446307;185987
2021-05-20;445667;201227
2021-05-21;357012;155329
2021-05-22;241278;111115
2021-05-23;68110;35624
2021-05-24;135644;76905
2021-05-25;306191;158314
2021-05-26;397479;212327
2021-05-27;387155;232250
2021-05-28;349883;202413
2021-05-29;278704;151947
2021-05-30;91910;44182
2021-05-31;167740;98595
2021-06-01;467001;270481
2021-06-02;652643;401490
2021-06-03;141165;64689
2021-06-04;431248;257130
2021-06-05;271977;120501
2021-06-06;99118;41010
2021-06-07;203302;127727
2021-06-08;401329;243082
2021-06-09;507770;303235
2021-06-10;485295;298080
2021-06-11;425780;266634
2021-06-12;318852;182324
2021-06-13;102752;58871
2021-06-14;214183;168525
2021-06-15;375405;264583
2021-06-16;434168;280849
2021-06-17;402956;272688
2021-06-18;326424;220827
2021-06-19;220689;135864
2021-06-20;66555;43802
2021-06-21;168925;137642
2021-06-22;341898;262445
2021-06-23;400842;291787
2021-06-24;381397;283242
2021-06-25;310034;233903
2021-06-26;203338;134400
2021-06-27;61037;42211
2021-06-28;146488;115153
2021-06-29;288757;217829
2021-06-30;357498;254867
2021-07-01;299855;220257
2021-07-02;243940;175437
2021-07-03;172707;119351
2021-07-04;50607;34023
2021-07-05;118879;86721
2021-07-06;251303;207643
2021-07-07;341661;283363
2021-07-08;264130;203158
2021-07-09;256360;197471
2021-07-10;209875;167610
2021-07-11;63067;48723
2021-07-12;115330;82466
2021-07-13;216728;172775
2021-07-14;286711;227134
2021-07-15;257600;195273
2021-07-16;209910;150627
2021-07-17;157781;114017
2021-07-18;41836;25859
2021-07-19;84013;50878
2021-07-20;164620;118440
2021-07-21;210353;156616
2021-07-22;179913;126404
2021-07-23;156589;102399
2021-07-24;97915;61515
2021-07-25;29701;14229
2021-07-26;72377;41830
2021-07-27;115109;71301
2021-07-28;141689;87938
2021-07-29;134405;82747
2021-07-30;120728;70031
2021-07-31;78689;40848
2021-08-01;32900;7903
2021-08-02;53136;25456
2021-08-03;83197;43301
2021-08-04;109498;61326
2021-08-05;110333;60907
2021-08-06;104409;54007
2021-08-07;61505;28016
2021-08-08;19958;5392
2021-08-09;47105;21370
2021-08-10;69489;33433
2021-08-11;81983;40146
2021-08-12;81060;40304
2021-08-13;79839;41126
2021-08-14;43990;17944
2021-08-15;27880;4171
2021-08-16;42499;21545
2021-08-17;59336;30170
2021-08-18;75403;38209
2021-08-19;72059;38733
2021-08-20;74419;39025
2021-08-21;42828;19389
2021-08-22;19469;4082
2021-08-23;37326;18484
2021-08-24;53474;27387
2021-08-25;67057;34085
2021-08-26;67996;35851
2021-08-27;72964;38082
2021-08-28;44883;18798
2021-08-29;22481;4231
2021-08-30;37917;18502
2021-08-31;51714;27152
2021-09-01;48956;26338
2021-09-02;54032;28902
2021-09-03;59140;29233
2021-09-04;32485;13451
2021-09-05;14337;2756
2021-09-06;26452;12342
2021-09-07;36888;17528
2021-09-08;44634;21970
2021-09-09;45549;22833
2021-09-10;50587;24234
2021-09-11;27225;10607
2021-09-12;11648;2206
2021-09-13;23358;10140
2021-09-14;32908;14706
2021-09-15;41137;19176
2021-09-16;43220;19830
2021-09-17;51401;22804
2021-09-18;26214;9586
2021-09-19;10044;2282
2021-09-20;23888;10451
2021-09-21;34802;15056
2021-09-22;40010;16421
2021-09-23;42708;16863
2021-09-24;64478;20572
2021-09-25;33552;8970
2021-09-26;12371;1856
2021-09-27;47454;9182
2021-09-28;62182;12542
2021-09-29;77978;15805
2021-09-30;82728;17671
2021-10-01;85054;17787
2021-10-02;32579;7200
2021-10-03;6903;1302
2021-10-04;43818;7364
2021-10-05;62374;10999
2021-10-06;76627;13346
2021-10-07;82080;16003
2021-10-08;86408;19409
2021-10-09;32929;7257
2021-10-10;5963;1264
2021-10-11;38184;7230
2021-10-12;57489;11392
2021-10-13;65864;13785
2021-10-14;67852;14025
2021-10-15;73741;17005
2021-10-16;28422;6237
2021-10-17;4343;925
2021-10-18;34916;7401
2021-10-19;50540;9261
2021-10-20;67955;11803
2021-10-21;71237;12386
2021-10-22;80310;15079
2021-10-23;32441;6063
2021-10-24;5502;947
2021-10-25;40299;6266
2021-10-26;57375;8450
2021-10-27;73136;10370
2021-10-28;76738;11751
2021-10-29;79587;14479
2021-10-30;27040;5026
2021-10-31;3922;537
2021-11-01;694;41
2021-11-02;53790;7998
2021-11-03;86016;9800
2021-11-04;92445;10524
2021-11-05;109974;13384
2021-11-06;51249;5797
2021-11-07;6271;694
2021-11-08;58016;5275
2021-11-09;87501;7742
2021-11-10;119551;10550
2021-11-11;7352;298
