wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
woj_puste;pow_puste;159;0;57;0;t00;83;0;0;0;19;0
dolnoœl¹skie;boles³awiecki;104461;68;37279;0;t0201;46597;13;137;0;20448;55
dolnoœl¹skie;dzier¿oniowski;101095;328;36205;43;t0202;41773;17;128;1;22989;267
dolnoœl¹skie;g³ogowski;101120;36;33865;0;t0203;41480;3;173;0;25602;33
dolnoœl¹skie;górowski;37037;133;13548;21;t0204;16305;11;62;0;7122;101
dolnoœl¹skie;jaworski;57924;20;20108;4;t0205;24949;2;39;0;12828;14
dolnoœl¹skie;jeleniogórski;70481;0;25882;0;t0206;31251;0;391;0;12957;0
dolnoœl¹skie;kamiennogórski;47252;27;16679;1;t0207;19285;4;102;0;11186;22
dolnoœl¹skie;k³odzki;183332;70;66391;0;t0208;77152;5;1162;53;38627;12
dolnoœl¹skie;legnicki;61974;61;21572;11;t0209;27231;11;265;0;12906;39
dolnoœl¹skie;lubañski;45522;0;14305;0;t0210;20048;0;108;0;11061;0
dolnoœl¹skie;lubiñski;173049;63;65700;22;t0211;73196;10;987;0;33166;31
dolnoœl¹skie;lwówecki;61359;105;22183;34;t0212;26243;8;311;0;12622;63
dolnoœl¹skie;milicki;48217;90;18232;22;t0213;20619;9;116;0;9250;59
dolnoœl¹skie;oleœnicki;158924;809;53681;143;t0214;66161;97;459;0;38623;569
dolnoœl¹skie;o³awski;56842;18;22571;0;t0215;25751;2;98;0;8422;16
dolnoœl¹skie;polkowicki;59739;68;20695;30;t0216;26773;9;48;0;12223;29
dolnoœl¹skie;strzeliñski;52643;0;19403;0;t0217;22384;0;520;0;10336;0
dolnoœl¹skie;œredzki;36630;27;12247;6;t0218;14240;1;480;0;9663;20
dolnoœl¹skie;œwidnicki;156801;341;53392;85;t0219;64127;70;1143;8;38139;178
dolnoœl¹skie;trzebnicki;86440;265;32256;67;t0220;35025;39;407;0;18752;159
dolnoœl¹skie;wa³brzyski;44346;91;16633;44;t0221;18345;15;256;0;9112;32
dolnoœl¹skie;wo³owski;61288;44;21501;12;t0222;27629;4;309;0;11849;28
dolnoœl¹skie;wroc³awski;152244;563;55441;116;t0223;62895;52;1179;3;32729;392
dolnoœl¹skie;z¹bkowicki;78841;49;28666;36;t0224;34105;13;321;0;15749;0
dolnoœl¹skie;zgorzelecki;90728;120;30643;15;t0225;38548;7;218;0;21319;98
dolnoœl¹skie;z³otoryjski;51465;0;17762;0;t0226;22001;0;211;0;11491;0
dolnoœl¹skie;Jelenia Góra;130885;65;48415;7;t0261;53411;1;456;0;28603;57
dolnoœl¹skie;Legnica;131096;6;47228;0;t0262;55359;1;453;0;28056;5
dolnoœl¹skie;Wroc³aw;1464098;1522;541076;461;t0264;626732;120;4609;31;291681;910
dolnoœl¹skie;Wa³brzych;270232;221;104912;21;t0265;121771;29;792;0;42757;171
kujawsko-pomorskie;aleksandrowski;157084;0;66262;0;t0401;72881;0;524;0;17417;0
kujawsko-pomorskie;brodnicki;102933;25;38708;6;t0402;44367;3;1363;0;18495;16
kujawsko-pomorskie;bydgoski;110201;218;41172;29;t0403;46079;35;389;0;22561;154
kujawsko-pomorskie;che³miñski;61183;89;22390;1;t0404;25317;1;44;0;13432;87
kujawsko-pomorskie;golubsko-dobrzyñski;46809;0;18314;0;t0405;21107;0;340;0;7048;0
kujawsko-pomorskie;grudzi¹dzki;36397;0;13511;0;t0406;16388;0;22;0;6476;0
kujawsko-pomorskie;inowroc³awski;146620;228;54756;18;t0407;61660;22;501;0;29703;188
kujawsko-pomorskie;lipnowski;74824;50;27928;11;t0408;32923;3;340;0;13633;36
kujawsko-pomorskie;mogileñski;52419;35;18392;5;t0409;21581;2;187;0;12259;28
kujawsko-pomorskie;nakielski;124098;850;43109;183;t0410;55458;107;499;20;25032;540
kujawsko-pomorskie;radziejowski;58223;0;22683;0;t0411;25679;0;645;0;9216;0
kujawsko-pomorskie;rypiñski;51815;67;19116;0;t0412;21940;11;98;8;10661;48
kujawsko-pomorskie;sêpoleñski;64615;0;24429;0;t0413;29584;0;124;0;10478;0
kujawsko-pomorskie;œwiecki;115458;197;41235;44;t0414;49476;23;398;0;24349;130
kujawsko-pomorskie;toruñski;94961;108;34782;46;t0415;44072;6;430;0;15677;56
kujawsko-pomorskie;tucholski;55238;424;20433;47;t0416;23952;29;201;3;10652;345
kujawsko-pomorskie;w¹brzeski;39229;0;14459;0;t0417;17552;0;213;0;7005;0
kujawsko-pomorskie;w³oc³awski;89808;81;34767;14;t0418;38431;4;275;0;16335;63
kujawsko-pomorskie;¿niñski;70554;342;27793;76;t0419;30782;34;538;0;11441;232
kujawsko-pomorskie;Bydgoszcz;641228;1353;225367;356;t0461;265294;120;1479;6;149088;871
kujawsko-pomorskie;Grudzi¹dz;172961;169;63746;21;t0462;75851;26;603;0;32761;122
kujawsko-pomorskie;Toruñ;313621;846;103931;231;t0463;125123;103;1125;2;83442;510
kujawsko-pomorskie;W³oc³awek;150245;187;49021;29;t0464;63460;17;1182;0;36582;141
lubelskie;bialski;88178;0;32184;0;t0601;38558;0;641;0;16795;0
lubelskie;bi³gorajski;79340;62;29474;7;t0602;33470;7;79;0;16317;48
lubelskie;che³mski;52024;13;19669;4;t0603;21888;1;337;0;10130;8
lubelskie;hrubieszowski;65436;0;23726;0;t0604;28234;0;1456;0;12020;0
lubelskie;janowski;42673;1;16609;0;t0605;19025;0;533;0;6506;1
lubelskie;krasnostawski;60485;0;21689;0;t0606;25532;0;556;0;12708;0
lubelskie;kraœnicki;96171;153;36432;31;t0607;41153;22;367;0;18219;100
lubelskie;lubartowski;80151;32;30497;13;t0608;34630;4;1319;0;13705;15
lubelskie;lubelski;122724;193;45006;49;t0609;53809;18;761;5;23148;121
lubelskie;³êczyñski;55492;0;21693;0;t0610;23800;0;582;0;9417;0
lubelskie;³ukowski;83041;77;31239;27;t0611;36396;14;234;0;15172;36
lubelskie;opolski;66141;5;24549;1;t0612;28842;1;251;0;12499;3
lubelskie;parczewski;39815;24;14795;3;t0613;17582;10;493;0;6945;11
lubelskie;pu³awski;139275;113;52545;8;t0614;58477;16;460;0;27793;89
lubelskie;radzyñski;44991;12;16903;1;t0615;19403;2;227;0;8458;9
lubelskie;rycki;74866;79;28785;31;t0616;31520;16;429;0;14132;32
lubelskie;œwidnicki;71291;52;25834;5;t0617;28650;6;148;0;16659;41
lubelskie;tomaszowski;79176;168;29297;24;t0618;34842;24;290;0;14747;120
lubelskie;w³odawski;47972;0;17996;0;t0619;20902;0;161;0;8913;0
lubelskie;zamojski;69550;3;26938;0;t0620;28641;0;295;0;13676;3
lubelskie;Bia³a Podlaska;101419;83;38517;21;t0661;44788;16;164;0;17950;46
lubelskie;Che³m;94880;133;33806;39;t0662;41409;14;173;0;19492;80
lubelskie;Lublin;634337;671;230680;178;t0663;278725;76;2754;3;122178;414
lubelskie;Zamoœæ;127428;117;48140;21;t0664;55317;21;234;1;23737;74
lubuskie;gorzowski;43395;8;15804;0;t0801;18142;2;276;0;9173;6
lubuskie;kroœnieñski;72282;85;26857;28;t0802;31720;7;56;0;13649;50
lubuskie;miêdzyrzecki;92353;142;34576;29;t0803;40437;12;763;0;16577;101
lubuskie;nowosolski;133264;392;46266;122;t0804;59409;26;446;0;27143;244
lubuskie;s³ubicki;58788;395;21488;46;t0805;25649;49;99;2;11552;298
lubuskie;strzelecko-drezdenecki;72403;50;25712;6;t0806;33391;6;167;0;13133;38
lubuskie;sulêciñski;46622;51;16146;4;t0807;21233;4;288;0;8955;43
lubuskie;œwiebodziñski;76957;467;28220;99;t0808;33859;62;91;3;14787;303
lubuskie;zielonogórski;120914;138;45456;15;t0809;54155;8;764;0;20539;115
lubuskie;¿agañski;103951;63;35597;9;t0810;44586;2;630;0;23138;52
lubuskie;¿arski;140835;107;52008;3;t0811;61249;5;217;0;27361;99
lubuskie;wschowski;40123;144;14871;47;t0812;17055;13;184;0;8013;84
lubuskie;Gorzów Wielkopolski;232963;277;81027;38;t0861;105577;26;611;0;45748;213
lubuskie;Zielona Góra;223539;322;81672;82;t0862;92538;38;501;27;48828;175
³ódzkie;be³chatowski;109075;161;38266;11;t1001;46581;15;405;0;23823;135
³ódzkie;kutnowski;128904;222;48700;33;t1002;52949;14;691;0;26564;175
³ódzkie;³aski;49037;0;18965;0;t1003;20973;0;116;0;8983;0
³ódzkie;³êczycki;72554;72;26897;3;t1004;32066;8;493;0;13098;61
³ódzkie;³owicki;120474;0;47395;0;t1005;52289;0;451;0;20339;0
³ódzkie;³ódzki wschodni;60949;192;19866;48;t1006;24346;42;338;1;16399;101
³ódzkie;opoczyñski;84208;74;30676;19;t1007;37744;8;439;0;15349;47
³ódzkie;pabianicki;163425;217;58328;21;t1008;65678;26;504;0;38915;170
³ódzkie;pajêczañski;40541;6;14785;0;t1009;17986;2;67;0;7703;4
³ódzkie;piotrkowski;70961;338;26518;88;t1010;30978;51;396;1;13069;198
³ódzkie;poddêbicki;51159;0;19581;0;t1011;21839;0;413;0;9326;0
³ódzkie;radomszczañski;126796;386;46747;87;t1012;53186;65;556;0;26307;234
³ódzkie;rawski;41496;30;15241;0;t1013;18129;0;372;28;7754;2
³ódzkie;sieradzki;142005;168;51749;42;t1014;62393;32;768;0;27095;94
³ódzkie;skierniewicki;31193;16;12376;6;t1015;14019;0;259;0;4539;10
³ódzkie;tomaszowski;147077;122;55786;26;t1016;64057;8;533;0;26701;88
³ódzkie;wieluñski;118000;86;45518;17;t1017;51446;13;763;0;20273;56
³ódzkie;wieruszowski;46670;32;16751;4;t1018;20546;2;151;0;9222;26
³ódzkie;zduñskowolski;72470;276;25996;65;t1019;30563;24;133;0;15778;187
³ódzkie;zgierski;192368;187;69170;13;t1020;79851;16;611;0;42736;158
³ódzkie;brzeziñski;46607;108;18375;7;t1021;20215;8;104;0;7913;93
³ódzkie;£ódŸ;1275899;1682;471594;431;t1061;539398;226;7799;6;257108;1019
³ódzkie;Piotrków Trybunalski;121151;122;43158;24;t1062;51050;10;609;0;26334;88
³ódzkie;Skierniewice;102910;132;38297;69;t1063;44340;12;889;0;19384;51
ma³opolskie;bocheñski;107613;298;39491;70;t1201;48887;26;204;1;19031;201
ma³opolskie;brzeski;93768;160;35416;44;t1202;41631;19;118;0;16603;97
ma³opolskie;chrzanowski;159350;167;56636;26;t1203;67535;16;415;0;34764;125
ma³opolskie;d¹browski;58408;0;22601;0;t1204;25876;0;169;0;9762;0
ma³opolskie;gorlicki;116249;101;44943;15;t1205;51392;7;210;0;19704;79
ma³opolskie;krakowski;233114;381;84977;55;t1206;97610;51;1936;1;48591;274
ma³opolskie;limanowski;122203;166;46422;33;t1207;56500;21;323;0;18958;112
ma³opolskie;miechowski;78107;108;31459;31;t1208;34423;14;99;0;12126;63
ma³opolskie;myœlenicki;141959;226;54845;95;t1209;63560;30;545;2;23009;99
ma³opolskie;nowos¹decki;171671;186;64127;23;t1210;80239;10;320;0;26985;153
ma³opolskie;nowotarski;175493;403;66582;115;t1211;80958;42;463;0;27490;246
ma³opolskie;olkuski;152296;394;56100;142;t1212;65465;66;356;0;30375;186
ma³opolskie;oœwiêcimski;174791;526;63225;102;t1213;71750;45;699;0;39117;379
ma³opolskie;proszowicki;59083;24;23273;0;t1214;25816;3;174;0;9820;21
ma³opolskie;suski;95667;48;36536;4;t1215;40910;4;327;0;17894;40
ma³opolskie;tarnowski;128743;178;49314;52;t1216;56940;17;565;3;21924;106
ma³opolskie;tatrzañski;49032;7;18812;3;t1217;21419;0;172;0;8629;4
ma³opolskie;wadowicki;173040;425;61027;85;t1218;75754;45;357;0;35902;295
ma³opolskie;wielicki;163969;486;57891;179;t1219;71169;61;450;1;34459;245
ma³opolskie;Kraków;1639357;2841;616784;906;t1261;693490;283;4750;42;324333;1610
ma³opolskie;Nowy S¹cz;93431;504;33854;91;t1262;39058;88;140;0;20379;325
ma³opolskie;Tarnów;168532;338;59562;72;t1263;72656;39;330;0;35984;227
mazowieckie;bia³obrzeski;48616;108;19223;34;t1401;21595;21;461;8;7337;45
mazowieckie;ciechanowski;111091;71;42182;16;t1402;47588;10;725;0;20596;45
mazowieckie;garwoliñski;117442;299;45592;69;t1403;50396;46;236;0;21218;184
mazowieckie;gostyniñski;39580;248;15264;46;t1404;16328;31;207;0;7781;171
mazowieckie;grodziski;134408;357;49334;94;t1405;57730;54;677;0;26667;209
mazowieckie;grójecki;145586;194;55303;39;t1406;64731;20;637;0;24915;135
mazowieckie;kozienicki;63630;115;23642;38;t1407;26608;17;193;0;13187;60
mazowieckie;legionowski;123524;960;38953;317;t1408;50276;73;588;2;33707;568
mazowieckie;lipski;35478;102;13909;9;t1409;15578;9;169;1;5822;83
mazowieckie;³osicki;26363;75;10169;5;t1410;11129;6;391;0;4674;64
