wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;10;0;4;0;t0;6;0;0;0;0;0
dolnoœl¹skie;3561132;14328;1446002;1006;t02;1692186;1615;16945;101;405999;11606
kujawsko-pomorskie;2407260;11510;972220;721;t04;1144651;1072;10984;106;279405;9611
lubelskie;2097561;10249;852828;1129;t06;1000190;1128;13707;63;230836;7929
lubuskie;1249261;6326;496265;566;t08;603981;807;5120;19;143895;4934
³ódzkie;2926749;13135;1199996;824;t10;1382015;1397;17895;88;326843;10826
ma³opolskie;3729650;14085;1541759;979;t12;1790101;1371;12256;36;385534;11699
mazowieckie;7053691;32579;2864833;2376;t14;3322331;3000;39708;152;826819;27051
opolskie;1042748;5744;428783;468;t16;497985;679;3777;48;112203;4549
podkarpackie;1900006;8026;780328;656;t18;919773;1198;7809;77;192096;6095
podlaskie;1286688;5920;526246;622;t20;615885;719;5202;50;139355;4529
pomorskie;2935784;13702;1197689;846;t22;1388668;1259;13560;57;335867;11540
œl¹skie;5284750;22941;2153408;1410;t24;2506089;2007;18793;84;606460;19440
œwiêtokrzyskie;1275003;5739;522443;461;t26;614014;637;6286;39;132260;4602
warmiñsko-mazurskie;1532340;7990;627827;694;t28;731674;913;9709;133;163130;6250
wielkopolskie;4247843;17624;1755805;1360;t30;2016523;2072;20331;85;455184;14107
zachodniopomorskie;2086197;9776;834065;685;t32;996064;1111;10545;58;245523;7922
ca³y kraj;44616673;199674;18200501;14803;t00;21222136;20985;212627;1196;4981409;162690
