data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2174;0
2020-12-28;4381;0
2020-12-29;10008;0
2020-12-30;20337;1
2020-12-31;10587;0
2021-01-01;1352;3
2021-01-02;2239;0
2021-01-03;648;0
2021-01-04;40598;1
2021-01-05;55290;2
2021-01-06;18746;0
2021-01-07;30372;0
2021-01-08;11820;1
2021-01-09;2263;0
2021-01-10;994;2
2021-01-11;47560;3
2021-01-12;63357;0
2021-01-13;55056;1
2021-01-14;46435;1
2021-01-15;26187;0
2021-01-16;20943;17
2021-01-17;12073;433
2021-01-18;28317;2931
2021-01-19;49485;8104
2021-01-20;51113;14437
2021-01-21;53020;14735
2021-01-22;38198;5248
2021-01-23;16817;1360
2021-01-24;5362;556
2021-01-25;73078;29455
2021-01-26;132642;48246
2021-01-27;104337;26514
2021-01-28;89364;29416
2021-01-29;43689;16104
2021-01-30;16273;3117
2021-01-31;8686;1387
2021-02-01;57060;33280
2021-02-02;114572;57270
2021-02-03;121750;55882
2021-02-04;107156;51444
2021-02-05;51929;29528
2021-02-06;24580;15645
2021-02-07;16337;10126
2021-02-08;33089;11733
2021-02-09;89880;20159
2021-02-10;113232;44795
2021-02-11;111595;58746
2021-02-12;75711;43640
2021-02-13;35593;15216
2021-02-14;14699;4862
2021-02-15;36258;11699
2021-02-16;71633;33722
2021-02-17;154275;85035
2021-02-18;174104;94277
2021-02-19;103199;50260
2021-02-20;36025;7699
2021-02-21;16045;3609
2021-02-22;43341;4117
2021-02-23;71858;20441
2021-02-24;160878;76974
2021-02-25;174933;90601
2021-02-26;103659;45639
2021-02-27;44735;11861
2021-02-28;18025;5818
2021-03-01;46181;5406
2021-03-02;82376;21703
2021-03-03;156844;67975
2021-03-04;173978;85857
2021-03-05;108751;44643
2021-03-06;49714;12072
2021-03-07;17971;5387
2021-03-08;34597;3680
2021-03-09;63920;8466
2021-03-10;143376;43004
2021-03-11;162827;68344
2021-03-12;95035;39494
2021-03-13;29987;6736
2021-03-14;11872;3039
2021-03-15;25800;3559
2021-03-16;47808;10723
2021-03-17;133995;43855
2021-03-18;155151;66495
2021-03-19;89342;38870
2021-03-20;29764;10273
2021-03-21;10656;3077
2021-03-22;51929;3972
2021-03-23;117939;19910
2021-03-24;192018;50076
2021-03-25;216353;71697
2021-03-26;162068;40637
2021-03-27;92096;15011
2021-03-28;35731;6927
2021-03-29;80131;9873
2021-03-30;117567;16076
2021-03-31;190864;20669
2021-04-01;205160;19453
2021-04-02;152837;11274
2021-04-03;36361;2755
2021-04-04;3330;351
2021-04-05;3869;526
2021-04-06;126058;8119
2021-04-07;220379;7346
2021-04-08;258462;5823
2021-04-09;220500;4702
2021-04-10;154458;4170
2021-04-11;44627;787
2021-04-12;106368;7017
2021-04-13;186741;23285
2021-04-14;254428;53829
2021-04-15;267925;59198
2021-04-16;201261;28295
2021-04-17;140764;11952
2021-04-18;39742;4027
2021-04-19;109448;13043
2021-04-20;202870;34278
2021-04-21;282925;74437
2021-04-22;306362;79385
2021-04-23;260111;46785
2021-04-24;206067;24498
2021-04-25;55958;9279
2021-04-26;139640;30831
2021-04-27;253866;58731
2021-04-28;345134;99352
2021-04-29;387926;108919
2021-04-30;357800;74970
2021-05-01;121943;15598
2021-05-02;59384;10171
2021-05-03;47144;5538
2021-05-04;234498;63223
2021-05-05;398803;122652
2021-05-06;424064;141832
2021-05-07;379050;124654
2021-05-08;258309;63584
2021-05-09;82412;14889
2021-05-10;188395;52523
2021-05-11;320988;109730
2021-05-12;434192;180922
2021-05-13;441366;193557
2021-05-14;373253;152212
2021-05-15;277583;110519
2021-05-16;90211;29617
2021-05-17;149052;50199
2021-05-18;331127;125773
2021-05-19;445681;185705
2021-05-20;444991;201010
2021-05-21;356532;155101
2021-05-22;241022;111002
2021-05-23;67976;35536
2021-05-24;135431;76837
2021-05-25;305833;158154
2021-05-26;396749;211957
2021-05-27;386666;232083
2021-05-28;349447;202327
2021-05-29;278323;151808
2021-05-30;91803;44144
2021-05-31;167567;98531
2021-06-01;465911;270450
2021-06-02;650954;401273
2021-06-03;140624;64649
2021-06-04;429872;257001
2021-06-05;271557;120601
2021-06-06;98963;41097
2021-06-07;202596;127570
2021-06-08;400016;243024
2021-06-09;505965;302942
2021-06-10;483106;297859
2021-06-11;424293;266565
2021-06-12;317959;182358
2021-06-13;102447;58860
2021-06-14;213348;168349
2021-06-15;374025;264593
2021-06-16;432575;280872
2021-06-17;401381;272578
2021-06-18;324635;220419
2021-06-19;219842;135781
2021-06-20;66379;43778
2021-06-21;168284;137453
2021-06-22;340392;262034
2021-06-23;399158;291457
2021-06-24;379692;282781
2021-06-25;308360;233320
2021-06-26;201973;134168
2021-06-27;60695;42175
2021-06-28;145734;114764
2021-06-29;287460;217521
2021-06-30;354284;253652
2021-07-01;295425;218499
2021-07-02;239563;173173
2021-07-03;170750;118592
2021-07-04;49057;32979
2021-07-05;113570;83528
