wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;19;0;7;0;t0;7;0;0;0;5;0
dolnoœl¹skie;4354617;840;1559478;69;t02;1800507;49;16700;4;977932;718
kujawsko-pomorskie;2941288;419;1053741;51;t04;1220367;28;12002;0;655178;340
lubelskie;2495883;304;916487;21;t06;1055263;30;13509;1;510624;252
lubuskie;1514449;185;539694;24;t08;645553;26;5400;0;323802;135
³ódzkie;3541785;511;1292389;51;t10;1466810;56;18818;3;763768;401
ma³opolskie;4546737;862;1663097;96;t12;1901042;70;14022;3;968576;693
mazowieckie;8638936;1575;3109524;117;t14;3560542;131;40949;19;1927921;1308
opolskie;1267273;155;464924;9;t16;530275;7;5046;4;267028;135
podkarpackie;2221638;248;834963;21;t18;970131;38;8464;2;408080;187
podlaskie;1518607;150;565202;9;t20;651387;9;6098;2;295920;130
pomorskie;3612178;518;1301030;34;t22;1493012;52;15057;10;803079;422
œl¹skie;6421454;1055;2311622;80;t24;2658872;71;20613;10;1430347;894
œwiêtokrzyskie;1539354;197;561620;6;t26;650424;11;6251;3;321059;177
warmiñsko-mazurskie;1889592;286;684415;22;t28;786368;25;10501;7;408308;232
wielkopolskie;5331575;754;1921426;67;t30;2234206;58;20598;22;1155345;607
zachodniopomorskie;2530149;432;899191;27;t32;1060083;38;10583;2;560292;365
ca³y kraj;54365534;8491;19678810;704;t00;22684849;699;224611;92;11777264;6996
