wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
woj_puste;pow_puste;41;0;18;0;t00;23;0;0;0;0;0
dolnoœl¹skie;boles³awiecki;83289;168;34888;2;t0201;43151;40;333;0;4917;126
dolnoœl¹skie;dzier¿oniowski;80126;271;34272;2;t0202;39248;48;342;3;6264;218
dolnoœl¹skie;g³ogowski;77597;644;31595;4;t0203;38389;75;148;0;7465;565
dolnoœl¹skie;górowski;29893;48;12655;2;t0204;15410;7;239;11;1589;28
dolnoœl¹skie;jaworski;45044;194;18530;1;t0205;22954;14;32;0;3528;179
dolnoœl¹skie;jeleniogórski;59272;203;24762;0;t0206;29588;20;431;0;4491;183
dolnoœl¹skie;kamiennogórski;37367;163;15903;9;t0207;18164;12;100;0;3200;142
dolnoœl¹skie;k³odzki;149613;508;63370;6;t0208;73089;30;719;19;12435;453
dolnoœl¹skie;legnicki;49215;147;20383;2;t0209;25703;19;294;0;2835;126
dolnoœl¹skie;lubañski;35127;135;13478;2;t0210;18724;24;90;0;2835;109
dolnoœl¹skie;lubiñski;143398;799;62169;15;t0211;68734;69;1159;0;11336;715
dolnoœl¹skie;lwówecki;48003;317;20486;6;t0212;24055;76;376;0;3086;235
dolnoœl¹skie;milicki;39109;107;17094;3;t0213;19242;16;136;0;2637;88
dolnoœl¹skie;oleœnicki;117892;426;48822;18;t0214;59383;82;614;47;9073;279
dolnoœl¹skie;o³awski;49783;4;21975;0;t0215;24847;0;94;0;2867;4
dolnoœl¹skie;polkowicki;46897;245;19198;5;t0216;24914;28;35;0;2750;212
dolnoœl¹skie;strzeliñski;42352;209;18310;1;t0217;20932;12;468;45;2642;151
dolnoœl¹skie;œredzki;26533;89;11141;2;t0218;12744;10;605;0;2043;77
dolnoœl¹skie;œwidnicki;120748;605;50052;5;t0219;59575;96;975;15;10146;489
dolnoœl¹skie;trzebnicki;68230;401;30292;7;t0220;32604;71;287;0;5047;323
dolnoœl¹skie;wa³brzyski;36451;73;15932;0;t0221;17367;12;350;0;2802;61
dolnoœl¹skie;wo³owski;48929;304;19897;5;t0222;25307;25;552;0;3173;274
dolnoœl¹skie;wroc³awski;117639;493;51427;17;t0223;57179;66;1469;2;7564;408
dolnoœl¹skie;z¹bkowicki;64896;297;27242;5;t0224;32006;36;445;2;5203;254
dolnoœl¹skie;zgorzelecki;69139;408;28653;19;t0225;35281;85;436;5;4769;299
dolnoœl¹skie;z³otoryjski;40606;190;16550;7;t0226;20420;25;244;0;3392;158
dolnoœl¹skie;Jelenia Góra;106243;699;45534;13;t0261;50055;72;623;2;10031;612
dolnoœl¹skie;Legnica;105283;543;44741;10;t0262;51555;77;524;1;8463;455
dolnoœl¹skie;Wroc³aw;1201553;4374;514430;86;t0264;590057;410;5530;37;91536;3841
dolnoœl¹skie;Wa³brzych;235018;576;101756;10;t0265;117542;60;836;0;14884;506
kujawsko-pomorskie;aleksandrowski;142621;316;64565;5;t0401;71040;48;931;11;6085;252
kujawsko-pomorskie;brodnicki;83472;463;36111;8;t0402;41224;44;578;1;5559;410
kujawsko-pomorskie;bydgoski;87370;293;38450;25;t0403;42784;24;408;0;5728;244
kujawsko-pomorskie;che³miñski;48767;232;20803;3;t0404;23666;26;40;0;4258;203
kujawsko-pomorskie;golubsko-dobrzyñski;39729;179;17640;5;t0405;20221;22;522;0;1346;152
kujawsko-pomorskie;grudzi¹dzki;29611;93;12726;1;t0406;15402;24;13;0;1470;68
kujawsko-pomorskie;inowroc³awski;119061;423;51976;5;t0407;57813;26;775;0;8497;392
kujawsko-pomorskie;lipnowski;60588;171;26193;5;t0408;30805;32;207;0;3383;134
kujawsko-pomorskie;mogileñski;39422;163;16680;3;t0409;19592;62;349;0;2801;98
kujawsko-pomorskie;nakielski;97139;284;40117;6;t0410;51044;41;509;0;5469;237
kujawsko-pomorskie;radziejowski;48978;113;21796;1;t0411;24601;7;479;30;2102;75
kujawsko-pomorskie;rypiñski;41612;193;17942;4;t0412;20371;34;134;0;3165;155
kujawsko-pomorskie;sêpoleñski;54748;249;23291;3;t0413;27906;33;55;0;3496;213
kujawsko-pomorskie;œwiecki;89946;405;38346;9;t0414;45647;64;442;7;5511;325
kujawsko-pomorskie;toruñski;79701;254;33196;1;t0415;42140;36;487;0;3878;217
kujawsko-pomorskie;tucholski;43645;102;19027;0;t0416;22385;11;300;0;1933;91
kujawsko-pomorskie;w¹brzeski;31990;109;13642;2;t0417;16411;13;304;0;1633;94
kujawsko-pomorskie;w³oc³awski;73306;346;32760;26;t0418;36096;42;891;34;3559;244
kujawsko-pomorskie;¿niñski;58384;165;26302;4;t0419;28945;25;292;0;2845;136
kujawsko-pomorskie;Bydgoszcz;508604;2640;212306;30;t0461;247609;236;2163;7;46526;2367
kujawsko-pomorskie;Grudzi¹dz;141551;595;60202;10;t0462;71136;84;583;1;9630;500
kujawsko-pomorskie;Toruñ;236871;1457;95432;36;t0463;113421;119;1091;2;26927;1300
kujawsko-pomorskie;W³oc³awek;114605;830;45397;4;t0464;57744;117;1539;1;9925;708
lubelskie;bialski;72183;403;30087;6;t0601;36467;52;585;3;5044;342
lubelskie;bi³gorajski;64882;383;27600;15;t0602;31518;49;358;0;5406;319
lubelskie;che³mski;42284;243;18270;20;t0603;20786;26;272;25;2956;172
lubelskie;hrubieszowski;53020;241;22160;9;t0604;26606;39;816;14;3438;179
lubelskie;janowski;36406;135;15754;11;t0605;18125;22;515;0;2012;102
lubelskie;krasnostawski;48675;244;20428;15;t0606;24279;31;362;22;3606;176
lubelskie;kraœnicki;79010;319;34115;28;t0607;39018;52;425;0;5452;239
lubelskie;lubartowski;66128;236;28326;10;t0608;32753;57;1211;25;3838;144
lubelskie;lubelski;100068;515;41774;41;t0609;50583;54;967;15;6744;405
lubelskie;³êczyñski;46131;211;20446;6;t0610;22557;15;675;15;2453;175
lubelskie;³ukowski;67165;398;28867;12;t0611;33891;134;216;1;4191;251
lubelskie;opolski;53596;444;22790;24;t0612;27027;56;296;0;3483;364
lubelskie;parczewski;33612;45;13969;0;t0613;16710;4;602;0;2331;41
lubelskie;pu³awski;114377;421;49917;37;t0614;55520;64;620;1;8320;319
lubelskie;radzyñski;36655;158;15791;1;t0615;18191;23;203;0;2470;134
lubelskie;rycki;61180;187;27228;6;t0616;29916;17;569;19;3467;145
lubelskie;œwidnicki;56911;385;24116;17;t0617;26800;29;365;1;5630;338
lubelskie;tomaszowski;64501;242;27642;3;t0618;32719;39;348;0;3792;200
