data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2186;0
2020-12-28;4297;0
2020-12-29;10092;1
2020-12-30;20428;0
2020-12-31;10510;1
2021-01-01;1350;0
2021-01-02;2289;0
2021-01-03;657;1
2021-01-04;40647;3
2021-01-05;55477;1
2021-01-06;18804;1
2021-01-07;30412;2
2021-01-08;11850;0
2021-01-09;2264;1
2021-01-10;1000;0
2021-01-11;47717;228
2021-01-12;63312;3
2021-01-13;55063;1
2021-01-14;46437;2
2021-01-15;26010;1
2021-01-16;20897;16
2021-01-17;12004;426
2021-01-18;28023;2920
2021-01-19;48810;8084
2021-01-20;50222;14287
2021-01-21;52893;14887
2021-01-22;37876;5212
2021-01-23;16648;1366
2021-01-24;5215;558
2021-01-25;71580;29365
2021-01-26;129923;47791
2021-01-27;101624;26141
2021-01-28;86567;28955
2021-01-29;41600;15819
2021-01-30;14942;3104
2021-01-31;7276;1360
