wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;210;1;80;1;t0;107;0;0;0;23;0
dolnoœl¹skie;4176990;793;1518686;197;t02;1781473;74;15940;0;860891;522
kujawsko-pomorskie;2831004;311;1026366;40;t04;1209029;43;11520;0;584089;228
lubelskie;2417096;193;897079;70;t06;1045639;34;12944;0;461434;89
lubuskie;1458670;199;525748;33;t08;639028;17;5093;0;288801;149
³ódzkie;3416824;841;1260995;258;t10;1452752;122;17860;0;685217;461
ma³opolskie;4356752;869;1624096;210;t12;1883118;84;13133;11;836405;564
mazowieckie;8293744;1796;3030223;571;t14;3518221;198;38524;2;1706776;1025
opolskie;1221009;81;453049;39;t16;524809;5;4676;0;238475;37
podkarpackie;2156906;185;819301;67;t18;961877;25;7873;1;367855;92
podlaskie;1472503;54;553494;7;t20;644951;8;5648;0;268410;39
pomorskie;3459303;1056;1265230;283;t22;1475646;134;14191;3;704236;636
œl¹skie;6171338;1455;2257232;440;t24;2633127;211;19347;0;1261632;804
œwiêtokrzyskie;1486416;356;548600;151;t26;644265;73;6070;0;287481;132
warmiñsko-mazurskie;1809561;329;664428;33;t28;776581;27;9892;1;358660;268
wielkopolskie;5046607;1636;1867815;494;t30;2148286;201;19377;2;1011129;939
zachodniopomorskie;2435016;382;877117;110;t32;1049304;63;10292;1;498303;208
ca³y kraj;52209949;10537;19189539;3004;t00;22388213;1319;212380;21;10419817;6193
