wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;26156;1161;3059;80;t00
dolnoœl¹skie;boles³awiecki;26271;740;7374;37;t0201
dolnoœl¹skie;dzier¿oniowski;25337;680;6909;230;t0202
dolnoœl¹skie;g³ogowski;22745;734;5598;280;t0203
dolnoœl¹skie;górowski;8515;176;2232;29;t0204
dolnoœl¹skie;jaworski;15413;534;3929;159;t0205
dolnoœl¹skie;jeleniogórski;21799;524;6185;274;t0206
dolnoœl¹skie;kamiennogórski;10921;385;2758;131;t0207
dolnoœl¹skie;k³odzki;54622;1173;17201;482;t0208
dolnoœl¹skie;legnicki;12622;625;2646;35;t0209
dolnoœl¹skie;lubañski;10176;136;3178;80;t0210
dolnoœl¹skie;lubiñski;51665;1094;12730;377;t0211
dolnoœl¹skie;lwówecki;13926;383;3670;281;t0212
dolnoœl¹skie;milicki;12996;323;3437;83;t0213
dolnoœl¹skie;oleœnicki;22541;724;5544;317;t0214
dolnoœl¹skie;o³awski;22934;532;7203;268;t0215
dolnoœl¹skie;polkowicki;8227;110;1708;30;t0216
dolnoœl¹skie;strzeliñski;14433;377;3924;121;t0217
dolnoœl¹skie;œredzki;9665;142;2918;17;t0218
dolnoœl¹skie;œwidnicki;33917;458;10077;188;t0219
dolnoœl¹skie;trzebnicki;25348;598;7565;238;t0220
dolnoœl¹skie;wa³brzyski;14814;431;3985;132;t0221
dolnoœl¹skie;wo³owski;15190;322;4408;80;t0222
dolnoœl¹skie;wroc³awski;36502;770;8397;199;t0223
dolnoœl¹skie;z¹bkowicki;22190;443;6717;252;t0224
dolnoœl¹skie;zgorzelecki;23242;687;6978;281;t0225
dolnoœl¹skie;z³otoryjski;13085;349;3159;132;t0226
dolnoœl¹skie;Jelenia Góra;33004;881;8393;442;t0261
dolnoœl¹skie;Legnica;32107;986;7202;231;t0262
dolnoœl¹skie;Wroc³aw;388929;9317;90515;1813;t0264
dolnoœl¹skie;Wa³brzych;106860;1669;30051;679;t0265
kujawsko-pomorskie;aleksandrowski;67843;1291;19985;418;t0401
kujawsko-pomorskie;brodnicki;24286;1034;6181;377;t0402
kujawsko-pomorskie;bydgoski;25062;705;5296;31;t0403
kujawsko-pomorskie;che³miñski;14034;310;3398;47;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;9970;391;2857;104;t0405
kujawsko-pomorskie;grudzi¹dzki;6855;83;1692;1;t0406
kujawsko-pomorskie;inowroc³awski;42357;1214;10117;368;t0407
kujawsko-pomorskie;lipnowski;18001;649;4585;80;t0408
kujawsko-pomorskie;mogileñski;9448;290;2352;82;t0409
kujawsko-pomorskie;nakielski;14633;258;3109;110;t0410
kujawsko-pomorskie;radziejowski;14282;756;3682;302;t0411
kujawsko-pomorskie;rypiñski;12013;279;3466;150;t0412
kujawsko-pomorskie;sêpoleñski;17131;593;4761;234;t0413
kujawsko-pomorskie;œwiecki;25884;981;6693;327;t0414
kujawsko-pomorskie;toruñski;21663;572;4554;230;t0415
kujawsko-pomorskie;tucholski;11832;389;2860;59;t0416
kujawsko-pomorskie;w¹brzeski;8967;107;2497;33;t0417
kujawsko-pomorskie;w³oc³awski;20535;798;4954;164;t0418
kujawsko-pomorskie;¿niñski;16866;541;4337;183;t0419
kujawsko-pomorskie;Bydgoszcz;162303;4936;38559;1487;t0461
kujawsko-pomorskie;Grudzi¹dz;47096;910;8245;404;t0462
kujawsko-pomorskie;Toruñ;61715;1365;15344;170;t0463
kujawsko-pomorskie;W³oc³awek;28189;823;6748;213;t0464
lubelskie;bialski;25860;636;7270;247;t0601
lubelskie;bi³gorajski;22682;629;6850;282;t0602
lubelskie;che³mski;15018;266;4302;51;t0603
lubelskie;hrubieszowski;17384;447;5293;102;t0604
lubelskie;janowski;13199;185;4332;141;t0605
lubelskie;krasnostawski;16101;402;4718;80;t0606
lubelskie;kraœnicki;27122;1040;6862;223;t0607
lubelskie;lubartowski;22025;313;6391;81;t0608
lubelskie;lubelski;34431;1071;9728;361;t0609
lubelskie;³êczyñski;17798;731;5233;359;t0610
lubelskie;³ukowski;22831;326;6128;144;t0611
lubelskie;opolski;17529;366;4670;195;t0612
lubelskie;parczewski;12559;364;3544;137;t0613
lubelskie;pu³awski;42421;1083;11672;507;t0614
lubelskie;radzyñski;13355;433;4465;165;t0615
lubelskie;rycki;22100;221;5699;66;t0616
lubelskie;œwidnicki;16920;313;4865;135;t0617
lubelskie;tomaszowski;22613;748;6145;190;t0618
lubelskie;w³odawski;15714;417;4350;251;t0619
lubelskie;zamojski;21016;264;6452;137;t0620
lubelskie;Bia³a Podlaska;30392;944;6714;391;t0661
lubelskie;Che³m;24004;742;5528;329;t0662
lubelskie;Lublin;203451;3833;58355;1540;t0663
lubelskie;Zamoœæ;38066;1427;9930;647;t0664
lubuskie;gorzowski;13161;260;3842;128;t0801
lubuskie;kroœnieñski;19741;583;4490;161;t0802
lubuskie;miêdzyrzecki;27920;916;6893;491;t0803
lubuskie;nowosolski;31883;641;6896;133;t0804
lubuskie;s³ubicki;13412;303;3362;108;t0805
lubuskie;strzelecko-drezdenecki;18001;626;4970;287;t0806
lubuskie;sulêciñski;9745;325;2762;132;t0807
lubuskie;œwiebodziñski;17690;624;5668;132;t0808
lubuskie;zielonogórski;36355;1510;8969;1180;t0809
lubuskie;¿agañski;19715;527;4757;114;t0810
lubuskie;¿arski;42991;1537;9500;492;t0811
lubuskie;wschowski;7451;143;2217;30;t0812
lubuskie;Gorzów Wielkopolski;49030;1109;12133;558;t0861
lubuskie;Zielona Góra;51506;730;17150;441;t0862
³ódzkie;be³chatowski;24497;539;6902;265;t1001
³ódzkie;kutnowski;31491;825;7126;291;t1002
³ódzkie;³aski;10727;401;2908;163;t1003
³ódzkie;³êczycki;18166;429;5067;158;t1004
³ódzkie;³owicki;36058;710;10152;154;t1005
³ódzkie;³ódzki wschodni;12491;229;3177;59;t1006
³ódzkie;opoczyñski;19504;578;4754;113;t1007
³ódzkie;pabianicki;36933;1074;8872;314;t1008
³ódzkie;pajêczañski;10432;173;2886;47;t1009
³ódzkie;piotrkowski;15779;424;4288;177;t1010
³ódzkie;poddêbicki;12133;589;3000;212;t1011
³ódzkie;radomszczañski;32665;849;8135;292;t1012
³ódzkie;rawski;10906;316;3228;95;t1013
