data;liczba_szczepien_dziennie;dawka_2_dziennie
27.12.2020;2181;0
28.12.2020;4396;0
29.12.2020;10089;0
30.12.2020;20393;1
31.12.2020;10617;0
01.01.2021;1346;1
02.01.2021;2258;0
03.01.2021;653;0
04.01.2021;40663;1
05.01.2021;55425;2
06.01.2021;18792;0
07.01.2021;30423;0
08.01.2021;11848;0
09.01.2021;2255;0
10.01.2021;997;0
11.01.2021;47560;3
12.01.2021;63528;0
13.01.2021;55135;0
14.01.2021;46642;2
15.01.2021;26291;0
16.01.2021;21038;17
17.01.2021;12092;428
18.01.2021;28471;2936
19.01.2021;49464;8163
20.01.2021;51090;14378
21.01.2021;53214;14845
22.01.2021;38136;5255
23.01.2021;16661;1356
24.01.2021;5327;557
25.01.2021;73452;29526
26.01.2021;132626;48291
27.01.2021;104046;26603
28.01.2021;89262;29480
29.01.2021;43773;16149
30.01.2021;16259;3114
31.01.2021;8690;1387
01.02.2021;57156;33196
02.02.2021;115185;57633
03.02.2021;121977;55869
04.02.2021;107370;51551
05.02.2021;52030;29553
06.02.2021;24669;15709
07.02.2021;16470;10151
08.02.2021;33151;11764
09.02.2021;90071;20413
10.02.2021;113389;44697
11.02.2021;112126;58871
12.02.2021;75942;43473
13.02.2021;35568;15112
14.02.2021;14675;4858
15.02.2021;36344;11734
16.02.2021;71950;33572
17.02.2021;155401;84507
18.02.2021;174707;93562
19.02.2021;102600;49959
20.02.2021;35532;7678
21.02.2021;15920;3613
22.02.2021;43196;4099
23.02.2021;71433;20344
24.02.2021;160043;76732
25.02.2021;174266;90416
26.02.2021;103077;45291
27.02.2021;44587;11761
28.02.2021;17775;5629
01.03.2021;45955;5625
02.03.2021;81749;21582
03.03.2021;155863;67585
04.03.2021;172946;85626
05.03.2021;107939;44474
06.03.2021;49042;11964
07.03.2021;17834;5350
08.03.2021;34165;3648
09.03.2021;63379;8365
10.03.2021;141747;42658
11.03.2021;161354;67989
12.03.2021;93642;39075
13.03.2021;28795;6663
14.03.2021;11754;3020
15.03.2021;24803;3572
16.03.2021;46833;10602
17.03.2021;129399;42484
