wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;4;0;0;0;t00
dolnoœl¹skie;boles³awiecki;72949;36;33049;21;t0201
dolnoœl¹skie;dzier¿oniowski;68497;15;32197;3;t0202
dolnoœl¹skie;g³ogowski;64476;11;29420;6;t0203
dolnoœl¹skie;górowski;26722;0;12121;0;t0204
dolnoœl¹skie;jaworski;39132;34;17746;12;t0205
dolnoœl¹skie;jeleniogórski;51059;37;23759;19;t0206
dolnoœl¹skie;kamiennogórski;31576;28;14866;19;t0207
dolnoœl¹skie;k³odzki;128293;92;60260;57;t0208
dolnoœl¹skie;legnicki;44156;6;19738;0;t0209
dolnoœl¹skie;lubañski;30014;39;12739;17;t0210
dolnoœl¹skie;lubiñski;124649;38;59722;19;t0211
dolnoœl¹skie;lwówecki;41702;0;19368;0;t0212
dolnoœl¹skie;milicki;34355;6;16235;0;t0213
dolnoœl¹skie;oleœnicki;98176;51;44909;11;t0214
dolnoœl¹skie;o³awski;45597;0;21548;0;t0215
dolnoœl¹skie;polkowicki;41644;0;18254;0;t0216
dolnoœl¹skie;strzeliñski;37163;0;17360;0;t0217
dolnoœl¹skie;œredzki;21917;14;10426;3;t0218
dolnoœl¹skie;œwidnicki;101875;33;46926;17;t0219
dolnoœl¹skie;trzebnicki;59453;1;28623;0;t0220
dolnoœl¹skie;wa³brzyski;31353;0;14948;0;t0221
dolnoœl¹skie;wo³owski;42432;20;18980;10;t0222
dolnoœl¹skie;wroc³awski;103242;63;49259;22;t0223
dolnoœl¹skie;z¹bkowicki;55384;48;26035;20;t0224
dolnoœl¹skie;zgorzelecki;59612;34;27077;23;t0225
dolnoœl¹skie;z³otoryjski;34847;11;15640;6;t0226
dolnoœl¹skie;Jelenia Góra;90087;76;43426;16;t0261
dolnoœl¹skie;Legnica;89921;48;42443;22;t0262
dolnoœl¹skie;Wroc³aw;1050934;636;494629;370;t0264
dolnoœl¹skie;Wa³brzych;211020;121;98611;48;t0265
kujawsko-pomorskie;aleksandrowski;132598;22;63155;6;t0401
kujawsko-pomorskie;brodnicki;72051;95;33820;53;t0402
kujawsko-pomorskie;bydgoski;77001;26;36493;20;t0403
kujawsko-pomorskie;che³miñski;41819;0;19675;0;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;35795;18;16676;0;t0405
kujawsko-pomorskie;grudzi¹dzki;26345;8;11884;1;t0406
kujawsko-pomorskie;inowroc³awski;104503;5;49689;0;t0407
kujawsko-pomorskie;lipnowski;53273;0;24508;0;t0408
kujawsko-pomorskie;mogileñski;32421;25;15171;3;t0409
kujawsko-pomorskie;nakielski;84701;24;38171;11;t0410
kujawsko-pomorskie;radziejowski;44543;32;20840;3;t0411
kujawsko-pomorskie;rypiñski;35717;23;16812;18;t0412
kujawsko-pomorskie;sêpoleñski;48729;23;22546;11;t0413
kujawsko-pomorskie;œwiecki;78380;23;36063;4;t0414
