wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;11;0;3;0;t0;3;0;0;0;5;0
dolnoœl¹skie;4329339;1518;1556836;259;t02;1798636;130;16912;5;956955;1124
kujawsko-pomorskie;2928275;711;1052282;126;t04;1219422;60;12026;6;644545;519
lubelskie;2487290;645;915374;116;t06;1054312;86;13472;3;504132;440
lubuskie;1507738;432;538848;89;t08;644928;54;5381;0;318581;289
³ódzkie;3525980;874;1290682;178;t10;1465477;81;18745;11;751076;604
ma³opolskie;4518063;1900;1660248;260;t12;1898838;149;14099;2;944878;1489
mazowieckie;8584309;2645;3103579;483;t14;3554693;259;40601;26;1885436;1877
opolskie;1261921;413;464248;77;t16;529702;42;5024;0;262947;294
podkarpackie;2213632;500;833896;108;t18;969104;43;8404;14;402228;335
podlaskie;1513300;272;564505;51;t20;650660;29;6090;5;292045;187
pomorskie;3591058;1227;1298799;158;t22;1491264;105;14867;22;786128;942
œl¹skie;6383611;2505;2307894;424;t24;2656119;224;20634;25;1398964;1832
œwiêtokrzyskie;1533802;333;561018;74;t26;649848;25;6246;0;316690;234
warmiñsko-mazurskie;1882435;482;683546;90;t28;785825;55;10505;3;402559;334
wielkopolskie;5259192;1826;1918399;306;t30;2186441;181;20311;37;1134041;1302
zachodniopomorskie;2517376;696;897862;118;t32;1059030;57;10602;4;549882;517
ca³y kraj;54037332;16979;19648019;2917;t00;22614302;1580;223919;163;11551092;12319
