wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
woj_puste;pow_puste;38;7;0;0;t00;10;0;0;0;28;7
dolnoœl¹skie;boles³awiecki;82619;165;34844;17;t0201;42996;42;462;1;4317;105
dolnoœl¹skie;dzier¿oniowski;79223;241;34214;2;t0202;39077;39;431;0;5501;200
dolnoœl¹skie;g³ogowski;75956;250;31506;10;t0203;38202;37;169;1;6079;202
dolnoœl¹skie;górowski;29724;6;12642;2;t0204;15391;0;207;4;1484;0
dolnoœl¹skie;jaworski;44311;38;18505;4;t0205;22867;4;32;0;2907;30
dolnoœl¹skie;jeleniogórski;58248;273;24723;18;t0206;29473;49;634;1;3418;205
dolnoœl¹skie;kamiennogórski;36911;216;15882;19;t0207;18107;22;100;0;2822;175
dolnoœl¹skie;k³odzki;147712;278;63266;19;t0208;72818;43;767;2;10861;214
dolnoœl¹skie;legnicki;48794;12;20376;1;t0209;25630;2;345;0;2443;9
dolnoœl¹skie;lubañski;34682;106;13454;11;t0210;18639;25;85;0;2504;70
dolnoœl¹skie;lubiñski;140955;352;62057;23;t0211;68469;43;1266;167;9163;119
dolnoœl¹skie;lwówecki;47391;144;20461;0;t0212;23933;22;415;1;2582;121
dolnoœl¹skie;milicki;38712;48;17075;0;t0213;19157;6;137;0;2343;42
dolnoœl¹skie;oleœnicki;116549;439;48693;33;t0214;59152;65;535;0;8169;341
dolnoœl¹skie;o³awski;49686;115;21948;4;t0215;24844;6;95;0;2799;105
dolnoœl¹skie;polkowicki;46295;36;19155;2;t0216;24796;7;35;1;2309;26
dolnoœl¹skie;strzeliñski;41840;127;18285;6;t0217;20875;13;395;0;2285;108
dolnoœl¹skie;œredzki;26148;58;11123;0;t0218;12686;8;572;19;1767;31
dolnoœl¹skie;œwidnicki;118991;230;49978;6;t0219;59308;32;988;1;8717;191
dolnoœl¹skie;trzebnicki;67477;124;30266;2;t0220;32507;24;288;1;4416;97
dolnoœl¹skie;wa³brzyski;36158;15;15925;0;t0221;17342;1;382;0;2509;14
dolnoœl¹skie;wo³owski;47836;16;19835;1;t0222;25119;13;592;0;2290;2
dolnoœl¹skie;wroc³awski;116284;274;51385;11;t0223;57031;21;1653;0;6215;242
dolnoœl¹skie;z¹bkowicki;63800;272;27215;8;t0224;31853;40;487;0;4245;224
dolnoœl¹skie;zgorzelecki;68134;60;28588;2;t0225;35056;4;462;0;4028;54
dolnoœl¹skie;z³otoryjski;39811;211;16514;12;t0226;20317;34;246;1;2734;164
dolnoœl¹skie;Jelenia Góra;104345;458;45471;15;t0261;49817;62;630;6;8427;375
dolnoœl¹skie;Legnica;103812;307;44647;19;t0262;51333;53;568;2;7264;233
dolnoœl¹skie;Wroc³aw;1186555;2410;513693;172;t0264;588629;202;6011;10;78222;2026
dolnoœl¹skie;Wa³brzych;233330;602;101690;36;t0265;117352;80;881;0;13407;486
kujawsko-pomorskie;aleksandrowski;141571;76;64529;13;t0401;70908;14;924;0;5210;49
kujawsko-pomorskie;brodnicki;82215;318;36039;14;t0402;41045;58;590;0;4541;246
kujawsko-pomorskie;bydgoski;86090;67;38366;1;t0403;42628;4;437;0;4659;62
kujawsko-pomorskie;che³miñski;48055;201;20761;13;t0404;23587;23;40;0;3667;165
kujawsko-pomorskie;golubsko-dobrzyñski;39422;58;17628;3;t0405;20192;19;528;0;1074;36
kujawsko-pomorskie;grudzi¹dzki;29231;68;12716;5;t0406;15330;16;11;0;1174;47
kujawsko-pomorskie;inowroc³awski;117608;227;51918;26;t0407;57725;26;983;0;6982;175
kujawsko-pomorskie;lipnowski;60085;13;26162;0;t0408;30716;1;211;0;2996;12
kujawsko-pomorskie;mogileñski;38700;107;16611;10;t0409;19449;29;357;0;2283;68
kujawsko-pomorskie;nakielski;96256;129;40067;8;t0410;50904;22;516;10;4769;89
kujawsko-pomorskie;radziejowski;48524;7;21746;0;t0411;24547;1;417;0;1814;6
kujawsko-pomorskie;rypiñski;40986;158;17924;19;t0412;20278;24;198;0;2586;115
kujawsko-pomorskie;sêpoleñski;54018;28;23271;0;t0413;27794;15;54;0;2899;13
kujawsko-pomorskie;œwiecki;89026;221;38264;24;t0414;45506;47;428;1;4828;149
kujawsko-pomorskie;toruñski;78829;263;33157;23;t0415;42055;21;494;1;3123;218
kujawsko-pomorskie;tucholski;43279;54;19009;1;t0416;22336;13;253;1;1681;39
kujawsko-pomorskie;w¹brzeski;31792;19;13630;0;t0417;16390;0;329;9;1443;10
kujawsko-pomorskie;w³oc³awski;72361;124;32686;4;t0418;35986;15;946;0;2743;105
kujawsko-pomorskie;¿niñski;57906;244;26280;2;t0419;28868;41;305;0;2453;201
kujawsko-pomorskie;Bydgoszcz;500876;1875;212075;41;t0461;246918;147;2607;10;39276;1677
kujawsko-pomorskie;Grudzi¹dz;139422;561;60101;35;t0462;70891;89;585;8;7845;429
kujawsko-pomorskie;Toruñ;232569;1065;95310;46;t0463;112990;80;1158;4;23111;935
