data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2199;0
2020-12-28;4319;0
2020-12-29;10113;1
2020-12-30;20479;0
2020-12-31;10631;1
2021-01-01;1351;0
2021-01-02;2288;0
2021-01-03;657;1
2021-01-04;40838;13
2021-01-05;55616;6
2021-01-06;18826;1
2021-01-07;30469;0
2021-01-08;11856;0
2021-01-09;2264;1
2021-01-10;999;0
2021-01-11;47918;230
2021-01-12;63629;4
2021-01-13;55273;1
2021-01-14;46647;2
2021-01-15;26180;1
2021-01-16;21070;19
2021-01-17;12086;431
2021-01-18;28277;2925
2021-01-19;49215;8151
2021-01-20;50635;14350
2021-01-21;53177;14941
2021-01-22;38153;5301
2021-01-23;16719;1365
2021-01-24;5290;562
2021-01-25;72098;29575
2021-01-26;130657;48096
2021-01-27;102503;26340
2021-01-28;87556;29271
2021-01-29;41833;15970
2021-01-30;15009;3107
2021-01-31;7333;1386
2021-02-01;55085;32974
2021-02-02;111821;56934
2021-02-03;118231;55059
2021-02-04;103501;50451
2021-02-05;49729;29103
2021-02-06;23138;15587
2021-02-07;14929;9844
2021-02-08;31505;11624
2021-02-09;86440;20064
2021-02-10;111925;44201
2021-02-11;110247;57706
2021-02-12;73637;41478
2021-02-13;34305;14579
2021-02-14;13587;4315
