wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;16;0;4;0;t0;8;0;0;0;4;0
dolnoœl¹skie;3924040;16610;1486779;1808;t02;1749059;2003;14809;82;673393;12717
kujawsko-pomorskie;2653429;11279;1002481;1103;t04;1185017;1570;11040;292;454891;8314
lubelskie;2288222;10050;880912;880;t06;1029464;1394;12393;114;365453;7662
lubuskie;1373841;4811;513610;798;t08;626394;739;4868;9;228969;3265
³ódzkie;3214241;13524;1234734;1457;t10;1426652;1627;16745;75;536110;10365
ma³opolskie;4101972;17190;1589390;1649;t12;1851374;2082;11930;142;649278;13317
mazowieckie;7802026;33197;2959779;4272;t14;3455204;4225;36156;232;1350887;24468
opolskie;1152974;4956;443719;444;t16;515519;614;3839;35;189897;3863
podkarpackie;2059661;8164;805213;944;t18;947541;1158;7266;45;299641;6017
podlaskie;1403280;5525;544286;555;t20;634519;728;5224;44;219251;4198
pomorskie;3243132;13884;1233516;1907;t22;1444544;2089;13157;80;551915;9808
œl¹skie;5809296;24986;2210442;2655;t24;2586674;2869;17742;113;994438;19349
œwiêtokrzyskie;1397940;6540;538023;560;t26;632270;805;5438;6;222209;5169
warmiñsko-mazurskie;1691742;8061;649288;816;t28;759748;1078;9363;10;273343;6157
wielkopolskie;4700880;20227;1819136;2355;t30;2100939;2766;18233;90;762572;15016
zachodniopomorskie;2298327;9598;859025;1038;t32;1030769;1301;9819;40;398714;7219
ca³y kraj;49115019;208602;18770337;23241;t00;21975695;27048;198022;1409;8170965;156904
