data;liczba_szczepien_dziennie;dawka_2_dziennie;dawka_1_dziennie;dawka_3_dziennie;dawka_przypomianjaca_dziennie
2020-12-27;2166;0;2166;0;0
2020-12-28;4383;0;4383;0;0
2020-12-29;10023;0;10023;0;0
2020-12-30;20322;0;20322;0;0
2020-12-31;10607;0;10606;1;0
2021-01-01;1351;2;1349;0;0
2021-01-02;2261;0;2261;0;0
2021-01-03;640;0;640;0;0
2021-01-04;40604;2;40602;0;0
2021-01-05;55328;1;55327;0;0
2021-01-06;18755;0;18754;1;0
2021-01-07;30369;0;30369;0;0
2021-01-08;11828;0;11828;0;0
2021-01-09;2262;0;2262;0;0
2021-01-10;996;2;993;1;0
2021-01-11;47633;2;47631;0;0
2021-01-12;63419;0;63419;0;0
2021-01-13;55158;1;55157;0;0
2021-01-14;46570;3;46567;0;0
2021-01-15;26254;1;26253;0;0
2021-01-16;20993;17;20976;0;0
2021-01-17;12059;435;11624;0;0
2021-01-18;28342;2952;25388;2;0
2021-01-19;49457;8130;41327;0;0
2021-01-20;51250;14493;36756;1;0
2021-01-21;53025;14808;38217;0;0
2021-01-22;38218;5270;32948;0;0
2021-01-23;16873;1361;15512;0;0
2021-01-24;5367;557;4810;0;0
2021-01-25;73313;29579;43734;0;0
2021-01-26;132987;48425;84561;1;0
2021-01-27;104828;26627;78201;0;0
2021-01-28;89586;29533;60053;0;0
2021-01-29;43754;16142;27612;0;0
2021-01-30;16267;3126;13141;0;0
2021-01-31;8693;1397;7296;0;0
2021-02-01;57165;33397;23768;0;0
2021-02-02;114764;57545;57219;0;0
2021-02-03;121907;56136;65771;0;0
2021-02-04;107374;51710;55664;0;0
2021-02-05;52115;29709;22406;0;0
2021-02-06;24705;15749;8956;0;0
2021-02-07;16398;10194;6204;0;0
2021-02-08;33136;11782;21354;0;0
2021-02-09;89842;20285;69556;1;0
2021-02-10;113467;45140;68327;0;0
2021-02-11;111955;59123;52831;1;0
2021-02-12;75903;43836;32067;0;0
2021-02-13;35679;15306;20373;0;0
2021-02-14;14732;4885;9847;0;0
2021-02-15;36360;11809;24551;0;0
2021-02-16;71898;34043;37855;0;0
2021-02-17;155290;86052;69236;2;0
2021-02-18;174996;95192;79804;0;0
2021-02-19;103356;50482;52874;0;0
2021-02-20;36025;7741;28284;0;0
2021-02-21;16072;3640;12432;0;0
2021-02-22;43439;4167;39272;0;0
2021-02-23;71961;20625;51336;0;0
