wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;237;20;96;0;t0;123;20;0;0;18;0
dolnoœl¹skie;4215389;3942;1528011;1103;t02;1786509;444;16193;51;884676;2344
kujawsko-pomorskie;2857827;3004;1032873;719;t04;1212153;333;11647;23;601154;1929
lubelskie;2437198;1346;902055;429;t06;1048123;152;13039;4;473981;761
lubuskie;1471879;1501;528803;383;t08;640813;163;5173;5;297090;950
³ódzkie;3446596;3177;1269040;804;t10;1456622;350;18077;39;702857;1984
ma³opolskie;4396309;5408;1633417;1526;t12;1887270;610;13274;47;862348;3225
mazowieckie;8364200;9474;3048010;3083;t14;3527294;1146;38986;47;1749910;5198
opolskie;1231436;1230;455752;327;t16;526225;173;4809;1;244650;729
podkarpackie;2171852;1268;823313;450;t18;963735;158;8026;4;376778;656
podlaskie;1483576;769;556574;198;t20;646484;109;5754;3;274764;459
pomorskie;3492703;4919;1273824;1687;t22;1479998;630;14347;13;724534;2589
œl¹skie;6224481;6735;2270485;1894;t24;2639472;843;19595;6;1294929;3992
œwiêtokrzyskie;1499672;1188;551665;254;t26;645870;105;6160;2;295977;827
warmiñsko-mazurskie;1831147;1459;669554;313;t28;779796;177;10120;27;371677;942
wielkopolskie;5099631;6800;1880470;1941;t30;2154199;639;19487;13;1045475;4207
zachodniopomorskie;2457491;2710;882360;920;t32;1052214;304;10324;8;512593;1478
ca³y kraj;52681624;54950;19306302;16031;t00;22446900;6356;215011;293;10713411;32270
