wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;6;0;1;0;t0;1;0;0;0;4;0
dolnoœl¹skie;4329861;104;1556907;19;t02;1798675;7;16913;0;957366;78
kujawsko-pomorskie;2928664;21;1052348;5;t04;1219473;2;12031;0;644812;14
lubelskie;2487524;13;915407;0;t06;1054391;1;13479;0;504247;12
lubuskie;1507924;19;538862;0;t08;644953;2;5381;0;318728;17
³ódzkie;3526406;67;1290761;17;t10;1465524;5;18747;0;751374;45
ma³opolskie;4519017;148;1660384;15;t12;1898949;28;14111;12;945573;93
mazowieckie;8586225;292;3103866;35;t14;3555034;35;40614;0;1886711;222
opolskie;1262056;7;464271;0;t16;529726;2;5024;0;263035;5
podkarpackie;2213868;23;833951;2;t18;969149;4;8407;0;402361;17
podlaskie;1513433;6;564530;0;t20;650681;0;6090;0;292132;6
pomorskie;3591743;39;1298920;0;t22;1491349;1;14887;0;786587;38
œl¹skie;6384583;154;2308023;15;t24;2656208;7;20635;0;1399717;132
œwiêtokrzyskie;1533932;20;561033;6;t26;649873;4;6248;2;316778;8
warmiñsko-mazurskie;1882515;5;683553;0;t28;785832;0;10505;0;402625;5
wielkopolskie;5260049;85;1918540;8;t30;2186520;4;20313;0;1134676;73
zachodniopomorskie;2517765;57;897910;3;t32;1059070;5;10603;0;550182;49
ca³y kraj;54045571;1060;19649267;125;t00;22615408;107;223988;14;11556908;814
