wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;25;0;0;0;t00
dolnoœl¹skie;boles³awiecki;66356;516;29754;355;t0201
dolnoœl¹skie;dzier¿oniowski;62022;466;28560;413;t0202
dolnoœl¹skie;g³ogowski;57467;368;25560;306;t0203
dolnoœl¹skie;górowski;24576;82;11031;57;t0204
dolnoœl¹skie;jaworski;36246;203;16230;139;t0205
dolnoœl¹skie;jeleniogórski;47460;299;22017;193;t0206
dolnoœl¹skie;kamiennogórski;28053;176;12946;117;t0207
dolnoœl¹skie;k³odzki;116413;693;53894;479;t0208
dolnoœl¹skie;legnicki;40463;376;17863;258;t0209
dolnoœl¹skie;lubañski;26307;135;10812;54;t0210
dolnoœl¹skie;lubiñski;116698;448;55734;350;t0211
dolnoœl¹skie;lwówecki;37272;402;17033;314;t0212
dolnoœl¹skie;milicki;30897;151;14253;73;t0213
dolnoœl¹skie;oleœnicki;83174;405;36735;240;t0214
dolnoœl¹skie;o³awski;42720;390;20328;375;t0215
dolnoœl¹skie;polkowicki;38180;212;16391;161;t0216
dolnoœl¹skie;strzeliñski;34241;219;15793;147;t0217
dolnoœl¹skie;œredzki;20143;167;9434;80;t0218
dolnoœl¹skie;œwidnicki;91014;549;41262;426;t0219
dolnoœl¹skie;trzebnicki;54222;271;25274;226;t0220
dolnoœl¹skie;wa³brzyski;29629;152;13901;108;t0221
dolnoœl¹skie;wo³owski;38853;91;17301;79;t0222
dolnoœl¹skie;wroc³awski;95532;205;44826;159;t0223
dolnoœl¹skie;z¹bkowicki;50622;408;23723;352;t0224
dolnoœl¹skie;zgorzelecki;52381;497;23887;218;t0225
dolnoœl¹skie;z³otoryjski;31472;310;13916;271;t0226
dolnoœl¹skie;Jelenia Góra;81875;387;38745;308;t0261
dolnoœl¹skie;Legnica;82098;369;38474;328;t0262
dolnoœl¹skie;Wroc³aw;984963;3408;459719;2794;t0264
dolnoœl¹skie;Wa³brzych;198886;620;92146;467;t0265
kujawsko-pomorskie;aleksandrowski;126687;428;60143;327;t0401
kujawsko-pomorskie;brodnicki;63867;695;29103;612;t0402
kujawsko-pomorskie;bydgoski;70133;575;32018;502;t0403
kujawsko-pomorskie;che³miñski;37454;311;17225;211;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;32014;132;14202;132;t0405
kujawsko-pomorskie;grudzi¹dzki;23250;100;10271;47;t0406
kujawsko-pomorskie;inowroc³awski;97347;528;45539;470;t0407
kujawsko-pomorskie;lipnowski;47198;236;20839;181;t0408
kujawsko-pomorskie;mogileñski;27118;417;12343;347;t0409
kujawsko-pomorskie;nakielski;74698;395;33357;279;t0410
kujawsko-pomorskie;radziejowski;41165;163;18515;135;t0411
kujawsko-pomorskie;rypiñski;31149;192;13931;75;t0412
kujawsko-pomorskie;sêpoleñski;45069;160;20785;147;t0413
kujawsko-pomorskie;œwiecki;69256;592;31354;324;t0414
kujawsko-pomorskie;toruñski;65517;615;27825;524;t0415
kujawsko-pomorskie;tucholski;35357;292;16053;247;t0416
kujawsko-pomorskie;w¹brzeski;24606;60;10799;19;t0417
kujawsko-pomorskie;w³oc³awski;58511;601;27042;499;t0418
kujawsko-pomorskie;¿niñski;48400;334;22073;278;t0419
kujawsko-pomorskie;Bydgoszcz;400290;2328;187014;1865;t0461
kujawsko-pomorskie;Grudzi¹dz;112862;704;51728;590;t0462
kujawsko-pomorskie;Toruñ;172659;1506;78747;1267;t0463
kujawsko-pomorskie;W³oc³awek;84298;634;37474;525;t0464
lubelskie;bialski;56217;431;25503;253;t0601
lubelskie;bi³gorajski;48729;315;22924;278;t0602
lubelskie;che³mski;33525;249;15533;234;t0603
