wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;169;0;69;0;t0;100;0;0;0;0;0
dolnoœl¹skie;3634315;12207;1451717;1026;t02;1702832;2773;16727;59;463039;8349
kujawsko-pomorskie;2454744;10006;976033;851;t04;1152890;2545;10769;101;315052;6509
lubelskie;2137114;4870;857812;528;t06;1005971;1002;13303;11;260028;3329
lubuskie;1273820;5064;498740;593;t08;608720;1080;5009;56;161351;3335
³ódzkie;2988048;11327;1205104;779;t10;1391312;2476;17552;96;374080;7976
ma³opolskie;3801265;16056;1548457;1569;t12;1803467;4690;12123;76;437218;9721
mazowieckie;7199305;29728;2877765;2375;t14;3350358;8390;38816;127;932366;18836
opolskie;1064030;4019;430881;434;t16;501349;944;3703;5;128097;2636
podkarpackie;1933481;5340;784158;702;t18;925559;1305;7367;4;216397;3329
podlaskie;1311122;3451;529201;377;t20;620000;713;5260;6;156661;2355
pomorskie;2998541;13234;1202510;831;t22;1399604;3523;13426;23;383001;8857
œl¹skie;5386170;19613;2160930;1563;t24;2522549;4807;18324;39;684367;13204
œwiêtokrzyskie;1300580;4918;524943;477;t26;617703;1013;6208;8;151726;3420
warmiñsko-mazurskie;1564181;4035;630893;320;t28;737359;977;9885;145;186044;2593
wielkopolskie;4335271;17690;1763893;1520;t30;2035131;5277;19923;171;516324;10722
zachodniopomorskie;2129083;7404;837557;593;t32;1003099;1771;10216;8;278211;5032
ca³y kraj;45511239;168962;18280663;14538;t00;21378003;43286;208611;935;5643962;110203
