data;liczba_szczepien_dziennie;dawka_2_dziennie;dawka_1_dziennie;dawka_3_dziennie;dawka_przypomianjaca_dziennie
2020-12-27;2164;0;2164;0;0
2020-12-28;4378;0;4378;0;0
2020-12-29;10019;0;10019;0;0
2020-12-30;20303;0;20303;0;0
2020-12-31;10603;0;10602;1;0
2021-01-01;1349;2;1347;0;0
2021-01-02;2259;0;2259;0;0
2021-01-03;640;0;640;0;0
2021-01-04;40570;1;40569;0;0
2021-01-05;55278;1;55277;0;0
2021-01-06;18739;0;18739;0;0
2021-01-07;30329;0;30329;0;0
2021-01-08;11812;0;11812;0;0
2021-01-09;2260;0;2260;0;0
2021-01-10;992;2;990;0;0
2021-01-11;47578;3;47575;0;0
2021-01-12;63356;0;63356;0;0
2021-01-13;55118;1;55117;0;0
2021-01-14;46534;2;46532;0;0
2021-01-15;26240;1;26239;0;0
2021-01-16;20980;17;20963;0;0
2021-01-17;12070;435;11635;0;0
2021-01-18;28304;2946;25356;2;0
2021-01-19;49400;8126;41274;0;0
2021-01-20;51177;14489;36688;0;0
2021-01-21;52985;14801;38184;0;0
2021-01-22;38196;5265;32931;0;0
2021-01-23;16868;1362;15506;0;0
2021-01-24;5362;557;4805;0;0
2021-01-25;73278;29563;43715;0;0
2021-01-26;132898;48415;84482;1;0
2021-01-27;104777;26609;78168;0;0
2021-01-28;89525;29526;59999;0;0
2021-01-29;43730;16138;27592;0;0
2021-01-30;16264;3125;13139;0;0
2021-01-31;8686;1395;7291;0;0
2021-02-01;57129;33384;23745;0;0
2021-02-02;114705;57526;57179;0;0
2021-02-03;121841;56112;65729;0;0
2021-02-04;107322;51697;55625;0;0
2021-02-05;52094;29701;22393;0;0
2021-02-06;24690;15743;8947;0;0
2021-02-07;16394;10190;6204;0;0
2021-02-08;33115;11778;21337;0;0
2021-02-09;89785;20266;69518;1;0
2021-02-10;113412;45122;68290;0;0
2021-02-11;111897;59086;52811;0;0
2021-02-12;75877;43816;32061;0;0
2021-02-13;35671;15303;20368;0;0
2021-02-14;14723;4883;9840;0;0
2021-02-15;36346;11800;24546;0;0
2021-02-16;71848;34022;37826;0;0
2021-02-17;155175;85990;69183;2;0
2021-02-18;174855;95123;79732;0;0
2021-02-19;103313;50465;52848;0;0
2021-02-20;36015;7738;28277;0;0
2021-02-21;16062;3636;12426;0;0
