data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2174;0
2020-12-28;4385;0
2020-12-29;10014;0
2020-12-30;20341;1
2020-12-31;10591;0
2021-01-01;1353;3
2021-01-02;2240;0
2021-01-03;648;0
2021-01-04;40604;1
2021-01-05;55310;2
2021-01-06;18747;0
2021-01-07;30377;0
2021-01-08;11821;1
2021-01-09;2263;0
2021-01-10;994;2
2021-01-11;47576;3
2021-01-12;63375;0
2021-01-13;55118;1
2021-01-14;46540;1
2021-01-15;26215;0
2021-01-16;20948;17
2021-01-17;12083;433
2021-01-18;28340;2935
2021-01-19;49489;8106
2021-01-20;51123;14442
2021-01-21;53033;14743
2021-01-22;38216;5253
2021-01-23;16830;1360
2021-01-24;5362;556
2021-01-25;73127;29463
2021-01-26;132688;48256
2021-01-27;104463;26523
2021-01-28;89462;29423
2021-01-29;43698;16106
2021-01-30;16274;3118
2021-01-31;8688;1388
2021-02-01;57076;33290
2021-02-02;114614;57305
2021-02-03;121815;55933
2021-02-04;107265;51542
2021-02-05;51971;29564
2021-02-06;24596;15648
2021-02-07;16351;10140
2021-02-08;33098;11739
2021-02-09;89886;20160
2021-02-10;113251;44800
2021-02-11;111613;58758
2021-02-12;75727;43650
2021-02-13;35597;15219
2021-02-14;14703;4863
2021-02-15;36276;11712
2021-02-16;71673;33754
2021-02-17;154407;85157
2021-02-18;174224;94380
2021-02-19;103217;50272
2021-02-20;36032;7704
2021-02-21;16045;3609
2021-02-22;43353;4118
2021-02-23;71872;20446
2021-02-24;160901;76992
2021-02-25;174950;90609
2021-02-26;103678;45646
2021-02-27;44786;11904
2021-02-28;18028;5821
2021-03-01;46186;5409
2021-03-02;82391;21714
2021-03-03;156867;67983
2021-03-04;173992;85863
2021-03-05;108763;44653
2021-03-06;49722;12075
2021-03-07;17972;5388
2021-03-08;34603;3680
2021-03-09;63926;8424
2021-03-10;143398;43011
2021-03-11;162839;68343
2021-03-12;95042;39496
2021-03-13;29988;6737
2021-03-14;11877;3039
2021-03-15;25803;3559
2021-03-16;47820;10723
2021-03-17;134013;43862
2021-03-18;155167;66498
2021-03-19;89363;38873
2021-03-20;29764;10274
2021-03-21;10656;3077
2021-03-22;51941;3972
2021-03-23;117950;19915
2021-03-24;192048;50086
2021-03-25;216383;71698
2021-03-26;162118;40662
2021-03-27;92104;15012
2021-03-28;35740;6927
2021-03-29;80134;9874
2021-03-30;117594;16080
2021-03-31;190901;20677
2021-04-01;205213;19462
2021-04-02;152900;11279
2021-04-03;36372;2755
2021-04-04;3332;352
2021-04-05;3874;527
2021-04-06;126103;8120
2021-04-07;220490;7351
2021-04-08;258527;5825
2021-04-09;220544;4701
2021-04-10;154503;4172
2021-04-11;44665;786
2021-04-12;106384;7015
2021-04-13;186834;23340
2021-04-14;254543;53833
2021-04-15;267985;59213
2021-04-16;201337;28300
2021-04-17;140823;11955
2021-04-18;39745;4025
2021-04-19;109474;13043
2021-04-20;203038;34278
2021-04-21;283030;74449
2021-04-22;306411;79388
2021-04-23;260143;46778
2021-04-24;206090;24500
2021-04-25;55961;9277
2021-04-26;139671;30833
2021-04-27;253925;58722
2021-04-28;345192;99356
2021-04-29;387982;108913
2021-04-30;357883;74985
2021-05-01;121966;15582
2021-05-02;59465;10174
2021-05-03;47155;5539
2021-05-04;234535;63229
2021-05-05;398868;122654
2021-05-06;424168;141837
2021-05-07;379103;124655
2021-05-08;258406;63588
2021-05-09;82427;14887
2021-05-10;188411;52519
2021-05-11;321094;109747
2021-05-12;434287;180964
2021-05-13;441616;193686
2021-05-14;373367;152252
2021-05-15;277729;110517
2021-05-16;90257;29632
2021-05-17;149098;50200
2021-05-18;331208;125796
2021-05-19;445877;185785
2021-05-20;445129;201049
2021-05-21;356605;155110
2021-05-22;241063;111018
2021-05-23;68040;35595
2021-05-24;135475;76846
2021-05-25;305900;158144
2021-05-26;396827;211942
2021-05-27;386871;232107
2021-05-28;349559;202290
2021-05-29;278393;151806
2021-05-30;91838;44158
2021-05-31;167611;98530
2021-06-01;466458;270209
2021-06-02;651576;400964
2021-06-03;140709;64565
2021-06-04;430389;256829
2021-06-05;271769;120476
2021-06-06;99031;41033
2021-06-07;202899;127542
2021-06-08;400608;242905
2021-06-09;506682;302868
2021-06-10;484247;297812
2021-06-11;424829;266585
2021-06-12;318265;182363
2021-06-13;102569;58857
2021-06-14;213780;168372
2021-06-15;374700;264524
2021-06-16;433123;280729
2021-06-17;402089;272588
2021-06-18;325480;220617
2021-06-19;220285;135896
2021-06-20;66441;43782
2021-06-21;168503;137521
2021-06-22;341057;262203
2021-06-23;400046;291642
2021-06-24;380593;283205
2021-06-25;309352;233965
2021-06-26;202458;134412
2021-06-27;60854;42241
2021-06-28;145982;114973
2021-06-29;288039;217894
2021-06-30;356364;254965
2021-07-01;297838;219876
2021-07-02;242254;174973
2021-07-03;171998;119320
2021-07-04;50401;33997
2021-07-05;118072;86321
2021-07-06;250094;207255
2021-07-07;339682;282444
2021-07-08;262716;202641
2021-07-09;253731;196180
2021-07-10;208911;167258
2021-07-11;62815;48707
2021-07-12;113781;81799
2021-07-13;214326;171682
2021-07-14;282874;224902
2021-07-15;240627;184211
