wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;5;0;0;0;t0;5;0;0;0;0;0
dolnoœl¹skie;3620735;19345;1450594;1701;t02;1699813;2910;16714;100;453614;14634
kujawsko-pomorskie;2444641;11822;975181;1047;t04;1150254;2143;10680;77;308526;8555
lubelskie;2132251;12297;857283;1752;t06;1004988;1918;13300;129;256680;8498
lubuskie;1268711;6636;498117;681;t08;607643;1433;4962;34;157989;4488
³ódzkie;2976498;16437;1204296;1772;t10;1388798;2406;17597;118;365807;12141
ma³opolskie;3785120;20315;1546866;2211;t12;1798817;3886;12052;114;427385;14104
mazowieckie;7166976;37425;2875239;3675;t14;3340526;7118;38856;203;912355;26429
opolskie;1059901;5994;430427;608;t16;500379;901;3712;32;125383;4453
podkarpackie;1928036;8927;783441;1136;t18;924265;1663;7426;113;212904;6015
podlaskie;1307167;6726;528787;921;t20;619174;1116;5261;41;153945;4648
pomorskie;2985173;16289;1201659;1455;t22;1396073;2636;13451;116;373990;12082
œl¹skie;5366186;27848;2159333;2280;t24;2517660;4614;18286;126;670907;20828
œwiêtokrzyskie;1295680;6786;524466;707;t26;616707;956;6202;116;148305;5007
warmiñsko-mazurskie;1559494;8319;630457;937;t28;736110;1437;9736;71;183191;5874
wielkopolskie;4316442;22453;1762209;2463;t30;2029551;4996;19763;104;504919;14890
zachodniopomorskie;2121392;11913;836930;1061;t32;1001189;1971;10213;21;273060;8860
ca³y kraj;45334408;239532;18265285;24407;t00;21331952;42104;208211;1515;5528960;171506
