wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;105;0;15;0;t00
dolnoœl¹skie;boles³awiecki;36041;776;9986;117;t0201
dolnoœl¹skie;dzier¿oniowski;33964;546;10123;110;t0202
dolnoœl¹skie;g³ogowski;31053;341;9511;271;t0203
dolnoœl¹skie;górowski;12581;61;3284;59;t0204
dolnoœl¹skie;jaworski;21139;373;5752;114;t0205
dolnoœl¹skie;jeleniogórski;28872;369;9623;230;t0206
dolnoœl¹skie;kamiennogórski;14464;182;4159;78;t0207
dolnoœl¹skie;k³odzki;67735;1075;22039;541;t0208
dolnoœl¹skie;legnicki;18052;191;3975;12;t0209
dolnoœl¹skie;lubañski;13545;447;4193;141;t0210
dolnoœl¹skie;lubiñski;73401;1928;22415;1453;t0211
dolnoœl¹skie;lwówecki;19310;342;5924;41;t0212
dolnoœl¹skie;milicki;17710;207;5708;63;t0213
dolnoœl¹skie;oleœnicki;35541;578;9184;179;t0214
dolnoœl¹skie;o³awski;28236;450;10032;162;t0215
dolnoœl¹skie;polkowicki;17297;188;2921;115;t0216
dolnoœl¹skie;strzeliñski;18811;368;5913;260;t0217
dolnoœl¹skie;œredzki;12627;358;4295;247;t0218
dolnoœl¹skie;œwidnicki;46328;958;14979;389;t0219
dolnoœl¹skie;trzebnicki;32148;547;11183;159;t0220
dolnoœl¹skie;wa³brzyski;18753;44;6348;24;t0221
dolnoœl¹skie;wo³owski;21093;598;6207;153;t0222
dolnoœl¹skie;wroc³awski;50399;722;14539;391;t0223
dolnoœl¹skie;z¹bkowicki;29950;403;10002;304;t0224
dolnoœl¹skie;zgorzelecki;29422;639;9270;276;t0225
dolnoœl¹skie;z³otoryjski;17932;220;4993;32;t0226
dolnoœl¹skie;Jelenia Góra;46307;748;14256;483;t0261
dolnoœl¹skie;Legnica;44383;1256;10802;626;t0262
dolnoœl¹skie;Wroc³aw;543143;9006;148719;4354;t0264
dolnoœl¹skie;Wa³brzych;131653;1662;43053;999;t0265
kujawsko-pomorskie;aleksandrowski;83813;1261;29749;971;t0401
kujawsko-pomorskie;brodnicki;33051;608;9479;186;t0402
kujawsko-pomorskie;bydgoski;35545;685;8563;152;t0403
kujawsko-pomorskie;che³miñski;18621;245;5177;99;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;14672;360;4236;125;t0405
kujawsko-pomorskie;grudzi¹dzki;10613;423;2493;177;t0406
kujawsko-pomorskie;inowroc³awski;55781;971;15846;728;t0407
kujawsko-pomorskie;lipnowski;25417;321;6686;199;t0408
kujawsko-pomorskie;mogileñski;12405;223;3243;56;t0409
kujawsko-pomorskie;nakielski;32879;1156;7011;128;t0410
kujawsko-pomorskie;radziejowski;20412;319;5318;90;t0411
kujawsko-pomorskie;rypiñski;16467;318;5146;172;t0412
kujawsko-pomorskie;sêpoleñski;23188;333;5916;114;t0413
kujawsko-pomorskie;œwiecki;34990;681;9292;243;t0414
kujawsko-pomorskie;toruñski;30974;476;6132;106;t0415
kujawsko-pomorskie;tucholski;16856;490;4475;51;t0416
kujawsko-pomorskie;w¹brzeski;12322;229;3563;135;t0417
kujawsko-pomorskie;w³oc³awski;28340;715;7418;419;t0418
kujawsko-pomorskie;¿niñski;23426;590;6371;258;t0419
kujawsko-pomorskie;Bydgoszcz;219771;4620;63118;2148;t0461
kujawsko-pomorskie;Grudzi¹dz;62687;1577;17974;1156;t0462
kujawsko-pomorskie;Toruñ;86045;1906;24443;448;t0463
kujawsko-pomorskie;W³oc³awek;41249;824;10695;480;t0464
lubelskie;bialski;33328;590;10294;280;t0601
lubelskie;bi³gorajski;29217;508;9904;163;t0602
lubelskie;che³mski;18725;413;5643;149;t0603
lubelskie;hrubieszowski;22319;495;7103;141;t0604
lubelskie;janowski;16289;235;5716;76;t0605
lubelskie;krasnostawski;21399;294;6242;53;t0606
lubelskie;kraœnicki;36430;1076;9698;638;t0607
lubelskie;lubartowski;29972;457;9714;285;t0608
lubelskie;lubelski;46385;733;14275;397;t0609
lubelskie;³êczyñski;22408;296;7130;166;t0610
lubelskie;³ukowski;28930;303;9312;166;t0611
lubelskie;opolski;22598;298;6839;161;t0612
lubelskie;parczewski;16673;195;5515;101;t0613
lubelskie;pu³awski;55103;556;18921;365;t0614
lubelskie;radzyñski;16667;197;5868;44;t0615
lubelskie;rycki;28740;446;8702;224;t0616
lubelskie;œwidnicki;23185;384;6789;112;t0617
lubelskie;tomaszowski;29703;419;8791;140;t0618
lubelskie;w³odawski;20378;413;6325;203;t0619
lubelskie;zamojski;26346;408;8885;183;t0620
lubelskie;Bia³a Podlaska;37771;320;10394;190;t0661
lubelskie;Che³m;33212;430;10007;255;t0662
lubelskie;Lublin;263548;3968;87446;2149;t0663
lubelskie;Zamoœæ;49696;736;15248;488;t0664
lubuskie;gorzowski;17115;355;5454;45;t0801
lubuskie;kroœnieñski;26872;386;7468;227;t0802
lubuskie;miêdzyrzecki;36861;678;10845;495;t0803
lubuskie;nowosolski;45413;461;12554;235;t0804
lubuskie;s³ubicki;17580;166;4452;131;t0805
lubuskie;strzelecko-drezdenecki;24403;245;6965;114;t0806
lubuskie;sulêciñski;12885;278;3726;167;t0807
lubuskie;œwiebodziñski;28607;208;8552;195;t0808
lubuskie;zielonogórski;49887;546;17486;405;t0809
lubuskie;¿agañski;32255;747;7231;251;t0810
lubuskie;¿arski;54154;638;14019;443;t0811
lubuskie;wschowski;11202;196;2966;70;t0812
lubuskie;Gorzów Wielkopolski;69923;636;20500;420;t0861
lubuskie;Zielona Góra;82229;1912;27144;832;t0862
³ódzkie;be³chatowski;33530;721;9859;364;t1001
³ódzkie;kutnowski;42743;842;12010;452;t1002
³ódzkie;³aski;15428;353;4260;164;t1003
³ódzkie;³êczycki;23975;570;7315;267;t1004
³ódzkie;³owicki;50444;1012;15050;570;t1005
³ódzkie;³ódzki wschodni;17654;625;4950;248;t1006
³ódzkie;opoczyñski;27645;271;7692;64;t1007
³ódzkie;pabianicki;50745;796;14024;285;t1008
³ódzkie;pajêczañski;15058;90;4165;45;t1009
³ódzkie;piotrkowski;21989;498;6371;98;t1010
³ódzkie;poddêbicki;17556;191;4685;71;t1011
³ódzkie;radomszczañski;42935;911;12535;631;t1012
³ódzkie;rawski;13872;124;4485;101;t1013
³ódzkie;sieradzki;47090;880;13103;492;t1014
³ódzkie;skierniewicki;12057;30;3916;30;t1015
³ódzkie;tomaszowski;52458;737;14433;291;t1016
³ódzkie;wieluñski;44691;1121;10279;253;t1017
³ódzkie;wieruszowski;16528;311;4855;251;t1018
³ódzkie;zduñskowolski;22635;645;7136;145;t1019
³ódzkie;zgierski;63885;1507;17394;604;t1020
³ódzkie;brzeziñski;18355;344;6075;283;t1021
³ódzkie;£ódŸ;495532;6875;149040;4516;t1061
³ódzkie;Piotrków Trybunalski;36991;395;10407;225;t1062
³ódzkie;Skierniewice;38101;737;11309;308;t1063
ma³opolskie;bocheñski;32044;576;8435;348;t1201
ma³opolskie;brzeski;31413;659;10798;360;t1202
ma³opolskie;chrzanowski;53541;1207;14612;371;t1203
ma³opolskie;d¹browski;19700;210;5980;61;t1204
ma³opolskie;gorlicki;44358;897;13299;385;t1205
ma³opolskie;krakowski;70467;1054;21210;589;t1206
ma³opolskie;limanowski;40434;497;11407;188;t1207
ma³opolskie;miechowski;33871;747;11163;518;t1208
ma³opolskie;myœlenicki;42150;855;11745;296;t1209
ma³opolskie;nowos¹decki;61431;846;19539;441;t1210
ma³opolskie;nowotarski;62555;1169;18073;680;t1211
ma³opolskie;olkuski;52079;1136;12208;333;t1212
ma³opolskie;oœwiêcimski;45947;816;12612;222;t1213
ma³opolskie;proszowicki;19662;354;4688;173;t1214
ma³opolskie;suski;31457;450;9089;126;t1215
ma³opolskie;tarnowski;45729;474;13043;330;t1216
ma³opolskie;tatrzañski;16667;154;5481;65;t1217
ma³opolskie;wadowicki;46997;514;11667;156;t1218
ma³opolskie;wielicki;42227;805;8984;195;t1219
ma³opolskie;Kraków;618170;8892;194142;5553;t1261
ma³opolskie;Nowy S¹cz;27978;444;7318;8;t1262
ma³opolskie;Tarnów;50417;588;15389;502;t1263
mazowieckie;bia³obrzeski;16618;244;4711;166;t1401
mazowieckie;ciechanowski;39831;573;12545;234;t1402
mazowieckie;garwoliñski;35990;424;10007;252;t1403
mazowieckie;gostyniñski;14740;152;4910;91;t1404
mazowieckie;grodziski;46442;726;15173;369;t1405
mazowieckie;grójecki;52089;1011;16049;705;t1406
mazowieckie;kozienicki;20327;309;6749;233;t1407
mazowieckie;legionowski;34143;368;7948;134;t1408
mazowieckie;lipski;14105;203;4933;86;t1409
mazowieckie;³osicki;9442;63;3174;51;t1410
mazowieckie;makowski;20163;272;6084;69;t1411
mazowieckie;miñski;59334;1049;17295;621;t1412
mazowieckie;m³awski;26059;319;8427;179;t1413
mazowieckie;nowodworski;51405;1130;14379;551;t1414
mazowieckie;ostro³êcki;26108;226;8310;182;t1415
mazowieckie;ostrowski;25399;267;7334;191;t1416
mazowieckie;otwocki;43935;685;13848;393;t1417
mazowieckie;piaseczyñski;112348;1589;31476;842;t1418
mazowieckie;p³ocki;37190;715;11511;470;t1419
mazowieckie;p³oñski;36608;608;8373;225;t1420
mazowieckie;pruszkowski;53268;442;14925;332;t1421
mazowieckie;przasnyski;24677;453;7048;200;t1422
mazowieckie;przysuski;13440;277;4505;193;t1423
mazowieckie;pu³tuski;22981;357;7289;224;t1424
mazowieckie;radomski;30967;273;9682;111;t1425
mazowieckie;siedlecki;16810;163;5786;119;t1426
mazowieckie;sierpecki;21199;480;6442;283;t1427
mazowieckie;sochaczewski;39005;746;9904;506;t1428
mazowieckie;soko³owski;23517;218;8092;114;t1429
mazowieckie;szyd³owiecki;8341;187;2837;112;t1430
mazowieckie;warszawski zachodni;53684;893;14709;99;t1432
mazowieckie;wêgrowski;21881;213;7297;175;t1433
