data;liczba_szczepien_dziennie;dawka_2_dziennie;dawka_1_dziennie;dawka_3_dziennie;dawka_przypomianjaca_dziennie
2020-12-27;2163;0;2163;0;0
2020-12-28;4373;0;4373;0;0
2020-12-29;10014;0;10014;0;0
2020-12-30;20288;0;20288;0;0
2020-12-31;10598;0;10597;1;0
2021-01-01;1348;2;1346;0;0
2021-01-02;2258;0;2258;0;0
2021-01-03;640;0;640;0;0
2021-01-04;40535;1;40534;0;0
2021-01-05;55273;1;55272;0;0
2021-01-06;18731;0;18731;0;0
2021-01-07;30306;0;30306;0;0
2021-01-08;11810;0;11810;0;0
2021-01-09;2258;0;2258;0;0
2021-01-10;992;2;990;0;0
2021-01-11;47568;3;47565;0;0
2021-01-12;63334;0;63334;0;0
2021-01-13;55091;1;55090;0;0
2021-01-14;46522;2;46520;0;0
2021-01-15;26231;1;26230;0;0
2021-01-16;20972;17;20955;0;0
2021-01-17;12064;435;11629;0;0
2021-01-18;28294;2945;25347;2;0
2021-01-19;49424;8125;41299;0;0
2021-01-20;51196;14484;36712;0;0
2021-01-21;52969;14800;38169;0;0
2021-01-22;38187;5264;32923;0;0
2021-01-23;16862;1362;15500;0;0
2021-01-24;5359;557;4802;0;0
2021-01-25;73271;29559;43712;0;0
2021-01-26;132860;48409;84450;1;0
2021-01-27;104727;26605;78122;0;0
2021-01-28;89485;29523;59962;0;0
2021-01-29;43732;16138;27594;0;0
2021-01-30;16259;3126;13133;0;0
2021-01-31;8683;1395;7288;0;0
2021-02-01;57130;33381;23749;0;0
2021-02-02;114680;57516;57164;0;0
2021-02-03;121825;56106;65719;0;0
2021-02-04;107297;51687;55610;0;0
2021-02-05;52079;29689;22390;0;0
2021-02-06;24680;15739;8941;0;0
2021-02-07;16392;10188;6204;0;0
2021-02-08;33099;11774;21325;0;0
2021-02-09;89761;20261;69499;1;0
2021-02-10;113395;45113;68282;0;0
2021-02-11;111872;59076;52796;0;0
2021-02-12;75858;43808;32050;0;0
2021-02-13;35663;15302;20361;0;0
2021-02-14;14717;4881;9836;0;0
2021-02-15;36309;11798;24511;0;0
2021-02-16;71820;34002;37818;0;0
2021-02-17;155107;85934;69171;2;0
2021-02-18;174790;95084;79706;0;0
2021-02-19;103302;50449;52853;0;0
2021-02-20;36013;7738;28275;0;0
2021-02-21;16054;3632;12422;0;0
2021-02-22;43417;4155;39262;0;0
2021-02-23;71934;20603;51331;0;0
2021-02-24;160967;77210;83756;0;1
2021-02-25;175037;90870;84167;0;0
2021-02-26;103686;45769;57917;0;0
2021-02-27;44786;11943;32843;0;0
2021-02-28;18058;5845;12213;0;0
2021-03-01;46126;5429;40697;0;0
2021-03-02;82470;21845;60625;0;0
2021-03-03;156834;68170;88661;3;0
2021-03-04;174045;86080;87965;0;0
2021-03-05;108788;44785;64002;1;0
2021-03-06;49837;12100;37737;0;0
2021-03-07;18006;5398;12608;0;0
2021-03-08;34578;3692;30886;0;0
2021-03-09;63875;8446;55429;0;0
2021-03-10;143349;43143;100206;0;0
2021-03-11;162923;68500;94422;1;0
2021-03-12;95127;39668;55459;0;0
2021-03-13;29957;6748;23209;0;0
2021-03-14;11871;3044;8827;0;0
2021-03-15;25801;3558;22243;0;0
2021-03-16;47872;10753;37119;0;0
2021-03-17;133976;43987;89989;0;0
2021-03-18;155332;66803;88529;0;0
2021-03-19;89476;39053;50422;1;0
2021-03-20;29787;10305;19482;0;0
2021-03-21;10652;3083;7569;0;0
2021-03-22;51925;3984;47940;1;0
2021-03-23;118001;20015;97986;0;0
2021-03-24;192038;50264;141774;0;0
2021-03-25;216520;71964;144556;0;0
2021-03-26;162323;40808;121515;0;0
2021-03-27;92163;15054;77109;0;0
2021-03-28;35739;6938;28801;0;0
2021-03-29;80132;9899;70233;0;0
2021-03-30;117613;16139;101474;0;0
2021-03-31;190866;20802;170064;0;0
2021-04-01;205266;19566;185700;0;0
2021-04-02;153101;11329;141772;0;0
2021-04-03;36386;2768;33618;0;0
2021-04-04;3345;356;2989;0;0
2021-04-05;3897;531;3366;0;0
2021-04-06;126192;8166;118026;0;0
2021-04-07;220583;7409;213174;0;0
2021-04-08;258382;5867;252515;0;0
2021-04-09;220698;4718;215980;0;0
2021-04-10;154529;4203;150326;0;0
2021-04-11;44738;790;43948;0;0
2021-04-12;106488;7044;99444;0;0
2021-04-13;186884;23421;163463;0;0
2021-04-14;254871;53997;200874;0;0
2021-04-15;268074;59418;208656;0;0
2021-04-16;201357;28341;173016;0;0
2021-04-17;140735;11990;128745;0;0
2021-04-18;39793;4050;35743;0;0
2021-04-19;109455;13111;96344;0;0
2021-04-20;203153;34354;168799;0;0
2021-04-21;283260;74684;208576;0;0
2021-04-22;306578;79629;226949;0;0
2021-04-23;260208;46936;213272;0;0
2021-04-24;206086;24548;181538;0;0
2021-04-25;56073;9299;46774;0;0
2021-04-26;139808;30952;108856;0;0
2021-04-27;254112;58853;195259;0;0
2021-04-28;345624;99659;245964;1;0
2021-04-29;388467;109195;279272;0;0
2021-04-30;358207;75249;282958;0;0
2021-05-01;121932;15603;106328;1;0
2021-05-02;59476;10207;49269;0;0
2021-05-03;47142;5560;41582;0;0
2021-05-04;234754;63346;171408;0;0
2021-05-05;399572;122980;276592;0;0
2021-05-06;424625;142137;282488;0;0
2021-05-07;379662;125006;254656;0;0
2021-05-08;258791;63737;195054;0;0
2021-05-09;82473;14876;67597;0;0
2021-05-10;188801;52639;136162;0;0
2021-05-11;321471;109973;211498;0;0
2021-05-12;434816;181273;253543;0;0
2021-05-13;442152;194039;248113;0;0
2021-05-14;374051;152574;221477;0;0
2021-05-15;278151;110813;167338;0;0
2021-05-16;90368;29694;60674;0;0
2021-05-17;149284;50308;98976;0;0
2021-05-18;331596;125997;205599;0;0
2021-05-19;446479;186184;260295;0;0
2021-05-20;445831;201417;244414;0;0
2021-05-21;357160;155498;201662;0;0
2021-05-22;241346;111217;130129;0;0
2021-05-23;68132;35657;32475;0;0
2021-05-24;135684;76954;58730;0;0
2021-05-25;306335;158436;147899;0;0
2021-05-26;397606;212462;185144;0;0
2021-05-27;387340;232429;154911;0;0
2021-05-28;350037;202594;147443;0;0
2021-05-29;278739;152012;126727;0;0
2021-05-30;91915;44202;47713;0;0
2021-05-31;167775;98644;69131;0;0
2021-06-01;467170;270653;196517;0;0
2021-06-02;652859;401681;251178;0;0
2021-06-03;141193;64715;76478;0;0
2021-06-04;431410;257279;174131;0;0
2021-06-05;272019;120539;151480;0;0
2021-06-06;99135;41024;58111;0;0
2021-06-07;203420;127827;75593;0;0
2021-06-08;401446;243186;158260;0;0
2021-06-09;507882;303327;204555;0;0
2021-06-10;485422;298194;187228;0;0
