wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;15;0;2;0;t0;6;0;0;0;7;0
dolnoœl¹skie;4134893;7815;1510441;1464;t02;1776390;972;15630;47;832432;5332
kujawsko-pomorskie;2798422;5658;1019359;1207;t04;1205085;764;11394;9;562584;3678
lubelskie;2393644;3486;892192;741;t06;1042788;422;12831;5;445833;2318
lubuskie;1441645;2201;522004;347;t08;636850;272;5040;1;277751;1581
³ódzkie;3380821;5006;1253276;1019;t10;1448383;647;17728;58;661434;3282
ma³opolskie;4310220;7820;1614093;1802;t12;1878064;866;12912;26;805151;5126
mazowieckie;8213954;13143;3013629;2316;t14;3508214;1574;38480;83;1653631;9170
opolskie;1209295;1646;450423;357;t16;523270;235;4562;3;231040;1051
podkarpackie;2139234;2261;814858;506;t18;959609;268;7728;21;357039;1466
podlaskie;1460173;1703;551100;391;t20;643070;269;5552;21;260451;1022
pomorskie;3420170;6202;1255704;1226;t22;1470799;751;14011;10;679656;4215
œl¹skie;6107623;9853;2243035;1823;t24;2625823;1164;19066;42;1219699;6824
œwiêtokrzyskie;1469353;2281;545161;369;t26;642170;293;5921;12;276101;1607
warmiñsko-mazurskie;1785816;3326;659627;636;t28;773283;455;9785;5;343121;2230
wielkopolskie;4981945;10221;1853770;2004;t30;2140416;1150;19230;28;968529;7039
zachodniopomorskie;2411292;3946;872312;672;t32;1046183;499;10223;6;482574;2769
ca³y kraj;51658515;86568;19070986;16880;t00;22320403;10601;210093;377;10057033;58710
