wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
woj_puste;pow_puste;5;0;1;0;t00;0;0;0;0;4;0
dolnoœl¹skie;boles³awiecki;108779;5;38515;0;t0201;47147;1;145;0;22972;4
dolnoœl¹skie;dzier¿oniowski;106771;7;37518;0;t0202;42390;0;154;0;26709;7
dolnoœl¹skie;g³ogowski;105905;5;35153;0;t0203;42090;0;186;0;28476;5
dolnoœl¹skie;górowski;38382;0;13954;0;t0204;16466;0;80;0;7882;0
dolnoœl¹skie;jaworski;60040;0;20765;0;t0205;25190;0;44;0;14041;0
dolnoœl¹skie;jeleniogórski;72591;3;26293;0;t0206;31455;0;401;0;14442;3
dolnoœl¹skie;kamiennogórski;49451;6;17219;0;t0207;19529;0;115;0;12588;6
dolnoœl¹skie;k³odzki;190763;2;68131;0;t0208;77966;0;1318;0;43348;2
dolnoœl¹skie;legnicki;63731;0;22014;0;t0209;27389;0;268;0;14060;0
dolnoœl¹skie;lubañski;48748;8;14818;0;t0210;20422;0;110;0;13398;8
dolnoœl¹skie;lubiñski;177828;15;66913;0;t0211;73704;2;1010;0;36201;13
dolnoœl¹skie;lwówecki;63773;0;22875;0;t0212;26510;0;319;0;14069;0
dolnoœl¹skie;milicki;50103;0;18760;0;t0213;20818;0;120;0;10405;0
dolnoœl¹skie;oleœnicki;169010;43;56328;7;t0214;67379;7;507;0;44796;29
dolnoœl¹skie;o³awski;58288;7;22871;0;t0215;25882;0;99;0;9436;7
dolnoœl¹skie;polkowicki;61941;0;21240;0;t0216;27004;0;52;0;13645;0
dolnoœl¹skie;strzeliñski;55233;3;20111;3;t0217;22664;0;518;0;11940;0
dolnoœl¹skie;œredzki;38459;5;12670;0;t0218;14487;0;482;0;10820;5
dolnoœl¹skie;œwidnicki;165142;37;55590;0;t0219;65063;2;1275;4;43214;31
dolnoœl¹skie;trzebnicki;90881;30;33403;1;t0220;35451;4;461;0;21566;25
dolnoœl¹skie;wa³brzyski;45871;1;17078;0;t0221;18491;0;259;0;10043;1
dolnoœl¹skie;wo³owski;63743;0;22173;0;t0222;27962;0;319;0;13289;0
dolnoœl¹skie;wroc³awski;161607;29;57959;0;t0223;63848;1;1245;0;38555;28
dolnoœl¹skie;z¹bkowicki;81786;7;29402;1;t0224;34462;1;343;0;17579;5
dolnoœl¹skie;zgorzelecki;96075;24;31825;0;t0225;39141;2;232;0;24877;22
dolnoœl¹skie;z³otoryjski;53576;0;18377;0;t0226;22281;0;223;0;12695;0
dolnoœl¹skie;Jelenia Góra;135638;32;49334;4;t0261;53839;1;457;1;32008;26
dolnoœl¹skie;Legnica;136884;13;48733;0;t0262;56037;2;501;0;31613;11
dolnoœl¹skie;Wroc³aw;1528720;270;553076;20;t0264;633015;25;4607;1;338022;224
dolnoœl¹skie;Wa³brzych;277568;30;106636;2;t0265;122674;1;830;0;47428;27
kujawsko-pomorskie;aleksandrowski;160432;18;67081;1;t0401;73182;0;532;0;19637;17
kujawsko-pomorskie;brodnicki;106486;0;39725;0;t0402;44680;0;1507;0;20574;0
kujawsko-pomorskie;bydgoski;115405;5;42442;1;t0403;46592;1;400;0;25971;3
kujawsko-pomorskie;che³miñski;63441;7;23020;0;t0404;25537;0;52;0;14832;7
kujawsko-pomorskie;golubsko-dobrzyñski;49211;0;18744;0;t0405;21287;0;341;0;8839;0
kujawsko-pomorskie;grudzi¹dzki;37734;0;13898;0;t0406;16559;0;25;0;7252;0
kujawsko-pomorskie;inowroc³awski;154219;7;56857;0;t0407;62424;1;529;0;34409;6
kujawsko-pomorskie;lipnowski;77750;10;28824;9;t0408;33274;0;347;0;15305;1
kujawsko-pomorskie;mogileñski;55209;6;19092;0;t0409;21841;1;189;0;14087;5
kujawsko-pomorskie;nakielski;128395;0;44348;0;t0410;56027;0;493;0;27527;0
kujawsko-pomorskie;radziejowski;60204;0;23233;0;t0411;25852;0;653;0;10466;0
kujawsko-pomorskie;rypiñski;53586;2;19623;0;t0412;22138;0;112;0;11713;2
kujawsko-pomorskie;sêpoleñski;66700;3;24924;2;t0413;29791;0;141;0;11844;1
kujawsko-pomorskie;œwiecki;120831;2;42584;0;t0414;50078;2;412;0;27757;0
kujawsko-pomorskie;toruñski;98022;0;35660;0;t0415;44346;0;440;0;17576;0
kujawsko-pomorskie;tucholski;58015;0;21126;0;t0416;24239;0;210;0;12440;0
kujawsko-pomorskie;w¹brzeski;41593;0;14997;0;t0417;17771;0;278;0;8547;0
kujawsko-pomorskie;w³oc³awski;92452;14;35571;4;t0418;38719;0;281;0;17881;10
kujawsko-pomorskie;¿niñski;73000;23;28509;3;t0419;31007;0;543;0;12941;20
kujawsko-pomorskie;Bydgoszcz;666176;90;230538;11;t0461;267796;6;1579;0;166263;73
kujawsko-pomorskie;Grudzi¹dz;179218;16;65333;0;t0462;76626;1;617;0;36642;15
kujawsko-pomorskie;Toruñ;328407;52;107203;1;t0463;126581;7;1190;0;93433;44
kujawsko-pomorskie;W³oc³awek;156308;41;50557;5;t0464;64174;11;1131;0;40446;25
lubelskie;bialski;90848;19;32956;6;t0601;38878;0;644;0;18370;13
lubelskie;bi³gorajski;81629;12;30030;1;t0602;33795;2;83;0;17721;9
lubelskie;che³mski;53567;7;20055;0;t0603;22025;0;373;0;11114;7
