wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;5;0;1;0;t0;0;0;0;0;4;0
dolnoœl¹skie;4357287;582;1559734;38;t02;1800756;49;16680;6;980117;489
kujawsko-pomorskie;2942794;296;1053889;37;t04;1220521;30;12002;0;656382;229
lubelskie;2496871;233;916597;19;t06;1055356;33;13523;3;511395;178
lubuskie;1515170;201;539780;16;t08;645619;21;5409;9;324362;155
³ódzkie;3543663;361;1292541;32;t10;1466969;46;18846;6;765307;277
ma³opolskie;4550268;695;1663397;50;t12;1901348;55;14044;1;971479;589
mazowieckie;8645596;1551;3110095;97;t14;3561276;192;40976;10;1933249;1252
opolskie;1268023;105;465010;12;t16;530369;8;5049;0;267595;85
podkarpackie;2222572;226;835089;34;t18;970264;24;8467;0;408752;168
podlaskie;1519330;151;565278;18;t20;651500;15;6102;0;296450;118
pomorskie;3614628;531;1301254;57;t22;1493200;38;15073;2;805101;434
œl¹skie;6426348;1012;2312071;84;t24;2659303;86;20628;9;1434346;833
œwiêtokrzyskie;1539975;158;561688;11;t26;650492;18;6239;0;321556;129
warmiñsko-mazurskie;1890222;184;684468;14;t28;786422;17;10502;0;408830;153
wielkopolskie;5341011;861;1921715;50;t30;2240973;398;20601;7;1157722;406
zachodniopomorskie;2531540;259;899302;13;t32;1060240;29;10581;0;561417;217
ca³y kraj;54405303;7406;19681909;582;t00;22694608;1059;224722;53;11804064;5712
