wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;36489;2;6144;0;t00
dolnoœl¹skie;boles³awiecki;30859;50;8721;0;t0201
dolnoœl¹skie;dzier¿oniowski;29168;0;8363;0;t0202
dolnoœl¹skie;g³ogowski;26601;0;7807;0;t0203
dolnoœl¹skie;górowski;10586;693;2684;1;t0204
dolnoœl¹skie;jaworski;18191;0;4581;0;t0205
dolnoœl¹skie;jeleniogórski;25173;0;7560;0;t0206
dolnoœl¹skie;kamiennogórski;12705;0;3579;0;t0207
dolnoœl¹skie;k³odzki;60618;0;19360;0;t0208
dolnoœl¹skie;legnicki;14800;0;3235;0;t0209
dolnoœl¹skie;lubañski;11333;0;3708;0;t0210
dolnoœl¹skie;lubiñski;61728;721;15977;159;t0211
dolnoœl¹skie;lwówecki;16562;0;4956;0;t0212
dolnoœl¹skie;milicki;15308;0;4576;0;t0213
dolnoœl¹skie;oleœnicki;28127;635;7354;276;t0214
dolnoœl¹skie;o³awski;25320;0;8469;0;t0215
dolnoœl¹skie;polkowicki;12031;202;2130;4;t0216
dolnoœl¹skie;strzeliñski;16156;0;4548;0;t0217
dolnoœl¹skie;œredzki;10858;0;3411;0;t0218
dolnoœl¹skie;œwidnicki;38668;59;12318;59;t0219
dolnoœl¹skie;trzebnicki;28200;179;9166;0;t0220
dolnoœl¹skie;wa³brzyski;16980;6;5426;5;t0221
dolnoœl¹skie;wo³owski;17718;103;5286;93;t0222
dolnoœl¹skie;wroc³awski;43154;0;10916;0;t0223
dolnoœl¹skie;z¹bkowicki;25831;0;8066;0;t0224
dolnoœl¹skie;zgorzelecki;25829;0;7813;0;t0225
dolnoœl¹skie;z³otoryjski;15543;0;4076;0;t0226
dolnoœl¹skie;Jelenia Góra;39525;335;11226;334;t0261
dolnoœl¹skie;Legnica;38345;0;9018;0;t0262
dolnoœl¹skie;Wroc³aw;463904;5274;113474;309;t0264
dolnoœl¹skie;Wa³brzych;117997;866;35277;620;t0265
kujawsko-pomorskie;aleksandrowski;75861;642;23769;343;t0401
kujawsko-pomorskie;brodnicki;28273;15;7907;0;t0402
kujawsko-pomorskie;bydgoski;30172;46;6769;0;t0403
kujawsko-pomorskie;che³miñski;16473;0;4197;0;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;12199;0;3485;0;t0405
kujawsko-pomorskie;grudzi¹dzki;8214;0;2019;0;t0406
kujawsko-pomorskie;inowroc³awski;48926;122;12658;4;t0407
kujawsko-pomorskie;lipnowski;21638;0;5750;0;t0408
kujawsko-pomorskie;mogileñski;10829;0;2757;0;t0409
kujawsko-pomorskie;nakielski;19791;702;4391;119;t0410
kujawsko-pomorskie;radziejowski;16965;0;4477;0;t0411
kujawsko-pomorskie;rypiñski;13997;0;4245;0;t0412
