data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2173;0
2020-12-28;4377;0
2020-12-29;10007;0
2020-12-30;20326;1
2020-12-31;10578;0
2021-01-01;1350;3
2021-01-02;2239;0
2021-01-03;648;0
2021-01-04;40560;1
2021-01-05;55209;2
2021-01-06;18729;0
2021-01-07;30348;0
2021-01-08;11813;1
2021-01-09;2264;0
2021-01-10;994;2
2021-01-11;47525;3
2021-01-12;63298;0
2021-01-13;55003;1
2021-01-14;46408;1
2021-01-15;26169;0
2021-01-16;20931;17
2021-01-17;12058;430
2021-01-18;28230;2927
2021-01-19;49418;8098
2021-01-20;50998;14428
2021-01-21;52943;14729
2021-01-22;38150;5242
2021-01-23;16678;1360
2021-01-24;5311;556
2021-01-25;72980;29418
2021-01-26;132438;48162
2021-01-27;104071;26478
2021-01-28;89185;29356
2021-01-29;43652;16097
2021-01-30;16174;3115
2021-01-31;8653;1387
2021-02-01;56998;33249
2021-02-02;114452;57200
2021-02-03;121599;55828
2021-02-04;107054;51407
2021-02-05;51865;29491
2021-02-06;24564;15637
2021-02-07;16320;10112
2021-02-08;33076;11728
2021-02-09;89805;20147
2021-02-10;112974;44630
2021-02-11;111451;58634
2021-02-12;75580;43545
2021-02-13;35453;15093
2021-02-14;14679;4843
2021-02-15;36229;11695
2021-02-16;71565;33689
2021-02-17;153927;84796
2021-02-18;173865;94114
2021-02-19;103105;50196
2021-02-20;36010;7696
2021-02-21;16038;3605
2021-02-22;43310;4116
2021-02-23;71780;20423
2021-02-24;160807;76951
2021-02-25;174839;90563
2021-02-26;103592;45602
2021-02-27;44694;11823
2021-02-28;17858;5654
2021-03-01;46168;5403
2021-03-02;82324;21669
2021-03-03;156793;67950
2021-03-04;173911;85824
2021-03-05;108692;44612
2021-03-06;49682;12055
2021-03-07;17961;5384
2021-03-08;34590;3679
2021-03-09;63896;8469
2021-03-10;143179;42951
2021-03-11;162711;68287
2021-03-12;94957;39470
2021-03-13;29849;6729
2021-03-14;11870;3038
2021-03-15;25787;3560
2021-03-16;47793;10720
2021-03-17;133900;43847
2021-03-18;155081;66454
2021-03-19;89254;38826
2021-03-20;29737;10268
2021-03-21;10657;3079
2021-03-22;51910;3975
2021-03-23;117886;19891
2021-03-24;191960;50061
2021-03-25;216211;71671
2021-03-26;161934;40606
2021-03-27;92016;15009
2021-03-28;35710;6910
2021-03-29;80109;9869
2021-03-30;117521;16093
2021-03-31;190653;20652
2021-04-01;204769;19458
2021-04-02;152713;11290
2021-04-03;36261;2755
2021-04-04;3322;349
2021-04-05;3863;526
2021-04-06;125804;8118
2021-04-07;219940;7341
2021-04-08;258185;5822
2021-04-09;220220;4698
2021-04-10;154180;4166
2021-04-11;44546;789
2021-04-12;106112;7019
2021-04-13;186600;23271
2021-04-14;254302;53832
2021-04-15;267815;59192
2021-04-16;201181;28297
2021-04-17;140659;11951
2021-04-18;39720;4029
2021-04-19;109363;13122
2021-04-20;202800;34286
2021-04-21;282651;74433
2021-04-22;305969;79334
2021-04-23;259977;46788
2021-04-24;205976;24489
2021-04-25;55927;9277
2021-04-26;139491;30794
2021-04-27;253741;58720
2021-04-28;344926;99312
2021-04-29;387650;108883
2021-04-30;357646;74900
2021-05-01;121748;15591
2021-05-02;59344;10159
2021-05-03;47100;5522
2021-05-04;234249;63143
2021-05-05;398259;122544
2021-05-06;423485;141732
2021-05-07;378495;124575
2021-05-08;257788;63516
2021-05-09;82330;14874
2021-05-10;187438;52436
2021-05-11;320152;109812
2021-05-12;433235;181017
2021-05-13;440455;193751
2021-05-14;372381;152489
2021-05-15;276857;110670
2021-05-16;90075;29686
2021-05-17;148668;50195
2021-05-18;330153;125791
2021-05-19;444724;185823
2021-05-20;443925;201198
2021-05-21;355348;155180
2021-05-22;240611;111008
2021-05-23;67793;35498
2021-05-24;134955;76848
2021-05-25;305140;158379
2021-05-26;395731;211867
2021-05-27;385590;231982
2021-05-28;348030;202074
2021-05-29;277712;151582
2021-05-30;91715;44130
2021-05-31;167273;98424
2021-06-01;462409;269196
2021-06-02;646101;398952
2021-06-03;139246;63979
2021-06-04;422635;253416
2021-06-05;268341;119624
2021-06-06;96773;40913
2021-06-07;198809;125994
2021-06-08;393562;239788
2021-06-09;494855;298053
2021-06-10;472261;292480
2021-06-11;413225;260711
2021-06-12;310479;179341
2021-06-13;99664;57765
2021-06-14;207633;165250
2021-06-15;355394;252376
