wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
woj_puste;pow_puste;261;18;101;0;t00;134;7;0;0;26;11
dolnoœl¹skie;boles³awiecki;106224;80;37807;10;t0201;46845;2;143;0;21429;68
dolnoœl¹skie;dzier¿oniowski;103768;144;36817;39;t0202;42110;24;132;0;24709;81
dolnoœl¹skie;g³ogowski;103054;17;34417;1;t0203;41780;1;178;0;26679;15
dolnoœl¹skie;górowski;37776;89;13750;35;t0204;16411;5;62;0;7553;49
dolnoœl¹skie;jaworski;58890;11;20453;0;t0205;25084;1;39;0;13314;10
dolnoœl¹skie;jeleniogórski;71314;0;26063;0;t0206;31332;0;393;0;13526;0
dolnoœl¹skie;kamiennogórski;48162;0;16865;0;t0207;19412;0;106;0;11779;0
dolnoœl¹skie;k³odzki;186535;3;67134;0;t0208;77570;0;1251;0;40580;3
dolnoœl¹skie;legnicki;62898;107;21807;42;t0209;27314;1;265;0;13512;64
dolnoœl¹skie;lubañski;47090;6;14495;0;t0210;20213;0;109;0;12273;6
dolnoœl¹skie;lubiñski;174858;0;66257;0;t0211;73411;0;993;0;34197;0
dolnoœl¹skie;lwówecki;62497;25;22517;6;t0212;26364;2;318;0;13298;17
dolnoœl¹skie;milicki;49058;95;18455;37;t0213;20726;16;117;2;9760;40
dolnoœl¹skie;oleœnicki;163189;323;54879;92;t0214;66707;27;513;0;41090;204
dolnoœl¹skie;o³awski;57612;10;22725;1;t0215;25838;0;98;0;8951;9
dolnoœl¹skie;polkowicki;60829;0;20943;0;t0216;26891;0;49;0;12946;0
dolnoœl¹skie;strzeliñski;53827;0;19745;0;t0217;22506;0;518;0;11058;0
dolnoœl¹skie;œredzki;37285;34;12412;8;t0218;14336;3;484;0;10053;23
dolnoœl¹skie;œwidnicki;160269;179;54375;62;t0219;64615;40;1190;1;40089;76
dolnoœl¹skie;trzebnicki;88336;113;32786;36;t0220;35249;16;408;0;19893;61
dolnoœl¹skie;wa³brzyski;45016;1;16830;0;t0221;18406;0;257;0;9523;1
dolnoœl¹skie;wo³owski;62215;0;21779;0;t0222;27761;0;315;0;12360;0
dolnoœl¹skie;wroc³awski;156045;494;56598;201;t0223;63337;55;1202;13;34908;225
dolnoœl¹skie;z¹bkowicki;80068;43;29024;18;t0224;34243;5;329;0;16472;20
dolnoœl¹skie;zgorzelecki;93191;37;31141;7;t0225;38867;2;219;0;22964;28
dolnoœl¹skie;z³otoryjski;52414;0;18045;0;t0226;22160;0;208;0;12001;0
dolnoœl¹skie;Jelenia Góra;132685;53;48874;5;t0261;53594;1;456;0;29761;47
dolnoœl¹skie;Legnica;133412;83;47959;39;t0262;55671;16;462;8;29320;20
dolnoœl¹skie;Wroc³aw;1485065;1056;546641;372;t0264;629085;98;4735;0;304604;586
dolnoœl¹skie;Wa³brzych;272900;68;105619;10;t0265;122201;9;792;0;44288;49
kujawsko-pomorskie;aleksandrowski;158483;0;66619;0;t0401;73009;0;529;0;18326;0
kujawsko-pomorskie;brodnicki;104644;15;39226;2;t0402;44517;0;1459;0;19442;13
kujawsko-pomorskie;bydgoski;112646;144;41742;62;t0403;46361;18;391;0;24152;64
kujawsko-pomorskie;che³miñski;62163;18;22682;6;t0404;25437;0;44;0;14000;12
kujawsko-pomorskie;golubsko-dobrzyñski;48143;105;18477;1;t0405;21242;2;341;0;8083;102
kujawsko-pomorskie;grudzi¹dzki;37074;0;13662;0;t0406;16501;0;23;0;6888;0
kujawsko-pomorskie;inowroc³awski;150047;55;55770;12;t0407;62022;7;504;0;31751;36
kujawsko-pomorskie;lipnowski;76209;33;28336;12;t0408;33096;2;343;0;14434;19
kujawsko-pomorskie;mogileñski;53567;35;18730;8;t0409;21711;1;191;0;12935;26
kujawsko-pomorskie;nakielski;125915;247;43671;70;t0410;55702;24;483;0;26059;153
kujawsko-pomorskie;radziejowski;59396;115;22978;49;t0411;25789;14;647;0;9982;52
kujawsko-pomorskie;rypiñski;52721;0;19354;0;t0412;22034;0;100;0;11233;0
kujawsko-pomorskie;sêpoleñski;65450;0;24624;0;t0413;29668;0;133;0;11025;0
kujawsko-pomorskie;œwiecki;117773;39;41832;10;t0414;49755;4;399;0;25787;25
kujawsko-pomorskie;toruñski;96462;6;35239;0;t0415;44222;0;432;0;16569;6
kujawsko-pomorskie;tucholski;56459;26;20680;2;t0416;24107;2;205;1;11467;21
kujawsko-pomorskie;w¹brzeski;40402;37;14690;19;t0417;17670;5;241;13;7801;0
kujawsko-pomorskie;w³oc³awski;91152;0;35164;0;t0418;38582;0;277;0;17129;0
kujawsko-pomorskie;¿niñski;71725;155;28102;23;t0419;30919;7;540;0;12164;125
kujawsko-pomorskie;Bydgoszcz;650712;793;227771;284;t0461;266349;72;1517;0;155075;437
kujawsko-pomorskie;Grudzi¹dz;175676;61;64475;18;t0462;76169;4;605;0;34427;39
kujawsko-pomorskie;Toruñ;318967;481;105416;177;t0463;125685;58;1178;0;86688;246
kujawsko-pomorskie;W³oc³awek;152613;66;49778;11;t0464;63728;5;1180;0;37927;50
lubelskie;bialski;89570;0;32587;0;t0601;38710;0;642;0;17631;0
lubelskie;bi³gorajski;80405;5;29757;0;t0602;33604;0;82;0;16962;5
lubelskie;che³mski;52857;0;19877;0;t0603;21975;0;367;0;10638;0
lubelskie;hrubieszowski;66738;0;23978;0;t0604;28428;0;1571;0;12761;0
lubelskie;janowski;43180;0;16705;0;t0605;19078;0;539;0;6858;0
lubelskie;krasnostawski;61219;4;21883;0;t0606;25621;2;556;0;13159;2
lubelskie;kraœnicki;97650;23;36765;8;t0607;41332;4;367;0;19186;11
lubelskie;lubartowski;81226;2;30789;0;t0608;34772;1;1316;0;14349;1
lubelskie;lubelski;124695;113;45575;31;t0609;54037;14;765;1;24318;67
lubelskie;³êczyñski;56238;0;21868;0;t0610;23867;0;586;0;9917;0
lubelskie;³ukowski;84314;0;31561;0;t0611;36571;0;236;0;15946;0
lubelskie;opolski;67300;0;24787;0;t0612;28965;0;253;0;13295;0
lubelskie;parczewski;40298;16;14913;7;t0613;17659;3;489;0;7237;6
lubelskie;pu³awski;141509;103;53050;14;t0614;58726;13;460;0;29273;76
lubelskie;radzyñski;45605;7;17059;0;t0615;19471;3;229;0;8846;4
lubelskie;rycki;75857;26;29039;5;t0616;31631;4;432;0;14755;17
lubelskie;œwidnicki;72346;12;26109;4;t0617;28770;1;149;0;17318;7
lubelskie;tomaszowski;80838;25;29642;7;t0618;35040;0;292;0;15864;18
lubelskie;w³odawski;48665;0;18150;0;t0619;20998;0;161;0;9356;0
lubelskie;zamojski;70812;65;27244;17;t0620;28765;14;322;26;14481;8
lubelskie;Bia³a Podlaska;102636;59;38888;20;t0661;44961;11;165;0;18622;28
lubelskie;Che³m;96159;0;34146;0;t0662;41585;0;174;0;20254;0
lubelskie;Lublin;642016;280;232733;81;t0663;279749;37;2785;1;126749;161
lubelskie;Zamoœæ;129099;55;48637;23;t0664;55555;8;238;0;24669;24
lubuskie;gorzowski;44300;0;15990;0;t0801;18252;0;329;0;9729;0
lubuskie;kroœnieñski;73336;12;27124;1;t0802;31831;1;58;0;14323;10
lubuskie;miêdzyrzecki;93560;52;34905;17;t0803;40604;3;764;0;17287;32
lubuskie;nowosolski;135470;243;46774;39;t0804;59719;35;448;0;28529;169
lubuskie;s³ubicki;60263;28;21780;9;t0805;25821;0;100;0;12562;19
lubuskie;strzelecko-drezdenecki;73245;0;25961;0;t0806;33508;0;176;0;13600;0
lubuskie;sulêciñski;47653;0;16325;0;t0807;21371;0;291;0;9666;0
lubuskie;œwiebodziñski;78148;278;28565;140;t0808;33987;27;92;0;15504;111
lubuskie;zielonogórski;122459;0;45873;0;t0809;54357;0;826;0;21403;0
lubuskie;¿agañski;105565;27;36076;10;t0810;44783;1;629;0;24077;16
lubuskie;¿arski;143181;155;52655;29;t0811;61518;33;230;0;28778;93
lubuskie;wschowski;41041;95;15080;46;t0812;17193;8;185;0;8583;41
lubuskie;Gorzów Wielkopolski;236612;139;82063;37;t0861;106158;12;617;3;47774;87
lubuskie;Zielona Góra;226803;77;82651;17;t0862;92895;8;505;0;50752;52
³ódzkie;be³chatowski;110754;194;38742;39;t1001;46822;21;411;0;24779;134
³ódzkie;kutnowski;130634;27;49205;18;t1002;53179;3;760;0;27490;6
³ódzkie;³aski;50142;0;19161;0;t1003;21103;0;118;0;9760;0
³ódzkie;³êczycki;73782;29;27217;2;t1004;32229;1;506;2;13830;24
³ódzkie;³owicki;121987;0;47874;0;t1005;52460;0;454;0;21199;0
³ódzkie;³ódzki wschodni;62163;24;20189;7;t1006;24487;7;358;0;17129;10
³ódzkie;opoczyñski;85523;21;31078;9;t1007;37935;1;439;0;16071;11
³ódzkie;pabianicki;166189;49;59219;16;t1008;65980;1;521;0;40469;32
³ódzkie;pajêczañski;41487;0;15000;0;t1009;18069;0;74;0;8344;0
³ódzkie;piotrkowski;72497;74;26835;25;t1010;31145;7;431;0;14086;42
³ódzkie;poddêbicki;51993;15;19779;0;t1011;21897;1;437;0;9880;14
³ódzkie;radomszczañski;128704;137;47232;59;t1012;53419;17;568;0;27485;61
³ódzkie;rawski;42733;0;15503;0;t1013;18270;0;411;0;8549;0
³ódzkie;sieradzki;144171;100;52408;45;t1014;62651;8;768;0;28344;47
³ódzkie;skierniewicki;31569;15;12467;6;t1015;14087;1;285;0;4730;8
³ódzkie;tomaszowski;149138;12;56375;7;t1016;64369;4;543;0;27851;1
³ódzkie;wieluñski;119542;48;46040;18;t1017;51641;3;764;0;21097;27
³ódzkie;wieruszowski;47555;21;17000;2;t1018;20622;1;152;0;9781;18
³ódzkie;zduñskowolski;73558;41;26257;9;t1019;30705;17;137;0;16459;15
³ódzkie;zgierski;195325;81;69973;6;t1020;80250;11;634;6;44468;58
³ódzkie;brzeziñski;47264;31;18585;5;t1021;20302;1;104;0;8273;25
³ódzkie;£ódŸ;1292826;685;475926;170;t1061;541604;63;7867;0;267429;452
³ódzkie;Piotrków Trybunalski;123356;66;43694;14;t1062;51328;7;605;0;27729;45
³ódzkie;Skierniewice;104444;0;38858;0;t1063;44568;0;896;0;20122;0
ma³opolskie;bocheñski;109500;129;39911;32;t1201;49088;16;213;0;20288;81
ma³opolskie;brzeski;95425;50;35915;15;t1202;41796;1;123;0;17591;34
ma³opolskie;chrzanowski;162006;74;57318;10;t1203;67788;4;422;0;36478;60
ma³opolskie;d¹browski;59359;14;22872;2;t1204;25980;0;192;0;10315;12
ma³opolskie;gorlicki;118051;0;45406;0;t1205;51624;0;213;0;20808;0
ma³opolskie;krakowski;237837;195;86179;50;t1206;98014;6;1951;1;51693;138
ma³opolskie;limanowski;124330;72;47056;24;t1207;56726;9;325;0;20223;39
ma³opolskie;miechowski;79092;115;31752;46;t1208;34510;13;101;0;12729;56
ma³opolskie;myœlenicki;144172;159;55501;63;t1209;63784;18;551;1;24336;77
ma³opolskie;nowos¹decki;175059;198;64810;39;t1210;80575;9;329;0;29345;150
ma³opolskie;nowotarski;178468;177;67239;50;t1211;81265;15;532;0;29432;112
ma³opolskie;olkuski;154703;151;56809;67;t1212;65724;18;360;1;31810;65
ma³opolskie;oœwiêcimski;178566;282;64157;90;t1213;72176;25;741;1;41492;166
ma³opolskie;proszowicki;59996;23;23576;2;t1214;25892;1;179;0;10349;20
ma³opolskie;suski;97751;10;37050;2;t1215;41072;2;337;0;19292;6
ma³opolskie;tarnowski;131014;192;49812;50;t1216;57115;20;569;0;23518;122
ma³opolskie;tatrzañski;49835;0;19022;0;t1217;21505;0;176;0;9132;0
ma³opolskie;wadowicki;175828;170;61841;51;t1218;76032;15;364;0;37591;104
ma³opolskie;wielicki;167446;234;58746;72;t1219;71575;31;460;0;36665;131
ma³opolskie;Kraków;1663293;1511;622237;471;t1261;695851;145;4902;38;340303;857
ma³opolskie;Nowy S¹cz;95175;302;34240;58;t1262;39243;27;169;27;21523;190
ma³opolskie;Tarnów;171117;192;60302;67;t1263;72940;18;340;1;37535;106
mazowieckie;bia³obrzeski;49156;33;19390;9;t1401;21663;2;464;0;7639;22
mazowieckie;ciechanowski;113038;57;42739;16;t1402;47889;9;743;0;21667;32
mazowieckie;garwoliñski;119306;223;46174;93;t1403;50613;20;244;0;22275;110
