wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;4;0;0;0;t00
dolnoœl¹skie;boles³awiecki;74421;100;33664;11;t0201
dolnoœl¹skie;dzier¿oniowski;70292;53;33008;12;t0202
dolnoœl¹skie;g³ogowski;66257;225;30190;6;t0203
dolnoœl¹skie;górowski;27130;27;12315;0;t0204
dolnoœl¹skie;jaworski;39749;58;17984;7;t0205
dolnoœl¹skie;jeleniogórski;51986;59;24139;11;t0206
dolnoœl¹skie;kamiennogórski;32486;109;15262;28;t0207
dolnoœl¹skie;k³odzki;130950;278;61448;90;t0208
dolnoœl¹skie;legnicki;44696;75;19962;22;t0209
dolnoœl¹skie;lubañski;30590;83;12937;29;t0210
dolnoœl¹skie;lubiñski;126498;250;60670;60;t0211
dolnoœl¹skie;lwówecki;42723;152;19843;34;t0212
dolnoœl¹skie;milicki;34942;53;16576;36;t0213
dolnoœl¹skie;oleœnicki;101365;241;46299;57;t0214
dolnoœl¹skie;o³awski;45881;50;21733;11;t0215
dolnoœl¹skie;polkowicki;42453;42;18607;11;t0216
dolnoœl¹skie;strzeliñski;37907;87;17723;13;t0217
dolnoœl¹skie;œredzki;22440;56;10596;5;t0218
dolnoœl¹skie;œwidnicki;104647;165;48077;72;t0219
dolnoœl¹skie;trzebnicki;60729;246;29293;15;t0220
dolnoœl¹skie;wa³brzyski;31827;72;15219;12;t0221
dolnoœl¹skie;wo³owski;43254;66;19316;11;t0222
dolnoœl¹skie;wroc³awski;104877;122;50072;58;t0223
dolnoœl¹skie;z¹bkowicki;56755;105;26480;42;t0224
dolnoœl¹skie;zgorzelecki;61109;150;27785;41;t0225
dolnoœl¹skie;z³otoryjski;35659;44;16106;20;t0226
dolnoœl¹skie;Jelenia Góra;91814;356;44223;63;t0261
dolnoœl¹skie;Legnica;91891;222;43246;38;t0262
dolnoœl¹skie;Wroc³aw;1067275;2215;501579;293;t0264
dolnoœl¹skie;Wa³brzych;213338;526;99762;149;t0265
kujawsko-pomorskie;aleksandrowski;133039;138;63690;17;t0401
kujawsko-pomorskie;brodnicki;73821;173;34677;33;t0402
kujawsko-pomorskie;bydgoski;78496;185;37212;70;t0403
kujawsko-pomorskie;che³miñski;42671;117;20030;16;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;36540;89;17032;35;t0405
kujawsko-pomorskie;grudzi¹dzki;27053;78;12275;35;t0406
kujawsko-pomorskie;inowroc³awski;106292;164;50581;23;t0407
kujawsko-pomorskie;lipnowski;54661;106;25185;20;t0408
kujawsko-pomorskie;mogileñski;33819;56;15821;29;t0409
kujawsko-pomorskie;nakielski;86806;53;38792;7;t0410
kujawsko-pomorskie;radziejowski;45201;0;21188;0;t0411
kujawsko-pomorskie;rypiñski;36798;100;17273;65;t0412
kujawsko-pomorskie;sêpoleñski;49362;74;22742;7;t0413
kujawsko-pomorskie;œwiecki;80273;58;36847;14;t0414
kujawsko-pomorskie;toruñski;73272;74;32280;45;t0415
kujawsko-pomorskie;tucholski;40088;116;18420;30;t0416
kujawsko-pomorskie;w¹brzeski;28975;72;13193;14;t0417
kujawsko-pomorskie;w³oc³awski;66511;157;31758;26;t0418
kujawsko-pomorskie;¿niñski;53655;27;25577;13;t0419
kujawsko-pomorskie;Bydgoszcz;442841;835;206649;126;t0461
kujawsko-pomorskie;Grudzi¹dz;126387;260;58411;50;t0462
kujawsko-pomorskie;Toruñ;198376;477;91756;77;t0463
kujawsko-pomorskie;W³oc³awek;96896;137;43703;40;t0464
lubelskie;bialski;62909;126;28844;32;t0601
lubelskie;bi³gorajski;55424;79;26354;26;t0602
lubelskie;che³mski;36838;47;17430;17;t0603
lubelskie;hrubieszowski;46071;93;21188;41;t0604
lubelskie;janowski;31924;49;14938;9;t0605
lubelskie;krasnostawski;42145;78;19472;20;t0606
lubelskie;kraœnicki;68350;197;32339;66;t0607
lubelskie;lubartowski;56652;147;26641;59;t0608
lubelskie;lubelski;86488;183;39548;68;t0609
lubelskie;³êczyñski;40911;82;19627;33;t0610
lubelskie;³ukowski;58034;102;27235;14;t0611
lubelskie;opolski;46361;71;21418;28;t0612
lubelskie;parczewski;28743;14;13324;10;t0613
lubelskie;pu³awski;100358;236;47872;70;t0614
lubelskie;radzyñski;31490;57;14937;1;t0615
lubelskie;rycki;54737;35;26326;17;t0616
lubelskie;œwidnicki;47482;138;22716;33;t0617
lubelskie;tomaszowski;57460;101;26635;33;t0618
lubelskie;w³odawski;35607;6;16641;0;t0619
lubelskie;zamojski;49739;116;24201;61;t0620
lubelskie;Bia³a Podlaska;71866;162;33902;20;t0661
lubelskie;Che³m;65057;199;29716;67;t0662
lubelskie;Lublin;454229;1203;208307;266;t0663
lubelskie;Zamoœæ;91680;179;43159;46;t0664
lubuskie;gorzowski;30074;33;14058;4;t0801
lubuskie;kroœnieñski;51990;191;24547;73;t0802
lubuskie;miêdzyrzecki;68250;89;31874;30;t0803
lubuskie;nowosolski;94215;124;42170;14;t0804
lubuskie;s³ubicki;39542;117;18835;44;t0805
lubuskie;strzelecko-drezdenecki;51955;93;23258;15;t0806
lubuskie;sulêciñski;31966;76;14454;1;t0807
lubuskie;œwiebodziñski;56072;19;26053;0;t0808
lubuskie;zielonogórski;90596;300;42150;52;t0809
lubuskie;¿agañski;70460;81;31977;27;t0810
lubuskie;¿arski;102022;230;47877;19;t0811
lubuskie;wschowski;28023;86;13425;16;t0812
lubuskie;Gorzów Wielkopolski;156566;460;71590;101;t0861
lubuskie;Zielona Góra;153959;527;73401;148;t0862
³ódzkie;be³chatowski;75710;184;34698;59;t1001
³ódzkie;kutnowski;90738;176;44054;28;t1002
³ódzkie;³aski;36939;76;17643;4;t1003
³ódzkie;³êczycki;52776;23;24410;16;t1004
³ódzkie;³owicki;91690;152;43911;50;t1005
³ódzkie;³ódzki wschodni;38078;32;17225;2;t1006
³ódzkie;opoczyñski;61225;107;27733;34;t1007
³ódzkie;pabianicki;110570;213;52472;42;t1008
³ódzkie;pajêczañski;30329;19;13851;19;t1009
³ódzkie;piotrkowski;51368;12;23896;1;t1010
³ódzkie;poddêbicki;37966;53;18004;4;t1011
³ódzkie;radomszczañski;90627;29;42858;1;t1012
³ódzkie;rawski;29810;138;13688;81;t1013
³ódzkie;sieradzki;102502;189;46878;60;t1014
³ódzkie;skierniewicki;24531;0;11580;0;t1015
³ódzkie;tomaszowski;107865;123;51198;26;t1016
³ódzkie;wieluñski;89233;57;42519;24;t1017
³ódzkie;wieruszowski;33687;24;15342;1;t1018
³ódzkie;zduñskowolski;51068;69;23730;2;t1019
³ódzkie;zgierski;132642;389;62506;99;t1020
³ódzkie;brzeziñski;35287;6;16893;5;t1021
³ódzkie;£ódŸ;918416;1543;434412;352;t1061
³ódzkie;Piotrków Trybunalski;83930;156;39201;22;t1062
³ódzkie;Skierniewice;74098;106;34947;21;t1063
ma³opolskie;bocheñski;79784;108;35944;39;t1201
ma³opolskie;brzeski;68174;89;31741;40;t1202
ma³opolskie;chrzanowski;112535;219;52017;17;t1203
ma³opolskie;d¹browski;43070;31;20224;7;t1204
ma³opolskie;gorlicki;87201;137;41380;40;t1205
ma³opolskie;krakowski;162371;360;76262;110;t1206
ma³opolskie;limanowski;90313;188;41590;67;t1207
ma³opolskie;miechowski;61465;97;29563;40;t1208
ma³opolskie;myœlenicki;105531;168;49693;51;t1209
ma³opolskie;nowos¹decki;132919;245;59712;90;t1210
ma³opolskie;nowotarski;132726;99;60675;35;t1211
ma³opolskie;olkuski;111252;78;51754;29;t1212
ma³opolskie;oœwiêcimski;123159;219;58253;68;t1213
ma³opolskie;proszowicki;44593;66;21277;33;t1214
ma³opolskie;suski;69851;139;33203;87;t1215
ma³opolskie;tarnowski;96866;154;45121;85;t1216
ma³opolskie;tatrzañski;36015;180;17038;35;t1217
ma³opolskie;wadowicki;121896;68;54927;29;t1218
ma³opolskie;wielicki;112535;150;51139;53;t1219
ma³opolskie;Kraków;1197177;2278;569064;345;t1261
ma³opolskie;Nowy S¹cz;64894;41;30733;28;t1262
ma³opolskie;Tarnów;115906;142;53179;47;t1263
mazowieckie;bia³obrzeski;36301;121;17305;34;t1401
mazowieckie;ciechanowski;81142;62;38597;6;t1402
mazowieckie;garwoliñski;84138;207;40367;52;t1403
mazowieckie;gostyniñski;28717;57;13904;16;t1404
mazowieckie;grodziski;96931;338;44682;106;t1405
mazowieckie;grójecki;107278;47;50556;3;t1406
mazowieckie;kozienicki;44736;112;21418;42;t1407
mazowieckie;legionowski;77863;193;34255;42;t1408
mazowieckie;lipski;26827;30;12800;25;t1409
mazowieckie;³osicki;18897;34;9147;10;t1410
mazowieckie;makowski;42194;230;19584;73;t1411
mazowieckie;miñski;131254;93;59177;38;t1412
mazowieckie;m³awski;61813;93;29545;15;t1413
mazowieckie;nowodworski;114319;154;52952;29;t1414
mazowieckie;ostro³êcki;50364;132;23743;29;t1415
mazowieckie;ostrowski;51420;60;25073;20;t1416
