wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
dolnoœl¹skie;boles³awiecki;46898;924;15093;704;t0201
dolnoœl¹skie;dzier¿oniowski;43958;759;15326;503;t0202
dolnoœl¹skie;g³ogowski;40231;605;13314;293;t0203
dolnoœl¹skie;górowski;16963;322;4965;120;t0204
dolnoœl¹skie;jaworski;27224;892;9044;663;t0205
dolnoœl¹skie;jeleniogórski;36154;510;13977;343;t0206
dolnoœl¹skie;kamiennogórski;19828;553;7183;391;t0207
dolnoœl¹skie;k³odzki;82557;1364;30421;859;t0208
dolnoœl¹skie;legnicki;25696;608;6921;403;t0209
dolnoœl¹skie;lubañski;17318;224;5934;143;t0210
dolnoœl¹skie;lubiñski;91263;1031;35434;760;t0211
dolnoœl¹skie;lwówecki;25230;572;8604;267;t0212
dolnoœl¹skie;milicki;22328;523;8530;402;t0213
dolnoœl¹skie;oleœnicki;48812;839;13426;195;t0214
dolnoœl¹skie;o³awski;33703;789;13827;441;t0215
dolnoœl¹skie;polkowicki;24515;335;5366;144;t0216
dolnoœl¹skie;strzeliñski;24138;545;8655;317;t0217
dolnoœl¹skie;œredzki;15171;266;5955;194;t0218
dolnoœl¹skie;œwidnicki;62565;1470;19809;463;t0219
dolnoœl¹skie;trzebnicki;39533;1102;15138;699;t0220
dolnoœl¹skie;wa³brzyski;23462;192;9552;140;t0221
dolnoœl¹skie;wo³owski;27794;869;9806;593;t0222
dolnoœl¹skie;wroc³awski;67463;1789;23860;1093;t0223
dolnoœl¹skie;z¹bkowicki;37472;865;13953;428;t0224
dolnoœl¹skie;zgorzelecki;37079;857;13603;387;t0225
dolnoœl¹skie;z³otoryjski;22967;456;7892;380;t0226
dolnoœl¹skie;Jelenia Góra;58312;975;20751;541;t0261
dolnoœl¹skie;Legnica;58992;1479;20401;897;t0262
dolnoœl¹skie;Wroc³aw;699994;12110;246179;7476;t0264
dolnoœl¹skie;Wa³brzych;153632;1457;57932;839;t0265
kujawsko-pomorskie;aleksandrowski;102586;1382;43018;979;t0401
kujawsko-pomorskie;brodnicki;43113;969;15024;485;t0402
kujawsko-pomorskie;bydgoski;47428;1042;15846;680;t0403
kujawsko-pomorskie;che³miñski;24033;565;8173;269;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;20165;409;5961;293;t0405
kujawsko-pomorskie;grudzi¹dzki;15474;397;4613;232;t0406
kujawsko-pomorskie;inowroc³awski;72586;1355;27299;856;t0407
kujawsko-pomorskie;lipnowski;32014;745;10455;569;t0408
