wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;645;0;133;0;t00
dolnoœl¹skie;boles³awiecki;43596;0;12540;0;t0201
dolnoœl¹skie;dzier¿oniowski;41174;120;14139;111;t0202
dolnoœl¹skie;g³ogowski;38008;0;12407;0;t0203
dolnoœl¹skie;górowski;16151;281;4550;1;t0204
dolnoœl¹skie;jaworski;25448;0;7753;0;t0205
dolnoœl¹skie;jeleniogórski;34347;0;12610;0;t0206
dolnoœl¹skie;kamiennogórski;17817;0;5996;0;t0207
dolnoœl¹skie;k³odzki;78296;0;27886;0;t0208
dolnoœl¹skie;legnicki;24146;24;6109;0;t0209
dolnoœl¹skie;lubañski;16271;0;5455;0;t0210
dolnoœl¹skie;lubiñski;86399;374;31963;313;t0211
dolnoœl¹skie;lwówecki;23644;0;7914;0;t0212
dolnoœl¹skie;milicki;21066;0;7640;0;t0213
dolnoœl¹skie;oleœnicki;46561;240;12724;183;t0214
dolnoœl¹skie;o³awski;31380;0;12226;0;t0215
dolnoœl¹skie;polkowicki;23374;1;4881;0;t0216
dolnoœl¹skie;strzeliñski;22655;0;7820;0;t0217
dolnoœl¹skie;œredzki;14364;0;5319;0;t0218
dolnoœl¹skie;œwidnicki;58054;60;18332;59;t0219
dolnoœl¹skie;trzebnicki;37102;270;13909;0;t0220
dolnoœl¹skie;wa³brzyski;22289;47;8753;26;t0221
dolnoœl¹skie;wo³owski;25625;0;8441;0;t0222
dolnoœl¹skie;wroc³awski;62323;0;21431;0;t0223
dolnoœl¹skie;z¹bkowicki;35176;3;12527;1;t0224
dolnoœl¹skie;zgorzelecki;34496;0;12168;0;t0225
dolnoœl¹skie;z³otoryjski;21368;0;6700;0;t0226
dolnoœl¹skie;Jelenia Góra;55025;0;18752;0;t0261
dolnoœl¹skie;Legnica;54127;0;17057;0;t0262
dolnoœl¹skie;Wroc³aw;652520;1125;216268;348;t0264
dolnoœl¹skie;Wa³brzych;148676;1093;54056;660;t0265
kujawsko-pomorskie;aleksandrowski;97849;60;39628;0;t0401
kujawsko-pomorskie;brodnicki;39821;158;13208;0;t0402
kujawsko-pomorskie;bydgoski;44133;60;13834;60;t0403
kujawsko-pomorskie;che³miñski;22729;238;7491;59;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;18905;0;5176;0;t0405
kujawsko-pomorskie;grudzi¹dzki;13984;0;3596;0;t0406
kujawsko-pomorskie;inowroc³awski;67763;325;24207;4;t0407
kujawsko-pomorskie;lipnowski;29962;0;8992;0;t0408
kujawsko-pomorskie;mogileñski;14222;0;4022;0;t0409
kujawsko-pomorskie;nakielski;42534;533;11218;294;t0410
kujawsko-pomorskie;radziejowski;25280;0;7033;0;t0411
kujawsko-pomorskie;rypiñski;20022;0;6667;0;t0412
kujawsko-pomorskie;sêpoleñski;28236;0;8231;0;t0413
kujawsko-pomorskie;œwiecki;42813;47;13041;45;t0414
kujawsko-pomorskie;toruñski;40412;402;10303;399;t0415
kujawsko-pomorskie;tucholski;21210;42;5727;0;t0416
kujawsko-pomorskie;w¹brzeski;15434;636;4724;205;t0417
kujawsko-pomorskie;w³oc³awski;34888;0;10430;0;t0418
kujawsko-pomorskie;¿niñski;29119;0;8868;0;t0419
kujawsko-pomorskie;Bydgoszcz;265912;1462;88812;756;t0461
kujawsko-pomorskie;Grudzi¹dz;76219;0;27998;0;t0462
kujawsko-pomorskie;Toruñ;104548;669;33090;129;t0463
kujawsko-pomorskie;W³oc³awek;49935;135;14718;0;t0464
lubelskie;bialski;39509;221;13574;3;t0601
lubelskie;bi³gorajski;33885;0;12574;0;t0602
lubelskie;che³mski;22409;1;7503;0;t0603
lubelskie;hrubieszowski;26706;0;9031;0;t0604
lubelskie;janowski;19295;0;7064;0;t0605
lubelskie;krasnostawski;25838;131;8367;83;t0606
lubelskie;kraœnicki;42878;0;14110;0;t0607
lubelskie;lubartowski;35431;169;12318;9;t0608
lubelskie;lubelski;53792;0;18503;0;t0609
lubelskie;³êczyñski;26296;0;9376;0;t0610
lubelskie;³ukowski;34295;180;13015;92;t0611
lubelskie;opolski;27261;180;9617;13;t0612
lubelskie;parczewski;19380;0;7171;0;t0613
lubelskie;pu³awski;64191;16;24343;0;t0614
lubelskie;radzyñski;19151;0;6860;0;t0615
lubelskie;rycki;33651;0;11583;0;t0616
lubelskie;œwidnicki;27470;17;9246;9;t0617
lubelskie;tomaszowski;34498;290;11847;176;t0618
lubelskie;w³odawski;23699;0;8378;0;t0619
lubelskie;zamojski;30972;10;11678;4;t0620
lubelskie;Bia³a Podlaska;45666;0;16716;0;t0661
lubelskie;Che³m;39095;227;13612;22;t0662
lubelskie;Lublin;300439;1379;111720;709;t0663
lubelskie;Zamoœæ;56923;0;19622;0;t0664
lubuskie;gorzowski;19661;1;6820;1;t0801
lubuskie;kroœnieñski;31025;0;9813;0;t0802
lubuskie;miêdzyrzecki;43209;128;14494;125;t0803
lubuskie;nowosolski;54279;341;17845;305;t0804
lubuskie;s³ubicki;21485;2;6106;0;t0805
lubuskie;strzelecko-drezdenecki;29513;205;9812;18;t0806
lubuskie;sulêciñski;15812;64;4997;1;t0807
lubuskie;œwiebodziñski;35315;720;11305;114;t0808
lubuskie;zielonogórski;58943;0;22240;0;t0809
lubuskie;¿agañski;40211;0;12132;0;t0810
lubuskie;¿arski;63580;305;21133;299;t0811
lubuskie;wschowski;14445;0;4337;0;t0812
lubuskie;Gorzów Wielkopolski;84498;500;28176;47;t0861
lubuskie;Zielona Góra;97284;96;35791;16;t0862
³ódzkie;be³chatowski;40046;266;13473;266;t1001
³ódzkie;kutnowski;52131;0;17580;0;t1002
³ódzkie;³aski;18976;194;6042;0;t1003
³ódzkie;³êczycki;28946;174;10209;1;t1004
³ódzkie;³owicki;60326;242;21086;160;t1005
³ódzkie;³ódzki wschodni;22246;1;7105;1;t1006
³ódzkie;opoczyñski;34737;672;11652;188;t1007
³ódzkie;pabianicki;61903;104;19443;58;t1008
³ódzkie;pajêczañski;17914;0;5441;0;t1009
³ódzkie;piotrkowski;26720;60;8792;0;t1010
³ódzkie;poddêbicki;21430;0;6570;0;t1011
³ódzkie;radomszczañski;50689;258;17596;196;t1012
