wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;22;0;8;0;t0;9;0;0;0;5;0
dolnoœl¹skie;4346876;368;1558818;13;t02;1799994;15;16766;5;971298;335
kujawsko-pomorskie;2937211;204;1053404;8;t04;1220133;6;11992;1;651682;189
lubelskie;2493316;118;916257;9;t06;1054991;10;13511;1;508557;98
lubuskie;1512542;86;539509;6;t08;645384;6;5395;0;322254;74
³ódzkie;3537101;224;1291997;17;t10;1466448;14;18813;8;759843;185
ma³opolskie;4538377;625;1662444;37;t12;1900404;38;13987;6;961542;544
mazowieckie;8621977;853;3108184;30;t14;3558929;74;40865;2;1913999;747
opolskie;1265708;102;464775;1;t16;530111;2;5035;1;265787;98
podkarpackie;2219249;67;834737;5;t18;969798;4;8447;0;406267;58
podlaskie;1517020;73;565031;4;t20;651178;7;6097;1;294714;61
pomorskie;3606033;376;1300551;20;t22;1492550;27;15017;2;797915;327
œl¹skie;6410185;707;2310838;33;t24;2658098;36;20551;2;1420698;636
œwiêtokrzyskie;1537626;82;561496;5;t26;650296;12;6245;0;319589;65
warmiñsko-mazurskie;1887402;75;684220;7;t28;786224;13;10521;0;406437;55
wielkopolskie;5318837;373;1920730;15;t30;2228641;23;20576;13;1148890;322
zachodniopomorskie;2526241;221;898905;18;t32;1059788;19;10587;0;556961;184
ca³y kraj;54275723;4554;19671904;228;t00;22672976;306;224405;42;11706438;3978
