wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
dolnoœl¹skie;boles³awiecki;52733;0;19317;0;t0201
dolnoœl¹skie;dzier¿oniowski;48558;119;18101;39;t0202
dolnoœl¹skie;g³ogowski;44255;396;15428;172;t0203
dolnoœl¹skie;górowski;18861;302;6148;196;t0204
dolnoœl¹skie;jaworski;29966;41;11175;18;t0205
dolnoœl¹skie;jeleniogórski;39081;0;15946;0;t0206
dolnoœl¹skie;kamiennogórski;22177;0;8479;0;t0207
dolnoœl¹skie;k³odzki;91044;0;35796;0;t0208
dolnoœl¹skie;legnicki;29546;384;9492;156;t0209
dolnoœl¹skie;lubañski;18733;0;6710;0;t0210
dolnoœl¹skie;lubiñski;99540;675;42228;592;t0211
dolnoœl¹skie;lwówecki;27843;292;10059;29;t0212
dolnoœl¹skie;milicki;24522;59;9748;26;t0213
dolnoœl¹skie;oleœnicki;57121;1455;17682;1080;t0214
dolnoœl¹skie;o³awski;36546;0;15620;0;t0215
dolnoœl¹skie;polkowicki;28328;652;8317;623;t0216
dolnoœl¹skie;strzeliñski;26467;67;10026;58;t0217
dolnoœl¹skie;œredzki;16536;0;6792;0;t0218
dolnoœl¹skie;œwidnicki;68607;454;23546;415;t0219
dolnoœl¹skie;trzebnicki;43314;288;16975;181;t0220
dolnoœl¹skie;wa³brzyski;25476;109;10828;24;t0221
dolnoœl¹skie;wo³owski;30881;76;11780;14;t0222
dolnoœl¹skie;wroc³awski;75618;1251;28618;839;t0223
dolnoœl¹skie;z¹bkowicki;41057;947;16410;879;t0224
dolnoœl¹skie;zgorzelecki;40886;60;16215;0;t0225
dolnoœl¹skie;z³otoryjski;25646;120;9642;58;t0226
dolnoœl¹skie;Jelenia Góra;65128;117;25418;44;t0261
dolnoœl¹skie;Legnica;66887;390;26428;284;t0262
dolnoœl¹skie;Wroc³aw;788443;6836;308307;4676;t0264
dolnoœl¹skie;Wa³brzych;166446;1582;67132;1373;t0265
kujawsko-pomorskie;aleksandrowski;110681;534;49366;316;t0401
kujawsko-pomorskie;brodnicki;48002;21;17308;0;t0402
kujawsko-pomorskie;bydgoski;53744;559;19801;406;t0403
kujawsko-pomorskie;che³miñski;27883;618;10328;108;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;23359;440;8013;135;t0405
kujawsko-pomorskie;grudzi¹dzki;17132;0;5592;0;t0406
kujawsko-pomorskie;inowroc³awski;80150;588;32355;511;t0407
kujawsko-pomorskie;lipnowski;37008;292;13883;6;t0408
kujawsko-pomorskie;mogileñski;17832;0;5691;0;t0409
kujawsko-pomorskie;nakielski;53491;1079;17392;436;t0410
kujawsko-pomorskie;radziejowski;31564;146;10961;24;t0411
kujawsko-pomorskie;rypiñski;23361;0;8226;0;t0412
kujawsko-pomorskie;sêpoleñski;35388;813;13355;535;t0413
kujawsko-pomorskie;œwiecki;53080;623;19926;154;t0414
kujawsko-pomorskie;toruñski;49451;699;15859;371;t0415
kujawsko-pomorskie;tucholski;25944;96;8600;4;t0416
kujawsko-pomorskie;w¹brzeski;18308;299;6430;299;t0417
kujawsko-pomorskie;w³oc³awski;43777;227;16065;172;t0418
kujawsko-pomorskie;¿niñski;35118;353;12076;18;t0419
kujawsko-pomorskie;Bydgoszcz;315065;2503;120590;955;t0461
kujawsko-pomorskie;Grudzi¹dz;90869;67;35231;46;t0462
kujawsko-pomorskie;Toruñ;127493;733;45209;258;t0463
kujawsko-pomorskie;W³oc³awek;62731;435;21850;271;t0464
lubelskie;bialski;45517;164;17532;105;t0601
lubelskie;bi³gorajski;39970;0;16331;0;t0602
lubelskie;che³mski;26442;34;10172;0;t0603
lubelskie;hrubieszowski;31758;0;12161;0;t0604
lubelskie;janowski;21960;30;8601;0;t0605
lubelskie;krasnostawski;30977;116;12050;68;t0606
lubelskie;kraœnicki;51571;46;20949;46;t0607
lubelskie;lubartowski;40642;381;15861;205;t0608
lubelskie;lubelski;63545;280;25276;229;t0609
lubelskie;³êczyñski;30701;35;12300;0;t0610
lubelskie;³ukowski;40275;315;16710;248;t0611
lubelskie;opolski;32375;199;12962;99;t0612
lubelskie;parczewski;21966;0;8946;0;t0613
lubelskie;pu³awski;72914;155;29698;155;t0614
lubelskie;radzyñski;22227;258;8726;254;t0615
lubelskie;rycki;40362;272;16254;212;t0616
lubelskie;œwidnicki;33071;295;13316;288;t0617
lubelskie;tomaszowski;40708;224;16374;183;t0618
lubelskie;w³odawski;27776;66;11363;58;t0619
lubelskie;zamojski;35926;60;14847;58;t0620
lubelskie;Bia³a Podlaska;53170;281;21865;199;t0661
lubelskie;Che³m;45895;181;18027;79;t0662
lubelskie;Lublin;346005;1508;144806;973;t0663
lubelskie;Zamoœæ;68466;345;28391;113;t0664
lubuskie;gorzowski;22145;0;8792;0;t0801
lubuskie;kroœnieñski;38435;204;15635;198;t0802
lubuskie;miêdzyrzecki;50888;105;20137;39;t0803
lubuskie;nowosolski;66061;841;26496;673;t0804
lubuskie;s³ubicki;26447;427;9569;200;t0805
lubuskie;strzelecko-drezdenecki;36056;584;14153;485;t0806
lubuskie;sulêciñski;19300;0;7068;0;t0807
lubuskie;œwiebodziñski;41680;1125;15779;789;t0808
lubuskie;zielonogórski;67878;443;27271;351;t0809
lubuskie;¿agañski;49091;308;18714;136;t0810
lubuskie;¿arski;76429;761;31128;699;t0811
lubuskie;wschowski;17478;891;6570;784;t0812
lubuskie;Gorzów Wielkopolski;104718;882;42585;538;t0861
lubuskie;Zielona Góra;113321;337;46114;160;t0862
³ódzkie;be³chatowski;48958;328;17546;310;t1001
³ódzkie;kutnowski;61713;306;23542;73;t1002
³ódzkie;³aski;22592;110;8311;55;t1003
³ódzkie;³êczycki;34538;119;13405;50;t1004
³ódzkie;³owicki;69987;504;28879;431;t1005
³ódzkie;³ódzki wschodni;26144;193;9137;106;t1006
³ódzkie;opoczyñski;41239;300;15742;63;t1007
³ódzkie;pabianicki;76699;897;29034;579;t1008
³ódzkie;pajêczañski;22665;73;8712;15;t1009
³ódzkie;piotrkowski;33394;574;11822;221;t1010
³ódzkie;poddêbicki;24772;0;9539;0;t1011
³ódzkie;radomszczañski;60250;410;23948;147;t1012
³ódzkie;rawski;20037;0;7702;0;t1013
³ódzkie;sieradzki;69139;458;25930;175;t1014
³ódzkie;skierniewicki;17265;39;6724;14;t1015
³ódzkie;tomaszowski;75740;0;29794;0;t1016
³ódzkie;wieluñski;66548;649;26589;488;t1017
³ódzkie;wieruszowski;23333;90;8638;10;t1018
³ódzkie;zduñskowolski;32894;274;11244;111;t1019
³ódzkie;zgierski;92724;324;34362;321;t1020
³ódzkie;brzeziñski;25700;114;10307;76;t1021
³ódzkie;£ódŸ;693972;4463;281696;2477;t1061
³ódzkie;Piotrków Trybunalski;52850;0;19723;0;t1062
³ódzkie;Skierniewice;54254;376;21550;165;t1063
ma³opolskie;bocheñski;50637;1013;17810;674;t1201
ma³opolskie;brzeski;45273;579;17014;52;t1202
ma³opolskie;chrzanowski;78699;600;27857;292;t1203
ma³opolskie;d¹browski;28787;63;10791;6;t1204
ma³opolskie;gorlicki;62229;160;25528;32;t1205
ma³opolskie;krakowski;106249;476;39110;134;t1206
ma³opolskie;limanowski;59186;600;22024;377;t1207
ma³opolskie;miechowski;45712;0;18188;0;t1208
ma³opolskie;myœlenicki;66086;401;23362;168;t1209
ma³opolskie;nowos¹decki;91085;933;33959;279;t1210
ma³opolskie;nowotarski;90318;695;33978;251;t1211
ma³opolskie;olkuski;81199;1028;31435;696;t1212
ma³opolskie;oœwiêcimski;75500;1847;24817;570;t1213
ma³opolskie;proszowicki;29800;560;11471;535;t1214
ma³opolskie;suski;45864;242;16874;50;t1215
ma³opolskie;tarnowski;66982;875;26029;540;t1216
ma³opolskie;tatrzañski;24523;144;9504;138;t1217
ma³opolskie;wadowicki;76311;1187;26243;370;t1218
ma³opolskie;wielicki;69874;1746;22362;1173;t1219
ma³opolskie;Kraków;872793;8254;340351;5074;t1261
ma³opolskie;Nowy S¹cz;42290;233;14773;54;t1262
ma³opolskie;Tarnów;75572;955;29029;704;t1263
mazowieckie;bia³obrzeski;25143;345;9697;265;t1401
mazowieckie;ciechanowski;56256;186;21829;144;t1402
mazowieckie;garwoliñski;55194;344;19997;65;t1403
mazowieckie;gostyniñski;19405;155;7564;65;t1404
mazowieckie;grodziski;66900;267;25495;125;t1405
mazowieckie;grójecki;75614;731;29699;572;t1406
mazowieckie;kozienicki;29425;652;11463;394;t1407
mazowieckie;legionowski;50267;1321;16595;286;t1408
mazowieckie;lipski;18829;49;7676;49;t1409
mazowieckie;³osicki;12710;31;5127;10;t1410
mazowieckie;makowski;29301;0;11436;0;t1411
mazowieckie;miñski;89866;1226;33011;302;t1412
mazowieckie;m³awski;38513;138;14434;7;t1413
mazowieckie;nowodworski;75867;554;30238;287;t1414
mazowieckie;ostro³êcki;36344;0;14435;0;t1415
mazowieckie;ostrowski;36116;134;14873;110;t1416
mazowieckie;otwocki;61574;439;23154;127;t1417
mazowieckie;piaseczyñski;169391;1386;61340;1104;t1418
mazowieckie;p³ocki;55272;364;20117;20;t1419
mazowieckie;p³oñski;55579;890;19912;839;t1420
mazowieckie;pruszkowski;82907;1787;28152;1583;t1421
mazowieckie;przasnyski;36663;106;14767;71;t1422
mazowieckie;przysuski;18675;95;7566;1;t1423
mazowieckie;pu³tuski;31609;40;11934;40;t1424
mazowieckie;radomski;43486;441;16986;250;t1425
mazowieckie;siedlecki;22838;182;9441;97;t1426
mazowieckie;sierpecki;29502;116;11035;95;t1427
mazowieckie;sochaczewski;58600;1124;21698;949;t1428
mazowieckie;soko³owski;31499;63;12929;62;t1429
mazowieckie;szyd³owiecki;12302;78;4934;78;t1430
mazowieckie;warszawski zachodni;83174;1427;31267;1050;t1432
mazowieckie;wêgrowski;31071;0;11879;0;t1433
mazowieckie;wo³omiñski;136782;3307;49365;2138;t1434
mazowieckie;wyszkowski;41570;300;15723;147;t1435
mazowieckie;zwoleñski;19476;257;7596;73;t1436
mazowieckie;¿uromiñski;19322;0;7635;0;t1437
mazowieckie;¿yrardowski;37552;464;14320;289;t1438
mazowieckie;Ostro³êka;56634;44;24807;7;t1461
mazowieckie;P³ock;89504;1034;34978;578;t1462
mazowieckie;Radom;165478;2200;62010;1278;t1463
mazowieckie;Siedlce;92313;371;39081;131;t1464
mazowieckie;Warszawa;1883978;15316;714617;10436;t1465
opolskie;brzeski;57395;386;24304;386;t1601
opolskie;g³ubczycki;32680;279;14000;274;t1602
opolskie;kêdzierzyñsko-kozielski;63350;991;26665;891;t1603
opolskie;kluczborski;38193;112;15109;41;t1604
opolskie;krapkowicki;73350;849;28171;585;t1605
opolskie;namys³owski;20350;280;8226;280;t1606
opolskie;nyski;75555;630;32754;591;t1607
opolskie;oleski;38036;525;15908;448;t1608
opolskie;opolski;51185;119;20886;40;t1609
opolskie;prudnicki;30683;398;12768;361;t1610
opolskie;strzelecki;38797;60;14892;32;t1611
opolskie;Opole;148742;812;63162;623;t1661
podkarpackie;bieszczadzki;6777;30;2603;7;t1801
podkarpackie;brzozowski;38024;78;16821;47;t1802
podkarpackie;dêbicki;52297;0;20427;0;t1803
podkarpackie;jaros³awski;39778;392;17215;300;t1804
podkarpackie;jasielski;42897;383;17447;296;t1805
podkarpackie;kolbuszowski;17366;68;7299;40;t1806
podkarpackie;kroœnieñski;40181;80;17240;51;t1807
podkarpackie;le¿ajski;29230;0;12036;0;t1808
podkarpackie;lubaczowski;25128;21;10704;9;t1809
podkarpackie;³añcucki;31551;29;13369;21;t1810
podkarpackie;mielecki;71011;823;30531;734;t1811
podkarpackie;ni¿añski;25685;116;10994;114;t1812
podkarpackie;przemyski;14166;0;5939;0;t1813
podkarpackie;przeworski;22558;0;9515;0;t1814
podkarpackie;ropczycko-sêdziszowski;29376;264;12346;226;t1815
podkarpackie;rzeszowski;42692;130;18104;112;t1816
podkarpackie;sanocki;28560;371;11983;181;t1817
podkarpackie;stalowowolski;56557;0;23844;0;t1818
podkarpackie;strzy¿owski;20986;90;9083;63;t1819
podkarpackie;tarnobrzeski;10698;8;4317;0;t1820
podkarpackie;leski;9747;0;4440;0;t1821
podkarpackie;Krosno;33422;264;14462;187;t1861
podkarpackie;Przemyœl;33940;67;14710;67;t1862
podkarpackie;Rzeszów;455798;5687;200197;5164;t1863
podkarpackie;Tarnobrzeg;47661;241;20486;139;t1864
podlaskie;augustowski;32383;0;12878;0;t2001
podlaskie;bia³ostocki;50505;95;21966;80;t2002
podlaskie;bielski;28289;60;11973;47;t2003
podlaskie;grajewski;20401;175;8418;43;t2004
podlaskie;hajnowski;23974;18;10465;8;t2005
podlaskie;kolneñski;17432;0;7580;0;t2006
podlaskie;³om¿yñski;11599;0;5018;0;t2007
podlaskie;moniecki;17048;36;6779;27;t2008
podlaskie;sejneñski;9126;0;3698;0;t2009
podlaskie;siemiatycki;25294;0;10947;0;t2010
podlaskie;sokólski;31707;179;12888;29;t2011
podlaskie;suwalski;6552;0;2759;0;t2012
podlaskie;wysokomazowiecki;35338;108;14629;103;t2013
podlaskie;zambrowski;18351;81;7268;8;t2014
podlaskie;Bia³ystok;399139;1163;175932;794;t2061
podlaskie;£om¿a;52194;453;21974;353;t2062
podlaskie;Suwa³ki;40898;28;16610;1;t2063
pomorskie;bytowski;49166;29;20211;2;t2201
pomorskie;chojnicki;56571;551;21042;325;t2202
pomorskie;cz³uchowski;29683;0;11030;0;t2203
pomorskie;gdañski;36134;548;12794;63;t2204
pomorskie;kartuski;56758;367;20672;116;t2205
pomorskie;koœcierski;44559;0;17190;0;t2206
pomorskie;kwidzyñski;40403;191;14649;1;t2207
pomorskie;lêborski;40108;131;15822;0;t2208
pomorskie;malborski;28267;0;10920;0;t2209
pomorskie;nowodworski;22479;425;8659;155;t2210
pomorskie;pucki;38539;563;14955;298;t2211
pomorskie;s³upski;32553;25;12538;18;t2212
pomorskie;starogardzki;64198;493;25142;258;t2213
pomorskie;tczewski;51463;269;19697;208;t2214
pomorskie;wejherowski;111245;998;45593;428;t2215
pomorskie;sztumski;29247;261;10520;244;t2216
pomorskie;Gdañsk;654357;7403;279284;6410;t2261
pomorskie;Gdynia;214789;1966;83789;924;t2262
pomorskie;S³upsk;82114;753;31987;746;t2263
pomorskie;Sopot;78985;380;34621;331;t2264
œl¹skie;bêdziñski;79295;799;29590;629;t2401
œl¹skie;bielski;72008;349;26941;135;t2402
œl¹skie;cieszyñski;109662;442;38683;290;t2403
œl¹skie;czêstochowski;63525;88;24392;19;t2404
œl¹skie;gliwicki;93400;834;33907;282;t2405
œl¹skie;k³obucki;41767;838;16512;585;t2406
œl¹skie;lubliniecki;38624;360;15358;152;t2407
œl¹skie;miko³owski;33331;285;13634;142;t2408
œl¹skie;myszkowski;41776;585;16503;401;t2409
œl¹skie;pszczyñski;42690;644;15168;340;t2410
œl¹skie;raciborski;67112;530;26828;298;t2411
œl¹skie;rybnicki;18910;409;7431;101;t2412
œl¹skie;tarnogórski;112808;899;45717;713;t2413
œl¹skie;bieruñsko-lêdziñski;26354;55;10333;55;t2414
œl¹skie;wodzis³awski;83896;587;28642;92;t2415
œl¹skie;zawierciañski;71556;580;26024;321;t2416
œl¹skie;¿ywiecki;71419;943;26391;249;t2417
œl¹skie;Bielsko-Bia³a;148598;1119;57539;809;t2461
œl¹skie;Bytom;106939;2154;40439;1813;t2462
œl¹skie;Chorzów;87706;456;36660;249;t2463
œl¹skie;Czêstochowa;190791;919;74596;409;t2464
œl¹skie;D¹browa Górnicza;63844;946;22170;678;t2465
œl¹skie;Gliwice;205104;1730;79345;1321;t2466
œl¹skie;Jastrzêbie-Zdrój;35933;220;11895;13;t2467
œl¹skie;Jaworzno;66416;1290;23750;1061;t2468
œl¹skie;Katowice;478869;3683;197288;2243;t2469
œl¹skie;Mys³owice;38042;30;15585;30;t2470
œl¹skie;Piekary Œl¹skie;26492;227;10128;216;t2471
œl¹skie;Ruda Œl¹ska;145514;932;58512;785;t2472
œl¹skie;Rybnik;47472;320;18684;260;t2473
œl¹skie;Siemianowice Œl¹skie;72220;331;30163;315;t2474
œl¹skie;Sosnowiec;159208;460;62552;150;t2475
œl¹skie;Œwiêtoch³owice;29739;315;11358;53;t2476
œl¹skie;Tychy;79060;199;28947;15;t2477
œl¹skie;Zabrze;96966;1141;36705;687;t2478
œl¹skie;¯ory;45991;898;16598;793;t2479
œwiêtokrzyskie;buski;37113;392;15041;320;t2601
œwiêtokrzyskie;jêdrzejowski;53527;790;20443;413;t2602
œwiêtokrzyskie;kazimierski;17367;56;6153;5;t2603
œwiêtokrzyskie;kielecki;80899;540;29842;264;t2604
œwiêtokrzyskie;konecki;35593;545;13416;376;t2605
œwiêtokrzyskie;opatowski;25999;43;10604;3;t2606
œwiêtokrzyskie;ostrowiecki;62848;440;23730;225;t2607
œwiêtokrzyskie;piñczowski;24803;104;9176;96;t2608
œwiêtokrzyskie;sandomierski;59611;333;24320;264;t2609
œwiêtokrzyskie;skar¿yski;33908;423;12436;69;t2610
œwiêtokrzyskie;starachowicki;46282;150;18557;91;t2611
œwiêtokrzyskie;staszowski;25933;215;10385;121;t2612
œwiêtokrzyskie;w³oszczowski;32160;209;12668;43;t2613
œwiêtokrzyskie;Kielce;210225;1860;81346;1130;t2661
warmiñsko-mazurskie;bartoszycki;39699;73;15514;5;t2801
warmiñsko-mazurskie;braniewski;21573;234;8976;233;t2802
warmiñsko-mazurskie;dzia³dowski;33456;458;12166;84;t2803
warmiñsko-mazurskie;elbl¹ski;25574;227;9700;1;t2804
warmiñsko-mazurskie;e³cki;59214;427;22311;341;t2805
warmiñsko-mazurskie;gi¿ycki;28606;70;9993;52;t2806
warmiñsko-mazurskie;i³awski;40832;421;14694;273;t2807
warmiñsko-mazurskie;kêtrzyñski;28026;0;10926;0;t2808
warmiñsko-mazurskie;lidzbarski;22126;0;8585;0;t2809
warmiñsko-mazurskie;mr¹gowski;18410;98;6876;90;t2810
warmiñsko-mazurskie;nidzicki;31324;176;12879;116;t2811
warmiñsko-mazurskie;nowomiejski;23444;150;8745;0;t2812
warmiñsko-mazurskie;olecki;16826;174;6445;5;t2813
warmiñsko-mazurskie;olsztyñski;69567;597;27917;372;t2814
warmiñsko-mazurskie;ostródzki;47697;0;19095;0;t2815
warmiñsko-mazurskie;piski;39284;0;15993;0;t2816
warmiñsko-mazurskie;szczycieñski;39258;79;15132;51;t2817
warmiñsko-mazurskie;go³dapski;13557;123;5270;81;t2818
warmiñsko-mazurskie;wêgorzewski;15275;204;5974;186;t2819
warmiñsko-mazurskie;Elbl¹g;89320;270;35163;131;t2861
warmiñsko-mazurskie;Olsztyn;171628;1685;67047;1299;t2862
wielkopolskie;chodzieski;24834;94;8736;5;t3001
wielkopolskie;czarnkowsko-trzcianecki;59529;0;21712;0;t3002
wielkopolskie;gnieŸnieñski;92584;417;32522;185;t3003
wielkopolskie;gostyñski;56059;459;21884;305;t3004
wielkopolskie;grodziski;24331;210;8992;150;t3005
wielkopolskie;jarociñski;34234;390;12034;2;t3006
wielkopolskie;kaliski;41219;567;14735;373;t3007
wielkopolskie;kêpiñski;32570;70;12830;61;t3008
wielkopolskie;kolski;40891;538;14779;179;t3009
wielkopolskie;koniñski;50282;395;18609;130;t3010
wielkopolskie;koœciañski;36420;614;11989;119;t3011
wielkopolskie;krotoszyñski;41266;307;15186;100;t3012
wielkopolskie;leszczyñski;14146;63;5916;6;t3013
wielkopolskie;miêdzychodzki;23845;0;8787;0;t3014
wielkopolskie;nowotomyski;38888;401;14627;41;t3015
wielkopolskie;obornicki;52644;277;18101;177;t3016
wielkopolskie;ostrowski;93311;1347;36575;747;t3017
wielkopolskie;ostrzeszowski;29655;306;11826;96;t3018
wielkopolskie;pilski;64486;427;23969;207;t3019
wielkopolskie;pleszewski;43313;326;16588;309;t3020
wielkopolskie;poznañski;131447;1619;49561;894;t3021
wielkopolskie;rawicki;33737;305;12482;11;t3022
wielkopolskie;s³upecki;29742;0;10689;0;t3023
wielkopolskie;szamotulski;45024;426;15300;425;t3024
wielkopolskie;œredzki;40146;333;15049;323;t3025
wielkopolskie;œremski;24135;289;9836;37;t3026
wielkopolskie;turecki;37135;158;14107;106;t3027
wielkopolskie;w¹growiecki;20406;0;7653;0;t3028
wielkopolskie;wolsztyñski;31799;157;11239;15;t3029
wielkopolskie;wrzesiñski;40703;0;13244;0;t3030
wielkopolskie;z³otowski;27886;192;9693;60;t3031
wielkopolskie;Kalisz;78850;590;30564;401;t3061
wielkopolskie;Konin;67958;139;24289;139;t3062
wielkopolskie;Leszno;47035;1240;14698;1052;t3063
wielkopolskie;Poznañ;804110;6982;307395;2644;t3064
zachodniopomorskie;bia³ogardzki;35426;0;14948;0;t3201
zachodniopomorskie;choszczeñski;25598;171;9953;117;t3202
zachodniopomorskie;drawski;43168;335;16334;208;t3203
zachodniopomorskie;goleniowski;43917;407;16579;224;t3204
zachodniopomorskie;gryficki;22950;0;8510;0;t3205
zachodniopomorskie;gryfiñski;38881;204;14761;104;t3206
zachodniopomorskie;kamieñski;32925;0;12833;0;t3207
zachodniopomorskie;ko³obrzeski;65227;90;26635;42;t3208
zachodniopomorskie;koszaliñski;26164;179;10088;110;t3209
zachodniopomorskie;myœliborski;28159;217;10494;166;t3210
zachodniopomorskie;policki;34996;0;13381;0;t3211
zachodniopomorskie;pyrzycki;21510;228;8453;178;t3212
zachodniopomorskie;s³awieñski;39809;207;15881;70;t3213
zachodniopomorskie;stargardzki;62974;400;24456;143;t3214
zachodniopomorskie;szczecinecki;66055;72;26538;23;t3215
zachodniopomorskie;œwidwiñski;24748;0;9520;0;t3216
zachodniopomorskie;wa³ecki;24477;388;8381;117;t3217
zachodniopomorskie;³obeski;29012;762;8712;355;t3218
zachodniopomorskie;Koszalin;89949;600;35623;429;t3261
zachodniopomorskie;Szczecin;451522;3802;183461;2976;t3262
zachodniopomorskie;Œwinoujœcie;29431;52;11336;25;t3263
Ca³y kraj;;26422469;209353;10294609;129965;t0000
