wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;13;0;5;0;t0;8;0;0;0;0;0
dolnoœl¹skie;3664818;11335;1453830;740;t02;1708945;2442;16181;54;485862;8099
kujawsko-pomorskie;2475493;7203;977769;570;t04;1157207;1500;10657;52;329860;5081
lubelskie;2152274;6632;859686;822;t06;1008931;1199;12862;30;270795;4581
lubuskie;1283997;3929;499739;437;t08;611115;942;4950;5;168193;2545
³ódzkie;3010644;8653;1207052;707;t10;1395706;1842;17427;60;390459;6044
ma³opolskie;3829137;11031;1550942;953;t12;1809773;2255;11864;25;456558;7798
mazowieckie;7265570;23635;2882956;1898;t14;3366875;5056;37779;89;977960;16592
opolskie;1073679;3514;431843;423;t16;503365;680;3685;8;134786;2403
podkarpackie;1944942;4989;785534;645;t18;928380;1272;7331;19;223697;3053
podlaskie;1319768;3710;530334;496;t20;621635;595;5245;56;162554;2563
pomorskie;3026377;10967;1204415;719;t22;1405492;2589;12924;24;403546;7635
œl¹skie;5426547;16346;2164207;1312;t24;2530283;3350;17718;34;714339;11650
œwiêtokrzyskie;1309454;3784;525814;331;t26;619369;678;6079;8;158192;2767
warmiñsko-mazurskie;1577595;5830;632288;542;t28;739997;1264;9604;44;195706;3980
wielkopolskie;4370152;12802;1767063;1210;t30;2044377;3201;19455;55;539257;8336
zachodniopomorskie;2148197;6397;839087;519;t32;1007040;1362;10000;36;292070;4480
ca³y kraj;45878657;140757;18312564;12324;t00;21458498;30227;203761;599;5903834;97607
