wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
woj_puste;pow_puste;18;0;3;0;t00;8;0;0;0;7;0
dolnoœl¹skie;boles³awiecki;107148;89;38150;42;t0201;46954;11;143;0;21901;36
dolnoœl¹skie;dzier¿oniowski;104853;69;37073;20;t0202;42219;6;149;0;25412;43
dolnoœl¹skie;g³ogowski;103937;65;34671;8;t0203;41893;8;182;0;27191;49
dolnoœl¹skie;górowski;38054;19;13855;11;t0204;16449;1;62;0;7688;7
dolnoœl¹skie;jaworski;59298;10;20614;6;t0205;25121;2;40;0;13523;2
dolnoœl¹skie;jeleniogórski;71699;13;26173;2;t0206;31363;0;394;0;13769;11
dolnoœl¹skie;kamiennogórski;48675;39;17032;5;t0207;19463;5;107;0;12073;29
dolnoœl¹skie;k³odzki;188155;124;67577;50;t0208;77771;9;1330;17;41477;48
dolnoœl¹skie;legnicki;63258;35;21909;7;t0209;27344;0;265;0;13740;28
dolnoœl¹skie;lubañski;47633;4;14600;1;t0210;20270;0;110;0;12653;3
dolnoœl¹skie;lubiñski;175751;68;66563;25;t0211;73498;5;997;0;34693;38
dolnoœl¹skie;lwówecki;62904;52;22659;26;t0212;26405;4;318;0;13522;22
dolnoœl¹skie;milicki;49482;33;18587;11;t0213;20771;1;117;0;10007;21
dolnoœl¹skie;oleœnicki;165104;138;55493;30;t0214;66938;23;522;0;42151;85
dolnoœl¹skie;o³awski;57902;29;22797;16;t0215;25862;2;99;0;9144;11
dolnoœl¹skie;polkowicki;61295;124;21073;40;t0216;26943;16;50;0;13229;68
dolnoœl¹skie;strzeliñski;54374;0;19891;0;t0217;22578;0;518;0;11387;0
dolnoœl¹skie;œredzki;37646;16;12511;8;t0218;14404;4;485;0;10246;4
dolnoœl¹skie;œwidnicki;161852;83;54873;37;t0219;64791;1;1209;2;40979;43
dolnoœl¹skie;trzebnicki;89360;21;33104;6;t0220;35330;1;430;0;20496;14
dolnoœl¹skie;wa³brzyski;45409;35;16955;12;t0221;18456;2;259;0;9739;21
dolnoœl¹skie;wo³owski;62878;35;21986;5;t0222;27865;4;315;0;12712;26
dolnoœl¹skie;wroc³awski;157640;51;57092;8;t0223;63501;6;1215;0;35832;37
dolnoœl¹skie;z¹bkowicki;80707;98;29205;45;t0224;34336;15;333;1;16833;37
dolnoœl¹skie;zgorzelecki;94177;82;31409;22;t0225;38974;12;224;0;23570;48
dolnoœl¹skie;z³otoryjski;52843;33;18188;16;t0226;22204;1;215;1;12236;15
dolnoœl¹skie;Jelenia Góra;133440;37;49091;2;t0261;53663;2;458;0;30228;33
dolnoœl¹skie;Legnica;134444;71;48263;26;t0262;55797;10;464;0;29920;35
dolnoœl¹skie;Wroc³aw;1495422;682;548963;120;t0264;629992;53;4760;4;311707;505
dolnoœl¹skie;Wa³brzych;274182;77;106012;19;t0265;122374;9;803;0;44993;49
kujawsko-pomorskie;aleksandrowski;159224;45;66826;10;t0401;73077;1;530;0;18791;34
kujawsko-pomorskie;brodnicki;105362;44;39488;14;t0402;44579;4;1481;0;19814;26
kujawsko-pomorskie;bydgoski;113760;71;42076;14;t0403;46457;11;394;0;24833;46
kujawsko-pomorskie;che³miñski;62687;39;22834;17;t0404;25479;2;44;0;14330;20
kujawsko-pomorskie;golubsko-dobrzyñski;48512;39;18627;13;t0405;21265;1;341;0;8279;25
kujawsko-pomorskie;grudzi¹dzki;37345;2;13772;1;t0406;16522;1;23;0;7028;0
kujawsko-pomorskie;inowroc³awski;151709;109;56343;52;t0407;62172;19;510;0;32684;38
kujawsko-pomorskie;lipnowski;76830;10;28545;6;t0408;33173;1;344;0;14768;3
kujawsko-pomorskie;mogileñski;54167;69;18884;24;t0409;21777;3;193;0;13313;42
