data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2180;0
2020-12-28;4397;0
2020-12-29;10105;0
2020-12-30;20460;1
2020-12-31;10638;0
2021-01-01;1347;2
2021-01-02;2267;0
2021-01-03;653;0
2021-01-04;40818;1
2021-01-05;55550;2
2021-01-06;18797;0
2021-01-07;30461;0
2021-01-08;11856;0
2021-01-09;2256;0
2021-01-10;997;2
2021-01-11;47725;3
2021-01-12;63607;0
2021-01-13;55187;0
2021-01-14;46670;1
2021-01-15;26307;0
2021-01-16;21050;17
2021-01-17;12105;421
2021-01-18;28511;2942
2021-01-19;49671;8166
2021-01-20;51282;14439
2021-01-21;53372;14866
2021-01-22;38338;5267
2021-01-23;16738;1359
2021-01-24;5333;558
2021-01-25;73779;29632
2021-01-26;133425;48405
2021-01-27;104678;26597
2021-01-28;89750;29493
2021-01-29;44046;16173
2021-01-30;16305;3113
2021-01-31;8690;1387
2021-02-01;57272;33348
2021-02-02;115632;57702
2021-02-03;122455;56027
2021-02-04;107681;51593
2021-02-05;52165;29580
2021-02-06;24771;15719
2021-02-07;16495;10173
2021-02-08;33276;11768
2021-02-09;90555;20434
2021-02-10;113893;44861
2021-02-11;112450;59025
2021-02-12;76032;43753
2021-02-13;35689;15166
2021-02-14;14726;4866
2021-02-15;36562;11807
2021-02-16;72314;33909
2021-02-17;156199;85238
2021-02-18;175715;94454
2021-02-19;103211;50194
2021-02-20;35976;7692
2021-02-21;16058;3617
2021-02-22;43363;4118
2021-02-23;71754;20463
2021-02-24;160953;77029
2021-02-25;175037;90628
2021-02-26;103764;45591
2021-02-27;44690;11772
2021-02-28;17826;5623
2021-03-01;46096;5416
2021-03-02;82241;21759
2021-03-03;156884;68030
2021-03-04;174012;85956
2021-03-05;108746;44734
2021-03-06;49554;12016
2021-03-07;17949;5382
2021-03-08;34560;3682
2021-03-09;63910;8489
2021-03-10;143148;43021
2021-03-11;162665;68336
2021-03-12;95015;39517
2021-03-13;29713;6736
2021-03-14;11880;3035
2021-03-15;25716;3578
2021-03-16;47825;10721
2021-03-17;134006;43894
2021-03-18;155497;66653
2021-03-19;89440;38937
2021-03-20;29829;10254
2021-03-21;10689;3071
2021-03-22;51795;3970
2021-03-23;117891;19870
2021-03-24;191749;50114
2021-03-25;215846;71702
2021-03-26;161916;40612
2021-03-27;91916;15067
2021-03-28;35628;6911
2021-03-29;80238;9901
2021-03-30;118269;16075
2021-03-31;191621;20786
2021-04-01;206219;19523
2021-04-02;152895;11248
2021-04-03;36230;2732
2021-04-04;3335;343
2021-04-05;3862;528
2021-04-06;125896;8133
2021-04-07;220810;7338
2021-04-08;258412;5643
2021-04-09;220072;4708
2021-04-10;153510;4131
2021-04-11;44525;794
2021-04-12;106267;7019
2021-04-13;187683;23347
2021-04-14;254717;53603
2021-04-15;268562;59188
2021-04-16;202042;28231
2021-04-17;141314;12027
2021-04-18;40098;4037
2021-04-19;110111;13116
2021-04-20;203606;34196
2021-04-21;283771;74337
2021-04-22;307641;79636
2021-04-23;260424;46538
2021-04-24;205590;24451
2021-04-25;56076;9208
2021-04-26;138521;30594
2021-04-27;251911;58151
2021-04-28;339642;97823
2021-04-29;374948;105080
