wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
woj_puste;pow_puste;9;0;2;0;t00;7;0;0;0;0;0
dolnoœl¹skie;boles³awiecki;86773;281;35123;0;t0201;43933;63;173;0;7544;218
dolnoœl¹skie;dzier¿oniowski;83993;0;34455;0;t0202;39607;0;336;0;9595;0
dolnoœl¹skie;g³ogowski;82614;138;31846;0;t0203;39030;29;165;0;11573;109
dolnoœl¹skie;górowski;31476;241;12779;3;t0204;15606;31;338;0;2753;207
dolnoœl¹skie;jaworski;47832;0;18699;0;t0205;23367;0;32;0;5734;0
dolnoœl¹skie;jeleniogórski;62014;0;24880;0;t0206;30004;0;403;0;6727;0
dolnoœl¹skie;kamiennogórski;39030;0;15993;0;t0207;18367;0;102;0;4568;0
dolnoœl¹skie;k³odzki;156488;0;63771;0;t0208;73959;0;802;0;17956;0
dolnoœl¹skie;legnicki;52201;0;20498;0;t0209;26176;0;285;0;5242;0
dolnoœl¹skie;lubañski;36801;0;13609;0;t0210;19067;0;92;0;4033;0
dolnoœl¹skie;lubiñski;149815;0;62515;0;t0211;69580;0;984;0;16736;0
dolnoœl¹skie;lwówecki;50760;53;20633;0;t0212;24548;38;365;0;5214;15
dolnoœl¹skie;milicki;40801;0;17191;0;t0213;19495;0;94;0;4021;0
dolnoœl¹skie;oleœnicki;125493;330;49388;15;t0214;60726;55;726;0;14653;260
dolnoœl¹skie;o³awski;51157;0;22042;0;t0215;25037;0;96;0;3982;0
dolnoœl¹skie;polkowicki;50106;355;19296;6;t0216;25305;60;40;0;5465;289
dolnoœl¹skie;strzeliñski;44070;76;18418;0;t0217;21117;10;574;65;3961;1
dolnoœl¹skie;œredzki;28510;0;11214;0;t0218;13095;0;649;0;3552;0
dolnoœl¹skie;œwidnicki;127482;0;50515;0;t0219;60313;0;891;0;15763;0
dolnoœl¹skie;trzebnicki;71026;0;30507;0;t0220;32861;0;379;0;7279;0
dolnoœl¹skie;wa³brzyski;37868;0;15985;0;t0221;17453;0;266;0;4164;0
dolnoœl¹skie;wo³owski;50756;43;20018;3;t0222;25596;4;507;0;4635;36
dolnoœl¹skie;wroc³awski;124391;1;51724;0;t0223;57908;0;1121;0;13638;1
dolnoœl¹skie;z¹bkowicki;68199;0;27450;0;t0224;32461;0;436;0;7852;0
dolnoœl¹skie;zgorzelecki;72411;102;28792;0;t0225;35999;2;420;0;7200;100
dolnoœl¹skie;z³otoryjski;42775;0;16652;0;t0226;20723;0;225;0;5175;0
dolnoœl¹skie;Jelenia Góra;111397;0;45828;0;t0261;50717;0;464;0;14388;0
dolnoœl¹skie;Legnica;109884;0;45049;0;t0262;52255;0;428;0;12152;0
dolnoœl¹skie;Wroc³aw;1253015;776;516982;34;t0264;596049;110;4973;1;135011;631
dolnoœl¹skie;Wa³brzych;242358;254;102188;6;t0265;118346;26;817;0;21007;222
kujawsko-pomorskie;aleksandrowski;145781;1;64696;0;t0401;71328;0;524;0;9233;1
kujawsko-pomorskie;brodnicki;87008;0;36316;0;t0402;41765;0;576;0;8351;0
kujawsko-pomorskie;bydgoski;91842;158;38670;0;t0403;43220;20;406;0;9546;138
kujawsko-pomorskie;che³miñski;51394;0;20939;0;t0404;23895;0;40;0;6520;0
