wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;261;18;101;0;t0;134;7;0;0;26;11
dolnoœl¹skie;4246482;3071;1537212;1021;t02;1790039;324;16341;24;902890;1702
kujawsko-pomorskie;2878399;2431;1039018;766;t04;1214275;225;11762;14;613344;1426
lubelskie;2451232;795;905742;217;t06;1049870;115;13176;28;482444;435
lubuskie;1481636;1106;531822;345;t08;641997;128;5250;3;302567;630
³ódzkie;3467336;1670;1274617;457;t10;1459122;175;18243;8;715354;1030
ma³opolskie;4428023;4250;1641751;1261;t12;1890275;393;13549;70;882448;2526
mazowieckie;8424493;7430;3066394;2498;t14;3534458;905;39319;20;1784322;4007
opolskie;1239502;766;458292;236;t16;527123;57;4898;3;249189;470
podkarpackie;2183123;1103;826373;406;t18;965087;112;8184;3;383479;582
podlaskie;1491645;378;558914;111;t20;647522;49;5853;1;279356;217
pomorskie;3517601;3080;1280630;1116;t22;1483140;395;14476;13;739355;1556
œl¹skie;6262564;4234;2280081;1166;t24;2643730;495;19827;7;1318926;2566
œwiêtokrzyskie;1509982;888;554665;197;t26;647103;84;6243;11;301971;596
warmiñsko-mazurskie;1846029;596;673369;186;t28;781841;58;10245;1;380574;351
wielkopolskie;5140310;4777;1891951;1536;t30;2158243;421;19657;5;1070459;2815
zachodniopomorskie;2473895;1488;887034;543;t32;1054073;189;10371;2;522417;754
ca³y kraj;53042513;38081;19407966;12062;t00;22488032;4132;217394;213;10929121;21674
