wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
woj_puste;pow_puste;18;0;7;0;t00;11;0;0;0;0;0
dolnoœl¹skie;boles³awiecki;92969;0;35841;0;t0201;44949;0;132;0;12047;0
dolnoœl¹skie;dzier¿oniowski;89253;0;34985;0;t0202;40393;0;114;0;13761;0
dolnoœl¹skie;g³ogowski;89277;0;32521;0;t0203;39933;0;156;0;16667;0
dolnoœl¹skie;górowski;32987;0;13044;0;t0204;15814;0;40;0;4089;0
dolnoœl¹skie;jaworski;51258;0;19044;0;t0205;23976;0;33;0;8205;0
dolnoœl¹skie;jeleniogórski;65168;0;25168;0;t0206;30565;0;351;0;9084;0
dolnoœl¹skie;kamiennogórski;42057;0;16211;0;t0207;18635;0;96;0;7115;0
dolnoœl¹skie;k³odzki;166231;0;64677;0;t0208;75057;0;719;0;25778;0
dolnoœl¹skie;legnicki;55585;0;20829;0;t0209;26546;0;225;0;7985;0
dolnoœl¹skie;lubañski;40011;0;13840;0;t0210;19449;0;95;0;6627;0
dolnoœl¹skie;lubiñski;158606;0;63391;0;t0211;71118;0;919;0;23178;0
dolnoœl¹skie;lwówecki;54686;0;21089;0;t0212;25356;0;323;0;7918;0
dolnoœl¹skie;milicki;43152;0;17449;0;t0213;19946;0;104;0;5653;0
dolnoœl¹skie;oleœnicki;135929;0;50609;0;t0214;62746;0;461;0;22113;0
dolnoœl¹skie;o³awski;53300;0;22197;0;t0215;25316;0;96;0;5691;0
dolnoœl¹skie;polkowicki;53423;0;19676;0;t0216;25942;0;42;0;7763;0
dolnoœl¹skie;strzeliñski;47113;0;18717;0;t0217;21594;0;505;0;6297;0
dolnoœl¹skie;œredzki;31345;0;11513;0;t0218;13620;0;575;0;5637;0
dolnoœl¹skie;œwidnicki;136989;0;51257;0;t0219;61670;0;821;0;23241;0
dolnoœl¹skie;trzebnicki;75738;95;30946;22;t0220;33519;14;397;0;10876;59
dolnoœl¹skie;wa³brzyski;39799;0;16144;0;t0221;17717;0;252;0;5686;0
dolnoœl¹skie;wo³owski;54679;0;20333;0;t0222;26594;0;294;0;7458;0
dolnoœl¹skie;wroc³awski;133212;0;52319;0;t0223;59919;0;1048;0;19926;0
dolnoœl¹skie;z¹bkowicki;71593;0;27832;0;t0224;33040;0;303;0;10418;0
dolnoœl¹skie;zgorzelecki;78632;0;29400;0;t0225;37089;0;228;0;11915;0
dolnoœl¹skie;z³otoryjski;46048;0;17005;0;t0226;21217;0;213;0;7613;0
dolnoœl¹skie;Jelenia Góra;118783;0;46586;0;t0261;51985;0;442;0;19770;0
dolnoœl¹skie;Legnica;116997;0;45688;0;t0262;53241;0;441;0;17627;0
dolnoœl¹skie;Wroc³aw;1329704;0;521833;0;t0264;609473;0;4331;0;194067;0
dolnoœl¹skie;Wa³brzych;252570;0;103038;0;t0265;119536;0;792;0;29204;0
kujawsko-pomorskie;aleksandrowski;149580;0;65127;0;t0401;71923;0;498;0;12032;0
kujawsko-pomorskie;brodnicki;92641;0;37047;0;t0402;42797;0;833;0;11964;0
kujawsko-pomorskie;bydgoski;98080;0;39192;0;t0403;44381;0;371;0;14136;0
kujawsko-pomorskie;che³miñski;54666;0;21322;0;t0404;24429;0;43;0;8872;0
kujawsko-pomorskie;golubsko-dobrzyñski;42681;0;17876;0;t0405;20646;0;338;0;3821;0
kujawsko-pomorskie;grudzi¹dzki;32874;0;12994;0;t0406;15904;0;19;0;3957;0
kujawsko-pomorskie;inowroc³awski;130374;0;52703;0;t0407;59257;0;472;0;17942;0
kujawsko-pomorskie;lipnowski;67202;0;26836;0;t0408;31817;0;325;0;8224;0
kujawsko-pomorskie;mogileñski;45227;0;17401;0;t0409;20522;0;248;0;7056;0
kujawsko-pomorskie;nakielski;109369;0;41113;0;t0410;53264;0;498;0;14494;0
kujawsko-pomorskie;radziejowski;52993;0;22149;0;t0411;25040;0;645;0;5159;0
kujawsko-pomorskie;rypiñski;46324;0;18366;0;t0412;21179;0;86;0;6693;0
kujawsko-pomorskie;sêpoleñski;59694;0;23644;0;t0413;28823;0;83;0;7144;0
kujawsko-pomorskie;œwiecki;102278;0;39349;0;t0414;47680;0;389;0;14860;0
kujawsko-pomorskie;toruñski;86307;0;33751;0;t0415;42944;0;410;0;9202;0
kujawsko-pomorskie;tucholski;48639;0;19446;0;t0416;23151;0;187;0;5855;0
kujawsko-pomorskie;w¹brzeski;35229;0;13907;0;t0417;16904;0;171;0;4247;0
kujawsko-pomorskie;w³oc³awski;80533;0;33464;0;t0418;37166;0;210;0;9693;0
kujawsko-pomorskie;¿niñski;63145;0;26727;0;t0419;29657;0;403;0;6358;0
kujawsko-pomorskie;Bydgoszcz;573772;56;216267;6;t0461;257094;3;1395;0;99016;47
kujawsko-pomorskie;Grudzi¹dz;156871;0;61425;0;t0462;73607;0;568;0;21271;0
kujawsko-pomorskie;Toruñ;273007;0;97750;0;t0463;119563;0;993;0;54701;0
kujawsko-pomorskie;W³oc³awek;131960;0;46862;0;t0464;60793;0;1157;0;23148;0
lubelskie;bialski;79818;0;31175;0;t0601;37497;0;634;0;10512;0
lubelskie;bi³gorajski;71836;0;28647;0;t0602;32556;0;69;0;10564;0
lubelskie;che³mski;46866;0;19080;0;t0603;21333;0;310;0;6143;0
