data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2179;0
2020-12-28;4395;0
2020-12-29;10101;0
2020-12-30;20452;1
2020-12-31;10631;0
2021-01-01;1346;2
2021-01-02;2260;0
2021-01-03;653;0
2021-01-04;40782;1
2021-01-05;55520;2
2021-01-06;18796;0
2021-01-07;30450;0
2021-01-08;11850;0
2021-01-09;2256;0
2021-01-10;995;0
2021-01-11;47708;3
2021-01-12;63579;0
2021-01-13;55156;0
2021-01-14;46668;1
2021-01-15;26302;0
2021-01-16;21043;17
2021-01-17;12099;419
2021-01-18;28494;2940
2021-01-19;49564;8165
2021-01-20;51271;14431
2021-01-21;53338;14854
2021-01-22;38331;5267
2021-01-23;16734;1358
2021-01-24;5329;557
2021-01-25;73719;29601
2021-01-26;133115;48372
2021-01-27;104530;26589
2021-01-28;89588;29484
2021-01-29;43955;16161
2021-01-30;16292;3113
2021-01-31;8690;1387
2021-02-01;57230;33325
2021-02-02;115431;57686
2021-02-03;122261;55911
2021-02-04;107569;51578
2021-02-05;52094;29568
2021-02-06;24713;15713
2021-02-07;16489;10168
2021-02-08;33200;11768
2021-02-09;90330;20431
2021-02-10;113702;44777
2021-02-11;112307;58998
2021-02-12;75964;43653
2021-02-13;35662;15159
2021-02-14;14722;4864
2021-02-15;36439;11773
2021-02-16;72149;33845
2021-02-17;155905;85020
2021-02-18;175349;94236
2021-02-19;103028;50143
2021-02-20;35837;7682
2021-02-21;16055;3613
2021-02-22;43248;4106
2021-02-23;71573;20422
2021-02-24;160605;76864
2021-02-25;174776;90542
2021-02-26;103500;45446
2021-02-27;44667;11759
2021-02-28;17811;5624
2021-03-01;46027;5405
2021-03-02;82005;21648
2021-03-03;156451;67794
2021-03-04;173490;85716
2021-03-05;108427;44608
2021-03-06;49384;12017
2021-03-07;17900;5348
2021-03-08;34397;3646
2021-03-09;63644;8456
2021-03-10;142561;42910
2021-03-11;162025;68207
2021-03-12;94682;39427
2021-03-13;29576;6722
2021-03-14;11785;3031
2021-03-15;25442;3575
2021-03-16;47632;10698
2021-03-17;133489;43773
2021-03-18;154886;66571
2021-03-19;89081;38814
2021-03-20;29650;10195
2021-03-21;10666;3057
2021-03-22;51533;3970
2021-03-23;117303;19771
2021-03-24;190791;49932
2021-03-25;214575;71510
2021-03-26;160808;40408
2021-03-27;91264;14904
2021-03-28;35093;6849
2021-03-29;79404;9770
2021-03-30;117068;16036
2021-03-31;190270;20698
2021-04-01;203498;19226
2021-04-02;149875;11095
2021-04-03;34186;2718
2021-04-04;3249;341
2021-04-05;3797;525
2021-04-06;123544;8040
2021-04-07;217156;7167
2021-04-08;254737;5550
2021-04-09;215681;4460
2021-04-10;147301;3822
2021-04-11;42497;740
