wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;14;0;1;0;t0;6;0;0;0;7;0
dolnoœl¹skie;4143437;7915;1511895;1347;t02;1777490;1023;15684;54;838368;5491
kujawsko-pomorskie;2805183;6177;1020810;1300;t04;1205881;680;11426;40;567066;4157
lubelskie;2398687;4894;893119;897;t06;1043437;606;12826;45;449305;3346
lubuskie;1444743;2961;522781;743;t08;637262;390;5019;5;279681;1823
³ódzkie;3387644;6457;1254645;1314;t10;1449233;797;17750;21;666016;4325
ma³opolskie;4318660;8075;1615904;1764;t12;1879051;887;12958;55;810747;5369
mazowieckie;8230708;15478;3016513;2703;t14;3510353;1884;38623;136;1665219;10755
opolskie;1211969;2588;450970;534;t16;523655;364;4571;10;232773;1680
podkarpackie;2142765;3316;815652;744;t18;960056;415;7741;14;359316;2143
podlaskie;1462978;2615;551587;447;t20;643525;404;5560;8;262306;1756
pomorskie;3427188;6729;1257306;1554;t22;1471646;791;14025;28;684211;4356
œl¹skie;6120793;12362;2245683;2533;t24;2627492;1520;19152;90;1228466;8219
œwiêtokrzyskie;1472613;3096;545688;508;t26;642585;356;5932;13;278408;2219
warmiñsko-mazurskie;1790896;4598;660710;977;t28;774062;647;9841;14;346283;2960
wielkopolskie;4994416;11505;1856409;2468;t30;2142007;1401;19256;14;976744;7622
zachodniopomorskie;2416166;4607;873274;916;t32;1046867;620;10233;11;485792;3060
ca³y kraj;51768860;103373;19092947;20749;t00;22334608;12785;210597;558;10130708;69281
