data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2191;0
2020-12-28;4402;0
2020-12-29;10068;0
2020-12-30;20471;1
2020-12-31;10638;0
2021-01-01;1348;3
2021-01-02;2271;0
2021-01-03;652;0
2021-01-04;40747;1
2021-01-05;55449;2
2021-01-06;18796;0
2021-01-07;30435;0
2021-01-08;11848;1
2021-01-09;2261;0
2021-01-10;997;2
2021-01-11;47698;3
2021-01-12;63515;0
2021-01-13;55226;1
2021-01-14;46635;1
2021-01-15;26285;0
2021-01-16;21025;17
2021-01-17;12093;430
2021-01-18;28471;2938
2021-01-19;49604;8127
2021-01-20;51304;14468
2021-01-21;53240;14857
2021-01-22;38323;5266
2021-01-23;16727;1362
2021-01-24;5328;557
2021-01-25;73612;29595
2021-01-26;133337;48319
2021-01-27;104654;26580
2021-01-28;89719;29477
2021-01-29;44030;16155
2021-01-30;16284;3118
2021-01-31;8675;1388
2021-02-01;57275;33327
2021-02-02;115496;57635
2021-02-03;122389;55994
2021-02-04;107631;51572
2021-02-05;52192;29572
2021-02-06;24748;15709
2021-02-07;16482;10164
2021-02-08;33250;11757
2021-02-09;90511;20408
2021-02-10;113732;44801
2021-02-11;112251;58946
2021-02-12;76006;43735
2021-02-13;35657;15157
2021-02-14;14719;4867
2021-02-15;36529;11737
2021-02-16;72215;33836
2021-02-17;156037;85178
2021-02-18;175691;94506
2021-02-19;103258;50236
2021-02-20;35965;7693
2021-02-21;16045;3605
2021-02-22;43406;4117
2021-02-23;71863;20433
2021-02-24;160949;76984
2021-02-25;175045;90589
2021-02-26;103688;45587
2021-02-27;44721;11772
2021-02-28;17855;5645
2021-03-01;46184;5406
2021-03-02;82382;21754
2021-03-03;156992;67965
2021-03-04;174176;85925
2021-03-05;108923;44685
2021-03-06;49739;12028
2021-03-07;17970;5378
2021-03-08;34602;3679
2021-03-09;63961;8470
2021-03-10;143299;43021
2021-03-11;162919;68342
2021-03-12;95106;39482
2021-03-13;29735;6723
2021-03-14;11869;3030
2021-03-15;25746;3562
2021-03-16;47900;10722
2021-03-17;134073;43871
2021-03-18;155497;66633
2021-03-19;89397;38868
2021-03-20;29749;10269
2021-03-21;10648;3069
2021-03-22;51904;3978
2021-03-23;118019;19882
2021-03-24;192164;50127
2021-03-25;216453;71706
2021-03-26;162255;40636
2021-03-27;92165;15013
2021-03-28;35677;6911
2021-03-29;80154;9915
2021-03-30;117689;16108
2021-03-31;190945;20693
2021-04-01;205643;19505
2021-04-02;153206;11341
2021-04-03;36211;2755
2021-04-04;3317;343
2021-04-05;3857;528
2021-04-06;125978;8147
2021-04-07;220996;7363
2021-04-08;258372;5823
2021-04-09;220611;4693
2021-04-10;154279;4151
2021-04-11;44535;786
2021-04-12;106303;7033
2021-04-13;186708;23282
2021-04-14;254646;53784
2021-04-15;267959;59270
2021-04-16;201293;28325
2021-04-17;140637;11960
2021-04-18;39736;4033
2021-04-19;109373;13162
2021-04-20;202831;34372
2021-04-21;282611;74623
2021-04-22;306073;79712
2021-04-23;259656;46933
2021-04-24;205807;24591
2021-04-25;55910;9286
2021-04-26;139469;30853
2021-04-27;253563;58831
2021-04-28;344491;99510
2021-04-29;387452;109249
2021-04-30;357213;75003
2021-05-01;121440;15615
2021-05-02;59206;10168
2021-05-03;47028;5546
2021-05-04;233377;63216
2021-05-05;396513;122645
2021-05-06;421739;141611
2021-05-07;377351;124717
2021-05-08;257109;63548
2021-05-09;82023;14894
2021-05-10;187264;52441
2021-05-11;318917;109717
2021-05-12;431617;180072
2021-05-13;437978;193002
2021-05-14;370245;151812
2021-05-15;275674;110230
2021-05-16;89579;29680
2021-05-17;148249;49945
2021-05-18;329081;125420
2021-05-19;441961;184834
2021-05-20;439760;199949
2021-05-21;349653;153071
2021-05-22;235059;108123
2021-05-23;63211;31777
2021-05-24;130784;73719
