wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
woj_puste;pow_puste;12;0;4;0;t00;4;0;0;0;4;0
dolnoœl¹skie;boles³awiecki;108446;3;38469;3;t0201;47118;0;145;0;22714;0
dolnoœl¹skie;dzier¿oniowski;106350;23;37487;4;t0202;42365;3;153;0;26345;16
dolnoœl¹skie;g³ogowski;105454;24;35097;2;t0203;42052;2;184;0;28121;20
dolnoœl¹skie;górowski;38346;0;13953;0;t0204;16465;0;79;0;7849;0
dolnoœl¹skie;jaworski;59896;3;20754;0;t0205;25181;0;44;0;13917;3
dolnoœl¹skie;jeleniogórski;72372;1;26279;0;t0206;31441;0;401;0;14251;1
dolnoœl¹skie;kamiennogórski;49285;0;17201;0;t0207;19514;0;107;0;12463;0
dolnoœl¹skie;k³odzki;190220;30;68108;7;t0208;77942;2;1423;0;42747;21
dolnoœl¹skie;legnicki;63651;8;22010;2;t0209;27384;0;269;0;13988;6
dolnoœl¹skie;lubañski;48510;5;14799;0;t0210;20401;5;110;0;13200;0
dolnoœl¹skie;lubiñski;177198;24;66863;0;t0211;73650;5;999;0;35686;19
dolnoœl¹skie;lwówecki;63658;18;22854;2;t0212;26500;0;319;0;13985;16
dolnoœl¹skie;milicki;49992;12;18741;1;t0213;20811;1;120;0;10320;10
dolnoœl¹skie;oleœnicki;168127;46;56228;7;t0214;67300;5;536;0;44063;34
dolnoœl¹skie;o³awski;58211;9;22866;1;t0215;25880;0;99;0;9366;8
dolnoœl¹skie;polkowicki;61840;27;21227;2;t0216;26989;2;52;1;13572;22
dolnoœl¹skie;strzeliñski;55062;6;20079;0;t0217;22645;0;518;0;11820;6
dolnoœl¹skie;œredzki;38293;0;12658;0;t0218;14468;0;484;0;10683;0
dolnoœl¹skie;œwidnicki;164386;36;55528;3;t0219;65024;2;1254;3;42580;28
dolnoœl¹skie;trzebnicki;90560;12;33374;1;t0220;35434;0;451;0;21301;11
dolnoœl¹skie;wa³brzyski;45765;2;17060;0;t0221;18479;0;259;0;9967;2
dolnoœl¹skie;wo³owski;63550;12;22151;2;t0222;27952;1;320;0;13127;9
dolnoœl¹skie;wroc³awski;160688;100;57842;27;t0223;63788;6;1240;1;37818;66
dolnoœl¹skie;z¹bkowicki;81514;35;29380;9;t0224;34449;1;337;0;17348;25
dolnoœl¹skie;zgorzelecki;95650;0;31788;0;t0225;39117;0;231;0;24514;0
dolnoœl¹skie;z³otoryjski;53438;1;18368;0;t0226;22264;0;223;0;12583;1
dolnoœl¹skie;Jelenia Góra;134991;42;49288;0;t0261;53800;4;460;0;31443;38
dolnoœl¹skie;Legnica;136351;59;48690;9;t0262;55998;3;496;11;31167;36
dolnoœl¹skie;Wroc³aw;1519363;446;552302;44;t0264;632387;24;4789;0;329885;378
dolnoœl¹skie;Wa³brzych;276597;44;106551;4;t0265;122621;3;832;0;46593;37
kujawsko-pomorskie;aleksandrowski;160206;33;67059;5;t0401;73173;4;531;0;19443;24
kujawsko-pomorskie;brodnicki;106220;1;39701;0;t0402;44661;1;1505;0;20353;0
kujawsko-pomorskie;bydgoski;115064;12;42415;0;t0403;46580;0;402;0;25667;12
kujawsko-pomorskie;che³miñski;63302;19;23011;5;t0404;25529;2;52;0;14710;12
kujawsko-pomorskie;golubsko-dobrzyñski;49128;28;18744;4;t0405;21285;1;341;0;8758;23
kujawsko-pomorskie;grudzi¹dzki;37686;2;13893;0;t0406;16551;0;25;0;7217;2
kujawsko-pomorskie;inowroc³awski;153644;19;56800;3;t0407;62363;0;524;0;33957;16
kujawsko-pomorskie;lipnowski;77551;1;28783;1;t0408;33258;0;347;0;15163;0
kujawsko-pomorskie;mogileñski;55009;33;19079;10;t0409;21831;1;190;0;13909;22
kujawsko-pomorskie;nakielski;127989;8;44302;0;t0410;55985;1;494;0;27208;7
kujawsko-pomorskie;radziejowski;60160;2;23229;0;t0411;25849;1;649;0;10433;1
kujawsko-pomorskie;rypiñski;53474;7;19599;0;t0412;22129;0;112;0;11634;7
kujawsko-pomorskie;sêpoleñski;66571;0;24912;0;t0413;29781;0;139;0;11739;0
kujawsko-pomorskie;œwiecki;120518;3;42541;2;t0414;50059;1;410;0;27508;0
kujawsko-pomorskie;toruñski;97859;23;35652;8;t0415;44335;0;435;0;17437;15
kujawsko-pomorskie;tucholski;57939;6;21109;1;t0416;24235;0;209;0;12386;5
kujawsko-pomorskie;w¹brzeski;41495;16;14986;0;t0417;17768;0;277;0;8464;16
kujawsko-pomorskie;w³oc³awski;92351;13;35549;6;t0418;38706;2;281;0;17815;5
kujawsko-pomorskie;¿niñski;72902;0;28498;0;t0419;31003;0;543;0;12858;0
kujawsko-pomorskie;Bydgoszcz;662763;189;230285;27;t0461;267615;5;1569;0;163294;157
kujawsko-pomorskie;Grudzi¹dz;178739;15;65290;3;t0462;76588;0;616;0;36245;12
kujawsko-pomorskie;Toruñ;326403;112;107023;9;t0463;126425;3;1196;0;91759;100
kujawsko-pomorskie;W³oc³awek;155586;41;50477;5;t0464;64108;0;1185;0;39816;36
lubelskie;bialski;90702;8;32933;4;t0601;38856;0;644;0;18269;4
lubelskie;bi³gorajski;81449;21;30013;8;t0602;33777;3;83;0;17576;10
lubelskie;che³mski;53473;0;20050;0;t0603;22024;0;371;0;11028;0
lubelskie;hrubieszowski;67762;12;24251;1;t0604;28532;1;1601;0;13378;10
lubelskie;janowski;43771;6;16859;0;t0605;19128;0;545;0;7239;6
lubelskie;krasnostawski;62123;0;22097;0;t0606;25705;0;559;0;13762;0
lubelskie;kraœnicki;99138;27;37173;0;t0607;41492;0;374;0;20099;27
lubelskie;lubartowski;82400;5;31129;0;t0608;34892;0;1318;0;15061;5
lubelskie;lubelski;126521;14;46158;2;t0609;54245;1;773;0;25345;11
lubelskie;³êczyñski;56973;0;22098;0;t0610;23948;0;588;0;10339;0
lubelskie;³ukowski;85712;0;31967;0;t0611;36766;0;255;0;16724;0
lubelskie;opolski;68429;8;25087;2;t0612;29095;2;255;0;13992;4
lubelskie;parczewski;40897;6;15060;0;t0613;17724;0;504;0;7609;6
lubelskie;pu³awski;143508;30;53644;4;t0614;58908;0;463;0;30493;26
lubelskie;radzyñski;46178;5;17215;0;t0615;19549;0;230;0;9184;5
lubelskie;rycki;77071;8;29359;4;t0616;31767;2;435;0;15510;2
lubelskie;œwidnicki;73632;14;26461;0;t0617;28890;3;166;0;18115;11
lubelskie;tomaszowski;82164;0;30000;0;t0618;35207;0;297;0;16660;0
lubelskie;w³odawski;49444;11;18388;5;t0619;21092;0;169;0;9795;6
lubelskie;zamojski;71726;0;27515;0;t0620;28841;0;360;0;15010;0
lubelskie;Bia³a Podlaska;104605;15;39382;3;t0661;45300;0;170;0;19753;12
lubelskie;Che³m;98111;53;34589;12;t0662;41851;6;189;1;21482;34
lubelskie;Lublin;653212;123;235214;11;t0663;281278;9;2886;0;133834;103
lubelskie;Zamoœæ;131151;31;49184;1;t0664;55826;4;261;0;25880;26
lubuskie;gorzowski;45323;3;16282;2;t0801;18352;1;352;0;10337;0
lubuskie;kroœnieñski;74691;10;27427;0;t0802;31953;0;60;0;15251;10
lubuskie;miêdzyrzecki;94975;11;35323;0;t0803;40765;0;772;0;18115;11
lubuskie;nowosolski;137931;43;47411;2;t0804;59954;1;449;0;30117;40
lubuskie;s³ubicki;61692;13;22198;7;t0805;25939;1;109;0;13446;5
lubuskie;strzelecko-drezdenecki;74306;19;26264;4;t0806;33614;1;179;0;14249;14
lubuskie;sulêciñski;48947;8;16622;0;t0807;21525;0;293;0;10507;8
