wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
woj_puste;pow_puste;124;28;39;0;t00;64;7;0;0;21;21
dolnoœl¹skie;boles³awiecki;82439;80;34826;9;t0201;42948;52;462;0;4203;19
dolnoœl¹skie;dzier¿oniowski;78865;191;34211;28;t0202;39014;50;453;0;5187;113
dolnoœl¹skie;g³ogowski;75706;261;31495;3;t0203;38166;101;169;1;5876;156
dolnoœl¹skie;górowski;29480;281;12640;30;t0204;15338;71;205;24;1297;156
dolnoœl¹skie;jaworski;44234;33;18497;0;t0205;22850;17;32;0;2855;16
dolnoœl¹skie;jeleniogórski;57963;161;24703;1;t0206;29416;128;774;0;3070;32
dolnoœl¹skie;kamiennogórski;36696;0;15862;0;t0207;18088;0;100;0;2646;0
dolnoœl¹skie;k³odzki;147346;75;63241;0;t0208;72732;37;773;0;10600;38
dolnoœl¹skie;legnicki;48777;145;20375;1;t0209;25625;65;346;0;2431;79
dolnoœl¹skie;lubañski;34571;138;13443;2;t0210;18609;3;85;0;2434;133
dolnoœl¹skie;lubiñski;140609;330;62030;17;t0211;68451;109;1103;0;9025;204
dolnoœl¹skie;lwówecki;47242;0;20460;0;t0212;23915;0;415;0;2452;0
dolnoœl¹skie;milicki;38657;57;17073;1;t0213;19148;27;138;0;2298;29
dolnoœl¹skie;oleœnicki;115809;744;48650;51;t0214;58998;193;533;3;7628;497
dolnoœl¹skie;o³awski;49570;0;21942;0;t0215;24840;0;95;0;2693;0
dolnoœl¹skie;polkowicki;46260;287;19153;1;t0216;24791;69;34;1;2282;216
dolnoœl¹skie;strzeliñski;41685;78;18273;1;t0217;20855;13;395;64;2162;0
dolnoœl¹skie;œredzki;25838;0;11117;0;t0218;12617;0;594;0;1510;0
dolnoœl¹skie;œwidnicki;118693;513;49966;41;t0219;59271;100;995;10;8461;362
dolnoœl¹skie;trzebnicki;67349;313;30262;12;t0220;32481;41;287;0;4319;260
dolnoœl¹skie;wa³brzyski;36147;0;15925;0;t0221;17346;0;382;0;2494;0
