wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;9;0;3;0;t0;2;0;0;0;4;0
dolnoœl¹skie;4315922;2319;1554683;496;t02;1797269;246;16824;39;947146;1538
kujawsko-pomorskie;2921091;1085;1051001;234;t04;1218654;98;11987;9;639449;744
lubelskie;2482907;1025;914501;264;t06;1053715;112;13425;6;501266;643
lubuskie;1503789;688;538069;130;t08;644435;70;5366;4;315919;484
³ódzkie;3517689;1587;1289136;359;t10;1464600;153;18653;15;745300;1060
ma³opolskie;4502799;2577;1657965;427;t12;1897402;327;14018;3;933414;1820
mazowieckie;8556804;3631;3099037;679;t14;3551016;322;40292;13;1866459;2617
opolskie;1258535;584;463541;144;t16;529261;64;5013;4;260720;372
podkarpackie;2209514;615;833038;135;t18;968557;83;8374;5;399545;392
podlaskie;1510493;519;563899;116;t20;650233;70;6049;2;290312;331
pomorskie;3579626;1713;1296789;319;t22;1490074;195;14772;14;777991;1185
œl¹skie;6364254;3502;2304696;571;t24;2654265;365;20450;28;1384843;2538
œwiêtokrzyskie;1530831;530;560418;119;t26;649539;78;6233;1;314641;332
warmiñsko-mazurskie;1878208;826;682661;172;t28;785343;79;10466;1;399738;574
wielkopolskie;5226953;2870;1915669;545;t30;2167869;417;20116;7;1123299;1901
zachodniopomorskie;2510795;926;896695;155;t32;1058251;94;10539;9;545310;668
ca³y kraj;53870219;24997;19621801;4865;t00;22580485;2773;222577;160;11445356;17199
