wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;4;0;0;0;t00
dolnoœl¹skie;boles³awiecki;74334;138;33597;8;t0201
dolnoœl¹skie;dzier¿oniowski;70222;162;32959;62;t0202
dolnoœl¹skie;g³ogowski;66114;186;30087;30;t0203
dolnoœl¹skie;górowski;27102;29;12312;17;t0204
dolnoœl¹skie;jaworski;39705;64;17950;15;t0205
dolnoœl¹skie;jeleniogórski;51926;90;24061;27;t0206
dolnoœl¹skie;kamiennogórski;32407;92;15198;24;t0207
dolnoœl¹skie;k³odzki;130709;152;61268;41;t0208
dolnoœl¹skie;legnicki;44668;47;19942;14;t0209
dolnoœl¹skie;lubañski;30516;1;12874;0;t0210
dolnoœl¹skie;lubiñski;126355;74;60559;2;t0211
dolnoœl¹skie;lwówecki;42607;35;19775;8;t0212
dolnoœl¹skie;milicki;34889;5;16524;5;t0213
dolnoœl¹skie;oleœnicki;101156;139;46240;36;t0214
dolnoœl¹skie;o³awski;45868;26;21672;6;t0215
dolnoœl¹skie;polkowicki;42421;79;18590;13;t0216
dolnoœl¹skie;strzeliñski;37869;37;17694;6;t0217
dolnoœl¹skie;œredzki;22376;23;10565;7;t0218
dolnoœl¹skie;œwidnicki;104492;179;47961;35;t0219
dolnoœl¹skie;trzebnicki;60611;96;29225;43;t0220
dolnoœl¹skie;wa³brzyski;31740;34;15153;17;t0221
dolnoœl¹skie;wo³owski;43204;75;19290;17;t0222
dolnoœl¹skie;wroc³awski;104758;61;49950;31;t0223
dolnoœl¹skie;z¹bkowicki;56627;178;26398;9;t0224
dolnoœl¹skie;zgorzelecki;61016;45;27715;16;t0225
dolnoœl¹skie;z³otoryjski;35572;91;16030;35;t0226
dolnoœl¹skie;Jelenia Góra;91549;90;44039;20;t0261
dolnoœl¹skie;Legnica;91684;151;43110;18;t0262
dolnoœl¹skie;Wroc³aw;1064999;1412;499645;211;t0264
dolnoœl¹skie;Wa³brzych;212956;117;99358;0;t0265
kujawsko-pomorskie;aleksandrowski;132662;152;63199;20;t0401
kujawsko-pomorskie;brodnicki;73682;104;34590;37;t0402
kujawsko-pomorskie;bydgoski;78294;126;37098;15;t0403
kujawsko-pomorskie;che³miñski;42496;64;19877;17;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;36445;5;16940;0;t0405
kujawsko-pomorskie;grudzi¹dzki;26991;51;12237;7;t0406
kujawsko-pomorskie;inowroc³awski;106221;192;50471;65;t0407
kujawsko-pomorskie;lipnowski;54550;102;25119;11;t0408
kujawsko-pomorskie;mogileñski;33748;21;15764;11;t0409
