wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
dolnoœl¹skie;boles³awiecki;72514;111;32857;49;t0201
dolnoœl¹skie;dzier¿oniowski;67748;80;31830;31;t0202
dolnoœl¹skie;g³ogowski;63864;102;29098;32;t0203
dolnoœl¹skie;górowski;26609;60;12059;6;t0204
dolnoœl¹skie;jaworski;38894;24;17648;13;t0205
dolnoœl¹skie;jeleniogórski;50832;26;23641;4;t0206
dolnoœl¹skie;kamiennogórski;31301;58;14759;42;t0207
dolnoœl¹skie;k³odzki;127533;274;59874;122;t0208
dolnoœl¹skie;legnicki;43921;135;19617;64;t0209
dolnoœl¹skie;lubañski;29861;22;12682;10;t0210
dolnoœl¹skie;lubiñski;124123;172;59466;88;t0211
dolnoœl¹skie;lwówecki;41380;60;19217;48;t0212
dolnoœl¹skie;milicki;34031;6;16063;0;t0213
dolnoœl¹skie;oleœnicki;97069;127;44314;85;t0214
dolnoœl¹skie;o³awski;45297;49;21521;0;t0215
dolnoœl¹skie;polkowicki;41329;0;18101;0;t0216
dolnoœl¹skie;strzeliñski;36943;88;17291;30;t0217
dolnoœl¹skie;œredzki;21768;27;10341;18;t0218
dolnoœl¹skie;œwidnicki;100815;188;46514;103;t0219
dolnoœl¹skie;trzebnicki;59136;75;28469;74;t0220
dolnoœl¹skie;wa³brzyski;31184;34;14856;18;t0221
dolnoœl¹skie;wo³owski;42190;43;18859;29;t0222
dolnoœl¹skie;wroc³awski;102748;75;49038;31;t0223
dolnoœl¹skie;z¹bkowicki;55017;88;25860;50;t0224
dolnoœl¹skie;zgorzelecki;58939;134;26797;39;t0225
dolnoœl¹skie;z³otoryjski;34623;24;15506;8;t0226
dolnoœl¹skie;Jelenia Góra;89414;123;43055;59;t0261
dolnoœl¹skie;Legnica;89186;67;42161;23;t0262
dolnoœl¹skie;Wroc³aw;1045859;691;492440;366;t0264
dolnoœl¹skie;Wa³brzych;210046;79;98333;53;t0265
kujawsko-pomorskie;aleksandrowski;132201;90;62940;63;t0401
kujawsko-pomorskie;brodnicki;71676;110;33642;77;t0402
kujawsko-pomorskie;bydgoski;76542;55;36262;40;t0403
kujawsko-pomorskie;che³miñski;41634;109;19557;81;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;35525;211;16564;163;t0405
kujawsko-pomorskie;grudzi¹dzki;26137;48;11790;34;t0406
kujawsko-pomorskie;inowroc³awski;104023;22;49455;22;t0407
kujawsko-pomorskie;lipnowski;52913;52;24268;23;t0408
