wojewodztwo;powiat_miasto;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt
woj_puste;pow_puste;4;0;0;0;t00
dolnoœl¹skie;boles³awiecki;75630;115;33858;40;t0201
dolnoœl¹skie;dzier¿oniowski;71688;139;33243;7;t0202
dolnoœl¹skie;g³ogowski;67815;193;30477;79;t0203
dolnoœl¹skie;górowski;27306;4;12358;0;t0204
dolnoœl¹skie;jaworski;40415;119;18098;23;t0205
dolnoœl¹skie;jeleniogórski;53006;110;24273;13;t0206
dolnoœl¹skie;kamiennogórski;33263;74;15390;4;t0207
dolnoœl¹skie;k³odzki;133332;427;61818;120;t0208
dolnoœl¹skie;legnicki;45245;81;20028;12;t0209
dolnoœl¹skie;lubañski;31117;6;13019;0;t0210
dolnoœl¹skie;lubiñski;129104;318;60954;49;t0211
dolnoœl¹skie;lwówecki;43546;120;20030;45;t0212
dolnoœl¹skie;milicki;35626;38;16661;9;t0213
dolnoœl¹skie;oleœnicki;102985;303;46773;101;t0214
dolnoœl¹skie;o³awski;46481;122;21729;0;t0215
dolnoœl¹skie;polkowicki;42978;86;18720;13;t0216
dolnoœl¹skie;strzeliñski;38563;81;17834;16;t0217
dolnoœl¹skie;œredzki;22950;85;10757;44;t0218
dolnoœl¹skie;œwidnicki;106868;163;48482;33;t0219
dolnoœl¹skie;trzebnicki;61908;58;29476;8;t0220
dolnoœl¹skie;wa³brzyski;32499;92;15350;18;t0221
dolnoœl¹skie;wo³owski;43848;28;19408;5;t0222
dolnoœl¹skie;wroc³awski;106406;234;50277;67;t0223
dolnoœl¹skie;z¹bkowicki;57939;81;26681;23;t0224
dolnoœl¹skie;zgorzelecki;62399;217;27967;3;t0225
dolnoœl¹skie;z³otoryjski;36162;51;16177;8;t0226
dolnoœl¹skie;Jelenia Góra;93633;226;44424;32;t0261
dolnoœl¹skie;Legnica;93733;316;43489;61;t0262
dolnoœl¹skie;Wroc³aw;1089148;2365;503723;369;t0264
dolnoœl¹skie;Wa³brzych;217276;180;100061;4;t0265
kujawsko-pomorskie;aleksandrowski;135490;174;63889;57;t0401
kujawsko-pomorskie;brodnicki;75271;184;35059;57;t0402
kujawsko-pomorskie;bydgoski;79738;178;37452;93;t0403
kujawsko-pomorskie;che³miñski;43539;121;20218;56;t0404
kujawsko-pomorskie;golubsko-dobrzyñski;37273;43;17185;33;t0405
kujawsko-pomorskie;grudzi¹dzki;27458;29;12399;12;t0406
kujawsko-pomorskie;inowroc³awski;108307;265;50862;39;t0407
kujawsko-pomorskie;lipnowski;55419;13;25323;1;t0408
kujawsko-pomorskie;mogileñski;34543;75;16002;32;t0409
kujawsko-pomorskie;nakielski;87961;78;38991;44;t0410
kujawsko-pomorskie;radziejowski;45790;105;21285;44;t0411
kujawsko-pomorskie;rypiñski;37517;62;17492;25;t0412
kujawsko-pomorskie;sêpoleñski;50277;76;22883;31;t0413
kujawsko-pomorskie;œwiecki;81639;105;37189;39;t0414
kujawsko-pomorskie;toruñski;74277;107;32473;35;t0415
kujawsko-pomorskie;tucholski;40688;48;18523;4;t0416
kujawsko-pomorskie;w¹brzeski;29416;29;13317;13;t0417
kujawsko-pomorskie;w³oc³awski;67521;170;31952;22;t0418
kujawsko-pomorskie;¿niñski;54380;32;25689;1;t0419
