data;liczba_szczepien_dziennie;dawka_2_dziennie
2020-12-27;2199;0
2020-12-28;4328;0
2020-12-29;10127;1
2020-12-30;20481;0
2020-12-31;10633;1
2021-01-01;1351;0
2021-01-02;2288;0
2021-01-03;657;1
2021-01-04;40837;13
2021-01-05;55617;7
2021-01-06;18826;1
2021-01-07;30475;0
2021-01-08;11859;0
2021-01-09;2264;1
2021-01-10;999;0
2021-01-11;47917;230
2021-01-12;63645;4
2021-01-13;55278;1
2021-01-14;46650;2
2021-01-15;26180;1
2021-01-16;21071;19
2021-01-17;12087;431
2021-01-18;28283;2926
2021-01-19;49247;8152
2021-01-20;50671;14353
2021-01-21;53220;14944
2021-01-22;38158;5297
2021-01-23;16714;1364
2021-01-24;5299;562
2021-01-25;72151;29576
2021-01-26;130770;48103
2021-01-27;102573;26339
2021-01-28;87643;29316
2021-01-29;41866;16001
2021-01-30;14993;3107
2021-01-31;7333;1386
2021-02-01;55076;32999
2021-02-02;111887;57005
2021-02-03;118404;55201
2021-02-04;103593;50518
2021-02-05;49736;29104
2021-02-06;23173;15622
2021-02-07;14932;9845
2021-02-08;31537;11625
2021-02-09;86562;20085
2021-02-10;112163;44351
2021-02-11;110650;57945
2021-02-12;74522;42287
2021-02-13;34705;14926
2021-02-14;14120;4482
2021-02-15;35401;11305
2021-02-16;68964;31941
