wojewodztwo;liczba_szczepien_ogolnie;liczba_szczepien_dziennie;dawka_2_ogolem;dawka_2_dziennie;teryt;dawka_1_ogolem;dawka_1_dziennie;dawka_3_ogolem;dawka_3_dziennie;dawka_przypominajaca_ogolem;dawka_przypominajaca_dziennie
inne_puste_woj;30;0;13;0;t0;12;0;0;0;5;0
dolnoœl¹skie;4349101;909;1559008;91;t02;1800116;46;16736;2;973241;770
kujawsko-pomorskie;2938538;571;1053523;60;t04;1220209;45;11995;5;652811;461
lubelskie;2494070;418;916317;36;t06;1055066;45;13498;1;509189;336
lubuskie;1513140;211;539562;24;t08;645428;23;5395;0;322755;164
³ódzkie;3538475;619;1292153;68;t10;1466534;48;18769;22;761019;481
ma³opolskie;4540802;1072;1662624;66;t12;1900558;60;14008;4;963612;942
mazowieckie;8627012;1954;3108580;208;t14;3559369;202;40883;20;1918180;1524
opolskie;1266229;208;464833;15;t16;530159;9;5039;0;266198;184
podkarpackie;2219933;266;834811;30;t18;969883;34;8458;6;406781;196
podlaskie;1517414;166;565073;20;t20;651215;20;6097;2;295029;124
pomorskie;3607928;774;1300686;57;t22;1492676;60;15029;8;799537;649
œl¹skie;6413290;1224;2311039;88;t24;2658278;92;20559;6;1423414;1038
œwiêtokrzyskie;1538146;227;561533;17;t26;650320;10;6245;1;320048;199
warmiñsko-mazurskie;1888124;310;684300;29;t28;786276;19;10527;1;407021;261
wielkopolskie;5323984;928;1920921;79;t30;2231682;51;20563;14;1150818;784
zachodniopomorskie;2527434;344;898977;24;t32;1059872;31;10588;1;557997;288
ca³y kraj;54303650;10201;19673953;912;t00;22677653;795;224389;93;11727655;8401
